BHIIdentifier,PipelineFeature,INTEXTIDOD,Odometerft,DistancetoNextPipelineFeatureft,WTin,PipeGradepsi,PipeDescription,PipeDiameterin,MOPpsi,Depth,Depthin,Lengthin,Widthin,OClockOrientationhhmm,mB31GBurstpsi,ERF,EffDepth,EffLengthin,EffAreaBurstpsi,UpstreamUSReferenceName,DistanceToUSft,DownstreamDSReferenceName,DistanceFromDSReferenceft,DistancetoUSWeldft,DistancetoDSWeldft,Length2ndUSJointft,LengthUSJointft,LengthDefectJointft,DefectJointNumber,LengthDSJointft,Length2ndDSJointft,XYZInformationNAD83Latitude,XYZInformationNAD83Longitude,XYZInformationNAVD88Elevationft,Comments
VLV 5,Valve,,83141.14,18179.06,0.250,35000,ERW,8.625,600,,,,,,,,,,,AGM 18,28622.55,MLV 3,18967.68,2573.08,18179.06,15.76,1.07,20752.14,19480,37.55,42.15,33.8847319,-118.0198737,55.85,Estimated Valve 109
GWD 19490,Girth Weld,,101320.20,37.55,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18179.06,MLV 3,788.62,20752.14,37.55,1.07,20752.14,37.55,19490,42.15,31.65,33.8877644,-118.0759239,70.65,End Bad Data|Start Section CSFM 41B|Estimated WT 0.203
GWD 19500,Girth Weld,,101357.75,42.15,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18216.61,MLV 3,751.07,37.55,42.15,20752.14,37.55,42.15,19500,31.65,42.56,33.8877632,-118.0760404,71.13,
GWD 19510,Girth Weld,,101399.90,31.65,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18258.76,MLV 3,708.91,42.15,31.65,37.55,42.15,31.65,19510,42.56,32.64,33.8877619,-118.0761711,72.82,
GWD 19520,Girth Weld,,101431.56,42.56,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18290.42,MLV 3,677.26,31.65,42.56,42.15,31.65,42.56,19520,32.64,41.38,33.8877611,-118.0762692,73.87,
GWD 19530,Girth Weld,,101474.12,32.64,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18332.98,MLV 3,634.70,42.56,32.64,31.65,42.56,32.64,19530,41.38,42.36,33.8877594,-118.0764013,74.35,
GWD 19540,Girth Weld,,101506.76,41.38,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18365.61,MLV 3,602.06,32.64,41.38,42.56,32.64,41.38,19540,42.36,43.02,33.8877576,-118.0765026,74.58,
GWD 19550,Girth Weld,,101548.14,42.36,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18407.00,MLV 3,560.68,41.38,42.36,32.64,41.38,42.36,19550,43.02,42.80,33.8877564,-118.0766310,74.65,
GWD 19560,Girth Weld,,101590.50,43.02,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18449.36,MLV 3,518.32,42.36,43.02,41.38,42.36,43.02,19560,42.80,42.40,33.8877563,-118.0767625,74.37,
GWD 19570,Girth Weld,,101633.52,42.80,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18492.38,MLV 3,475.30,43.02,42.80,42.36,43.02,42.80,19570,42.40,41.61,33.8877557,-118.0768961,74.22,
GWD 19580,Girth Weld,,101676.33,42.40,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18535.18,MLV 3,432.49,42.80,42.40,43.02,42.80,42.40,19580,41.61,42.68,33.8877547,-118.0770289,74.33,
GWD 19590,Girth Weld,,101718.72,41.61,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18577.58,MLV 3,390.10,42.40,41.61,42.80,42.40,41.61,19590,42.68,39.79,33.8877536,-118.0771605,74.36,
GWD 19600,Girth Weld,,101760.33,42.68,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18619.19,MLV 3,348.48,41.61,42.68,42.40,41.61,42.68,19600,39.79,42.10,33.8877522,-118.0772897,74.41,
GWD 19610,Girth Weld,,101803.01,39.79,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18661.87,MLV 3,305.81,42.68,39.79,41.61,42.68,39.79,19610,42.10,33.90,33.8877506,-118.0774221,74.34,
GWD 19620,Girth Weld,,101842.81,42.10,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18701.66,MLV 3,266.01,39.79,42.10,42.68,39.79,42.10,19620,33.90,30.39,33.8877489,-118.0775456,74.46,
GWD 19630,Girth Weld,,101884.90,33.90,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18743.76,MLV 3,223.91,42.10,33.90,39.79,42.10,33.90,19630,30.39,30.45,33.8877477,-118.0776763,74.81,
GWD 19640,Girth Weld,,101918.81,30.39,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18777.67,MLV 3,190.01,33.90,30.39,42.10,33.90,30.39,19640,30.45,30.82,33.8877465,-118.0777815,75.01,
GWD 19650,Girth Weld,,101949.20,30.45,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18808.06,MLV 3,159.62,30.39,30.45,33.90,30.39,30.45,19650,30.82,29.62,33.8877451,-118.0778758,75.21,
GWD 19660,Girth Weld,,101979.65,30.82,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18838.51,MLV 3,129.17,30.45,30.82,30.39,30.45,30.82,19660,29.62,39.68,33.8877435,-118.0779703,75.27,
GWD 19670,Girth Weld,,102010.47,29.62,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18869.32,MLV 3,98.35,30.82,29.62,30.45,30.82,29.62,19670,39.68,21.52,33.8877427,-118.0780660,75.23,
GWD 19680,Girth Weld,,102040.09,39.68,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18898.95,MLV 3,68.73,29.62,39.68,30.82,29.62,39.68,19680,21.52,0.75,33.8877424,-118.0781579,75.18,
GWD 19690,Girth Weld,,102079.77,20.21,0.203,35000,SMLS,8.625,680,,,,,,,,,,,Estimated Valve 109,18938.63,MLV 3,29.05,39.68,21.52,29.62,39.68,21.52,19690,0.75,0.76,33.8877415,-118.0782811,75.45,
TAP 17,TAP,,102099.98,1.31,0.203,35000,SMLS,8.625,680,,,,,11:52,,,,,,Estimated Valve 109,18958.84,MLV 3,8.84,20.21,1.31,29.62,39.68,21.52,19690,0.75,0.76,33.8877411,-118.0783438,75.56,
GWD 19700,Girth Weld,,102101.29,0.75,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18960.15,MLV 3,7.53,21.52,0.75,39.68,21.52,0.75,19700,0.76,2.30,33.8877410,-118.0783479,75.56,
GWD 19710,Girth Weld,,102102.04,0.17,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18960.90,MLV 3,6.78,0.75,0.76,21.52,0.75,0.76,19710,2.30,0.75,33.8877412,-118.0783502,75.54,
BND 164,Bend,,102102.20,0.60,0.280,35000,ERW,8.625,680,,,12.874,,,,,,,,Estimated Valve 109,18961.06,MLV 3,6.62,0.17,0.60,21.52,0.75,0.76,19710,2.30,0.75,33.8877412,-118.0783507,75.54,6.3D 24.5 deg right turn bend
GWD 19720,Girth Weld,,102102.80,1.89,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18961.66,MLV 3,6.02,0.76,2.30,0.75,0.76,2.30,19720,0.75,1.85,33.8877416,-118.0783525,75.53,
BND 165,Bend,,102104.69,0.41,0.280,35000,ERW,8.625,680,,,18.605,,,,,,,,Estimated Valve 109,18963.55,MLV 3,4.13,1.89,0.41,0.75,0.76,2.30,19720,0.75,1.85,33.8877433,-118.0783580,75.51,5.5D 21.9 deg left turn bend
GWD 19730,Girth Weld,,102105.10,0.75,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18963.96,MLV 3,3.72,2.30,0.75,0.76,2.30,0.75,19730,1.85,3.96,33.8877434,-118.0783592,75.51,
GWD 19740,Girth Weld,,102105.85,1.74,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18964.71,MLV 3,2.97,0.75,1.85,2.30,0.75,1.85,19740,3.96,0.59,33.8877435,-118.0783616,75.51,
TAP 18,TAP,,102107.59,0.11,0.280,35000,ERW,8.625,680,,,,,11:48,,,,,,Estimated Valve 109,18966.45,MLV 3,1.22,1.74,0.11,2.30,0.75,1.85,19740,3.96,0.59,33.8877435,-118.0783670,75.52,
GWD 19750,Girth Weld,,102107.71,1.11,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18966.57,MLV 3,1.11,1.85,3.96,0.75,1.85,3.96,19750,0.59,1.04,33.8877435,-118.0783673,75.51,
VLV 6,Valve,,102108.82,1.66,0.280,35000,ERW,8.625,680,,,,,,,,,,,Estimated Valve 109,18967.68,MLV 4,1.66,1.11,2.85,0.75,1.85,3.96,19750,0.59,1.04,33.8877434,-118.0783708,75.51,MLV 3
VLV 7,Valve,,102110.48,1.19,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 3,1.66,MLV 5,8.84,2.78,1.19,0.75,1.85,3.96,19750,0.59,1.04,33.8877434,-118.0783760,75.52,MLV 4
GWD 19760,Girth Weld,,102111.67,0.59,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,1.19,MLV 5,7.66,3.96,0.59,1.85,3.96,0.59,19760,1.04,2.35,33.8877434,-118.0783796,75.53,
GWD 19770,Girth Weld,,102112.26,0.56,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,1.78,MLV 5,7.06,0.59,1.04,3.96,0.59,1.04,19770,2.35,1.19,33.8877434,-118.0783815,75.52,
TEE 4,Tee,,102112.82,0.48,0.280,35000,ERW,8.625,680,,,8.884,8.884,2:43,,,,,,MLV 4,2.34,MLV 5,6.51,0.56,0.48,3.96,0.59,1.04,19770,2.35,1.19,33.8877434,-118.0783832,75.52,
GWD 19780,Girth Weld,,102113.30,1.17,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,2.81,MLV 5,6.03,1.04,2.35,0.59,1.04,2.35,19780,1.19,1.35,33.8877434,-118.0783847,75.52,
TAP 19,TAP,,102114.46,1.18,0.280,35000,ERW,8.625,680,,,,,11:53,,,,,,MLV 4,3.98,MLV 5,4.86,1.17,1.18,0.59,1.04,2.35,19780,1.19,1.35,33.8877434,-118.0783883,75.52,
GWD 19790,Girth Weld,,102115.64,0.62,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,5.16,MLV 5,3.68,2.35,1.19,1.04,2.35,1.19,19790,1.35,2.29,33.8877434,-118.0783920,75.52,
TEE 5,Tee,,102116.27,0.57,0.280,35000,ERW,8.625,680,,,9.077,9.077,2:38,,,,,,MLV 4,5.78,MLV 5,3.06,0.62,0.57,1.04,2.35,1.19,19790,1.35,2.29,33.8877434,-118.0783939,75.52,
GWD 19800,Girth Weld,,102116.84,1.35,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,6.36,MLV 5,2.49,1.19,1.35,2.35,1.19,1.35,19800,2.29,3.46,33.8877433,-118.0783957,75.52,
GWD 19810,Girth Weld,,102118.19,1.14,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,7.70,MLV 5,1.14,1.35,2.29,1.19,1.35,2.29,19810,3.46,0.73,33.8877433,-118.0783999,75.51,
VLV 8,Valve,,102119.33,1.15,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 4,8.84,AGM 36,1695.86,1.14,1.15,1.19,1.35,2.29,19810,3.46,0.73,33.8877433,-118.0784034,75.50,MLV 5
GWD 19820,Girth Weld,,102120.47,0.57,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1.15,AGM 36,1694.71,2.29,3.46,1.35,2.29,3.46,19820,0.73,2.27,33.8877432,-118.0784070,75.49,
TAP 20,TAP,,102121.04,2.89,0.280,35000,ERW,8.625,680,,,,,11:44,,,,,,MLV 5,1.72,AGM 36,1694.14,0.57,2.89,1.35,2.29,3.46,19820,0.73,2.27,33.8877432,-118.0784087,75.49,
GWD 19830,Girth Weld,,102123.93,0.73,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,4.61,AGM 36,1691.25,3.46,0.73,2.29,3.46,0.73,19830,2.27,0.71,33.8877430,-118.0784177,75.47,
GWD 19840,Girth Weld,,102124.67,2.27,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,5.34,AGM 36,1690.52,0.73,2.27,3.46,0.73,2.27,19840,0.71,0.75,33.8877425,-118.0784199,75.47,
GWD 19850,Girth Weld,,102126.94,0.71,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,7.61,AGM 36,1688.25,2.27,0.71,0.73,2.27,0.71,19850,0.75,31.48,33.8877408,-118.0784265,75.43,
GWD 19860,Girth Weld,,102127.64,0.75,0.280,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,8.32,AGM 36,1687.54,0.71,0.75,2.27,0.71,0.75,19860,31.48,38.43,33.8877407,-118.0784287,75.42,
GWD 19870,Girth Weld,,102128.40,1.39,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,9.07,AGM 36,1686.79,0.75,31.48,0.71,0.75,31.48,19870,38.43,40.63,33.8877407,-118.0784311,75.42,Estimated WT 0.203
MOB 7,Metal Object,,102129.79,30.09,0.203,35000,SMLS,8.625,680,,,1.586,2.850,11:35,,,,,,MLV 5,10.46,AGM 36,1685.40,1.39,30.09,0.71,0.75,31.48,19870,38.43,40.63,33.8877407,-118.0784354,75.42,"Touching Metal Object
"
GWD 19880,Girth Weld,,102159.88,38.43,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,40.55,AGM 36,1655.31,31.48,38.43,0.75,31.48,38.43,19880,40.63,41.84,33.8877401,-118.0785288,75.47,
GWD 19890,Girth Weld,,102198.30,40.63,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,78.98,AGM 36,1616.88,38.43,40.63,31.48,38.43,40.63,19890,41.84,42.18,33.8877398,-118.0786481,75.56,
GWD 19900,Girth Weld,,102238.94,41.84,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,119.61,AGM 36,1576.25,40.63,41.84,38.43,40.63,41.84,19900,42.18,42.26,33.8877400,-118.0787742,75.26,
GWD 19910,Girth Weld,,102280.77,42.18,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,161.45,AGM 36,1534.41,41.84,42.18,40.63,41.84,42.18,19910,42.26,36.79,33.8877398,-118.0789041,75.20,
GWD 19920,Girth Weld,,102322.96,42.26,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,203.63,AGM 36,1492.23,42.18,42.26,41.84,42.18,42.26,19920,36.79,41.19,33.8877395,-118.0790350,74.88,
GWD 19930,Girth Weld,,102365.21,36.79,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,245.89,AGM 36,1449.97,42.26,36.79,42.18,42.26,36.79,19930,41.19,43.81,33.8877399,-118.0791662,73.73,
GWD 19940,Girth Weld,,102402.00,41.19,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,282.68,AGM 36,1413.18,36.79,41.19,42.26,36.79,41.19,19940,43.81,40.77,33.8877401,-118.0792803,73.47,
GWD 19950,Girth Weld,,102443.20,43.81,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,323.87,AGM 36,1371.99,41.19,43.81,36.79,41.19,43.81,19950,40.77,40.30,33.8877397,-118.0794082,73.37,
GWD 19960,Girth Weld,,102487.00,40.77,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,367.68,AGM 36,1328.18,43.81,40.77,41.19,43.81,40.77,19960,40.30,42.41,33.8877388,-118.0795442,73.15,
GWD 19970,Girth Weld,,102527.78,40.30,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,408.45,AGM 36,1287.40,40.77,40.30,43.81,40.77,40.30,19970,42.41,31.94,33.8877385,-118.0796708,73.29,
GWD 19980,Girth Weld,,102568.08,42.41,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,448.76,AGM 36,1247.10,40.30,42.41,40.77,40.30,42.41,19980,31.94,35.20,33.8877376,-118.0797959,73.51,
GWD 19990,Girth Weld,,102610.49,31.94,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,491.17,AGM 36,1204.69,42.41,31.94,40.30,42.41,31.94,19990,35.20,34.31,33.8877377,-118.0799275,73.57,
GWD 20000,Girth Weld,,102642.43,35.20,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,523.11,AGM 36,1172.75,31.94,35.20,42.41,31.94,35.20,20000,34.31,39.56,33.8877387,-118.0800266,73.61,
GWD 20010,Girth Weld,,102677.63,34.31,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,558.31,AGM 36,1137.55,35.20,34.31,31.94,35.20,34.31,20010,39.56,40.11,33.8877390,-118.0801359,73.86,
GWD 20020,Girth Weld,,102711.95,39.56,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,592.62,AGM 36,1103.24,34.31,39.56,35.20,34.31,39.56,20020,40.11,40.60,33.8877382,-118.0802424,74.07,
GWD 20030,Girth Weld,,102751.50,40.11,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,632.18,AGM 36,1063.68,39.56,40.11,34.31,39.56,40.11,20030,40.60,37.43,33.8877370,-118.0803651,74.53,
GWD 20040,Girth Weld,,102791.62,40.60,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,672.29,AGM 36,1023.57,40.11,40.60,39.56,40.11,40.60,20040,37.43,39.98,33.8877369,-118.0804897,74.26,
GWD 20050,Girth Weld,,102832.22,37.43,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,712.89,AGM 36,982.97,40.60,37.43,40.11,40.60,37.43,20050,39.98,40.75,33.8877364,-118.0806157,74.87,
GWD 20060,Girth Weld,,102869.65,39.98,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,750.32,AGM 36,945.54,37.43,39.98,40.60,37.43,39.98,20060,40.75,39.25,33.8877363,-118.0807318,74.72,
GWD 20070,Girth Weld,,102909.63,40.75,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,790.31,AGM 36,905.55,39.98,40.75,37.43,39.98,40.75,20070,39.25,41.22,33.8877363,-118.0808560,74.62,
GWD 20080,Girth Weld,,102950.38,39.25,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,831.06,AGM 36,864.80,40.75,39.25,39.98,40.75,39.25,20080,41.22,41.74,33.8877359,-118.0809824,74.78,
GWD 20090,Girth Weld,,102989.63,41.22,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,870.30,AGM 36,825.56,39.25,41.22,40.75,39.25,41.22,20090,41.74,33.86,33.8877353,-118.0811043,74.66,
GWD 20100,Girth Weld,,103030.85,41.74,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,911.52,AGM 36,784.33,41.22,41.74,39.25,41.22,41.74,20100,33.86,39.69,33.8877355,-118.0812322,74.03,
GWD 20110,Girth Weld,,103072.59,33.86,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,953.27,AGM 36,742.59,41.74,33.86,41.22,41.74,33.86,20110,39.69,38.20,33.8877351,-118.0813618,73.85,
GWD 20120,Girth Weld,,103106.45,39.69,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,987.13,AGM 36,708.73,33.86,39.69,41.74,33.86,39.69,20120,38.20,36.93,33.8877347,-118.0814669,73.99,
GWD 20130,Girth Weld,,103146.14,38.20,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1026.82,AGM 36,669.04,39.69,38.20,33.86,39.69,38.20,20130,36.93,42.20,33.8877337,-118.0815901,74.00,
GWD 20140,Girth Weld,,103184.34,36.93,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1065.02,AGM 36,630.84,38.20,36.93,39.69,38.20,36.93,20140,42.20,41.95,33.8877337,-118.0817087,73.41,
GWD 20150,Girth Weld,,103221.27,42.20,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1101.95,AGM 36,593.91,36.93,42.20,38.20,36.93,42.20,20150,41.95,42.81,33.8877349,-118.0818233,72.66,
GWD 20160,Girth Weld,,103263.48,41.95,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1144.15,AGM 36,551.71,42.20,41.95,36.93,42.20,41.95,20160,42.81,34.30,33.8877344,-118.0819543,72.98,
GWD 20170,Girth Weld,,103305.43,42.81,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1186.10,AGM 36,509.75,41.95,42.81,42.20,41.95,42.81,20170,34.30,16.69,33.8877336,-118.0820845,73.79,
GWD 20180,Girth Weld,,103348.24,34.30,0.203,35000,SMLS,8.625,680,,,,,,,,,,,MLV 5,1228.91,AGM 36,466.95,42.81,34.30,41.95,42.81,34.30,20180,16.69,65.50,33.8877330,-118.0822173,73.76,
GWD 20190,Girth Weld,,103382.54,16.69,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1263.21,AGM 36,432.65,34.30,16.69,42.81,34.30,16.69,20190,65.50,29.77,33.8877319,-118.0823238,72.93,
GWD 20200,Girth Weld,,103399.23,65.03,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1279.90,AGM 36,415.95,16.69,65.50,34.30,16.69,65.50,20200,29.77,65.49,33.8877316,-118.0823756,72.97,
SLV 9,Sleeve Start,,103464.26,0.47,0.203,35000,ERW,8.625,680,,,15.944,,,,,,,,MLV 5,1344.93,AGM 36,350.93,65.03,0.47,34.30,16.69,65.50,20200,29.77,65.49,33.8877313,-118.0825774,73.66,Repair Sleeve - Start
GWD 20210,Girth Weld,,103464.72,0.86,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1345.40,AGM 36,350.46,65.50,29.77,16.69,65.50,29.77,20210,65.49,53.68,33.8877313,-118.0825789,73.67,
SLV 10,Sleeve End,,103465.59,28.91,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1346.26,AGM 36,349.60,0.86,28.91,16.69,65.50,29.77,20210,65.49,53.68,33.8877313,-118.0825815,73.67,Repair Sleeve - End
GWD 20220,Girth Weld,,103494.49,65.49,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1375.17,AGM 36,320.69,29.77,65.49,65.50,29.77,65.49,20220,53.68,37.84,33.8877311,-118.0826713,73.51,
GWD 20230,Girth Weld,,103559.98,53.68,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1440.66,AGM 36,255.20,65.49,53.68,29.77,65.49,53.68,20230,37.84,43.84,33.8877311,-118.0828745,73.66,
GWD 20240,Girth Weld,,103613.66,37.84,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1494.34,AGM 36,201.52,53.68,37.84,65.49,53.68,37.84,20240,43.84,21.23,33.8877271,-118.0830411,73.30,
GWD 20250,Girth Weld,,103651.50,43.84,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1532.18,AGM 36,163.68,37.84,43.84,53.68,37.84,43.84,20250,21.23,65.50,33.8877237,-118.0831585,73.68,
GWD 20260,Girth Weld,,103695.34,21.23,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1576.02,AGM 36,119.84,43.84,21.23,37.84,43.84,21.23,20260,65.50,65.47,33.8877248,-118.0832945,73.66,
GWD 20270,Girth Weld,,103716.58,65.50,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1597.25,AGM 36,98.61,21.23,65.50,43.84,21.23,65.50,20270,65.47,36.86,33.8877265,-118.0833604,73.52,
GWD 20280,Girth Weld,,103782.08,33.11,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1662.75,AGM 36,33.11,65.50,65.47,21.23,65.50,65.47,20280,36.86,53.65,33.8877332,-118.0835635,73.56,
AGM 4,Above Ground Marker,,103815.18,32.37,0.203,35000,ERW,8.625,680,,,,,,,,,,,MLV 5,1695.86,AGM 37,2393.18,33.11,32.37,21.23,65.50,65.47,20280,36.86,53.65,33.8877335,-118.0836663,74.05,AGM 36 4' South of Curb - Located in Alondra BLVD
GWD 20290,Girth Weld,,103847.55,36.86,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,32.37,AGM 37,2360.81,65.47,36.86,65.50,65.47,36.86,20290,53.65,42.60,33.8877329,-118.0837702,74.34,
GWD 20300,Girth Weld,,103884.41,53.65,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,69.22,AGM 37,2323.95,36.86,53.65,65.47,36.86,53.65,20300,42.60,40.76,33.8877319,-118.0838885,74.93,
GWD 20310,Girth Weld,,103938.05,42.60,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,122.87,AGM 37,2270.30,53.65,42.60,36.86,53.65,42.60,20310,40.76,42.71,33.8877315,-118.0840607,74.69,
GWD 20320,Girth Weld,,103980.66,40.76,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,165.47,AGM 37,2227.70,42.60,40.76,53.65,42.60,40.76,20320,42.71,43.28,33.8877315,-118.0841975,75.06,
GWD 20330,Girth Weld,,104021.41,42.71,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,206.23,AGM 37,2186.95,40.76,42.71,42.60,40.76,42.71,20330,43.28,42.12,33.8877314,-118.0843284,74.52,
GWD 20340,Girth Weld,,104064.13,43.28,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,248.94,AGM 37,2144.23,42.71,43.28,40.76,42.71,43.28,20340,42.12,42.28,33.8877316,-118.0844655,74.81,
GWD 20350,Girth Weld,,104107.41,42.12,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,292.22,AGM 37,2100.95,43.28,42.12,42.71,43.28,42.12,20350,42.28,41.40,33.8877307,-118.0846045,74.56,
GWD 20360,Girth Weld,,104149.53,42.28,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,334.34,AGM 37,2058.83,42.12,42.28,43.28,42.12,42.28,20360,41.40,37.36,33.8877306,-118.0847397,74.56,
GWD 20370,Girth Weld,,104191.80,41.40,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,376.62,AGM 37,2016.56,42.28,41.40,42.12,42.28,41.40,20370,37.36,51.84,33.8877295,-118.0848754,73.93,
GWD 20380,Girth Weld,,104233.21,37.36,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,418.03,AGM 37,1975.15,41.40,37.36,42.28,41.40,37.36,20380,51.84,39.14,33.8877292,-118.0850084,73.73,
GWD 20390,Girth Weld,,104270.57,51.84,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,455.38,AGM 37,1937.79,37.36,51.84,41.40,37.36,51.84,20390,39.14,42.62,33.8877293,-118.0851283,73.03,
GWD 20400,Girth Weld,,104322.41,39.14,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,507.22,AGM 37,1885.95,51.84,39.14,37.36,51.84,39.14,20400,42.62,65.48,33.8877291,-118.0852948,72.64,
GWD 20410,Girth Weld,,104361.55,42.62,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,546.36,AGM 37,1846.81,39.14,42.62,51.84,39.14,42.62,20410,65.48,65.51,33.8877283,-118.0854205,72.47,
GWD 20420,Girth Weld,,104404.17,65.48,0.203,35000,ERW,8.625,680,,,,,,,,,,,AGM 36,588.99,AGM 37,1804.19,42.62,65.48,39.14,42.62,65.48,20420,65.51,65.29,33.8877276,-118.0855573,72.20,
