ID,Feature,Wheel Countft,Sta. Num.ft,Depth,WTin,SMYS,Lengthin,Widthin,Orientation clock,P MOD B31G   psi,ERF MOD B31GMOPP, of max. est. oper. press PMOPbased on 1150,Dist from US weldft,Dist from DS weldft,US AGM,Dist to US AGM ft,DS AGM,Dist to DS AGM ft,Joint Lengthft,Comments,LAT,LON,ALTITUDE
40003041,GROUP,8433.42,84+57,10%,0.219,52000,0.68,0.51,6:00,1525,0.75000,100.000%,28.81,18.29,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1916.97,"Valve, Sta. 119+80, Valve 28",3486.60,47.10,Metal Loss Internal,33.78234940,-118.21940304,1.410
40003042,GROUP,8433.57,84+57,14%,0.219,52000,0.47,0.48,5:45,1525,0.75000,100.000%,28.97,18.13,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1917.13,"Valve, Sta. 119+80, Valve 28",3486.44,47.10,Metal Loss Internal,33.78234978,-118.21940328,1.410
40003043,GROUP,8433.86,84+57,14%,0.219,52000,0.72,0.59,5:45,1525,0.75000,100.000%,29.25,17.85,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1917.41,"Valve, Sta. 119+80, Valve 28",3486.16,47.10,Metal Loss Internal,33.78235048,-118.21940371,1.400
40003044,GROUP,8434.13,84+58,10%,0.219,52000,0.70,0.70,6:00,1525,0.75000,100.000%,29.52,17.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1917.68,"Valve, Sta. 119+80, Valve 28",3485.89,47.10,Metal Loss Internal,33.78235113,-118.21940411,1.400
40003045,GROUP,8434.42,84+58,29%,0.219,52000,0.45,0.46,6:00,1525,0.75000,100.000%,29.81,17.29,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1917.97,"Valve, Sta. 119+80, Valve 28",3485.59,47.10,Metal Loss Internal,33.78235184,-118.21940456,1.400
40003046,GROUP,8434.78,84+58,12%,0.219,52000,0.80,0.76,3:00,1525,0.75000,100.000%,30.17,16.93,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.33,"Valve, Sta. 119+80, Valve 28",3485.24,47.10,Metal Loss External,33.78235271,-118.21940510,1.400
40003047,GROUP,8434.89,84+58,14%,0.219,52000,0.31,0.44,6:00,1525,0.75000,100.000%,30.28,16.82,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.44,"Valve, Sta. 119+80, Valve 28",3485.13,47.10,Metal Loss Internal,33.78235298,-118.21940526,1.400
40003048,GROUP,8435.01,84+59,13%,0.219,52000,0.66,0.48,3:00,1525,0.75000,100.000%,30.41,16.70,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.57,"Valve, Sta. 119+80, Valve 28",3485.00,47.10,Metal Loss External,33.78235329,-118.21940545,1.400
40003049,GROUP,8435.03,84+59,16%,0.219,52000,0.63,0.75,6:00,1525,0.75000,100.000%,30.42,16.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.58,"Valve, Sta. 119+80, Valve 28",3484.98,47.10,Metal Loss Internal,33.78235333,-118.21940548,1.390
40003050,GROUP,8435.12,84+59,13%,0.219,52000,0.44,0.39,9:30,1525,0.75000,100.000%,30.51,16.59,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.67,"Valve, Sta. 119+80, Valve 28",3484.90,47.10,Metal Loss External,33.78235353,-118.21940561,1.390
40003051,GROUP,8435.21,84+59,16%,0.219,52000,0.58,0.58,3:00,1525,0.75000,100.000%,30.60,16.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.76,"Valve, Sta. 119+80, Valve 28",3484.81,47.10,Metal Loss External,33.78235377,-118.21940575,1.390
40003052,GROUP,8435.26,84+59,17%,0.219,52000,1.51,1.21,6:00,1525,0.75000,100.000%,30.65,16.45,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1918.81,"Valve, Sta. 119+80, Valve 28",3484.76,47.10,Metal Loss Internal,33.78235388,-118.21940582,1.390
40003053,GROUP,8435.46,84+59,12%,0.219,52000,0.80,0.57,9:30,1525,0.75000,100.000%,30.86,16.25,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.02,"Valve, Sta. 119+80, Valve 28",3484.55,47.10,Metal Loss External,33.78235438,-118.21940613,1.390
40003054,GROUP,8435.46,84+59,29%,0.219,52000,0.58,0.41,6:00,1525,0.75000,100.000%,30.85,16.25,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.01,"Valve, Sta. 119+80, Valve 28",3484.56,47.10,Metal Loss Internal,33.78235436,-118.21940612,1.390
40003055,GROUP,8435.64,84+59,19%,0.219,52000,0.79,0.78,6:00,1525,0.75000,100.000%,31.03,16.07,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.19,"Valve, Sta. 119+80, Valve 28",3484.38,47.10,Metal Loss Internal,33.78235482,-118.21940640,1.390
40003056,GROUP,8435.77,84+59,10%,0.219,52000,0.73,0.59,3:00,1525,0.75000,100.000%,31.16,15.94,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.32,"Valve, Sta. 119+80, Valve 28",3484.25,47.10,Metal Loss External,33.78235512,-118.21940659,1.390
40003058,GROUP,8435.79,84+59,19%,0.219,52000,0.51,0.51,6:00,1525,0.75000,100.000%,31.18,15.92,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.35,"Valve, Sta. 119+80, Valve 28",3484.22,47.10,Metal Loss Internal,33.78235519,-118.21940663,1.390
40003057,GROUP,8435.90,84+60,15%,0.219,52000,3.59,2.25,8:30,1525,0.75000,100.000%,31.29,15.81,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.45,"Valve, Sta. 119+80, Valve 28",3484.12,47.10,Metal Loss External,33.78235544,-118.21940679,1.390
40003059,GROUP,8436.13,84+60,10%,0.219,52000,0.88,0.73,6:00,1525,0.75000,100.000%,31.52,15.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1919.68,"Valve, Sta. 119+80, Valve 28",3483.89,47.10,Metal Loss Internal,33.78235599,-118.21940713,1.390
40003060,GROUP,8436.68,84+60,17%,0.219,52000,0.51,0.56,6:00,1525,0.75000,100.000%,32.07,15.03,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1920.23,"Valve, Sta. 119+80, Valve 28",3483.34,47.10,Metal Loss Internal,33.78235734,-118.21940796,1.380
40003061,GROUP,8436.97,84+61,26%,0.219,52000,1.89,1.09,6:00,1525,0.75000,100.000%,32.36,14.74,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1920.52,"Valve, Sta. 119+80, Valve 28",3483.04,47.10,Metal Loss Internal,33.78235805,-118.21940841,1.380
40003062,GROUP,8437.55,84+61,22%,0.219,52000,1.85,0.93,6:00,1525,0.75000,100.000%,32.94,14.16,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1921.10,"Valve, Sta. 119+80, Valve 28",3482.46,47.10,Metal Loss Internal,33.78235946,-118.21940928,1.380
40003063,GROUP,8438.05,84+62,34%,0.219,52000,1.57,1.61,6:00,1525,0.75000,100.000%,33.44,13.66,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1921.60,"Valve, Sta. 119+80, Valve 28",3481.97,47.10,Metal Loss Internal,33.78236068,-118.21941003,1.370
40003064,GROUP,8438.12,84+62,15%,0.219,52000,0.81,0.74,10:00,1525,0.75000,100.000%,33.51,13.59,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1921.68,"Valve, Sta. 119+80, Valve 28",3481.89,47.10,Metal Loss External,33.78236086,-118.21941014,1.370
40003066,GROUP,8438.48,84+62,16%,0.219,52000,1.44,1.27,1:45,1525,0.75000,100.000%,33.87,13.23,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.03,"Valve, Sta. 119+80, Valve 28",3481.54,47.10,Metal Loss External,33.78236172,-118.21941068,1.370
40003065,GROUP,8438.52,84+62,22%,0.219,52000,2.73,0.88,6:00,1525,0.75000,100.000%,33.91,13.19,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.07,"Valve, Sta. 119+80, Valve 28",3481.50,47.10,Metal Loss Internal,33.78236183,-118.21941075,1.370
40003067,GROUP,8438.87,84+63,15%,0.219,52000,1.65,2.80,2:15,1525,0.75000,100.000%,34.26,12.84,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.42,"Valve, Sta. 119+80, Valve 28",3481.14,47.10,Metal Loss External,33.78236268,-118.21941128,1.360
40003068,GROUP,8439.00,84+63,14%,0.219,52000,2.06,2.15,6:15,1525,0.75000,100.000%,34.39,12.71,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.55,"Valve, Sta. 119+80, Valve 28",3481.02,47.10,Metal Loss Internal,33.78236299,-118.21941148,1.360
40003069,GROUP,8439.17,84+63,23%,0.219,52000,3.75,1.07,10:00,1525,0.75000,100.000%,34.56,12.54,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.72,"Valve, Sta. 119+80, Valve 28",3480.85,47.10,Metal Loss External,33.78236340,-118.21941173,1.360
40003070,GROUP,8439.21,84+63,29%,0.219,52000,1.79,1.89,2:30,1525,0.75000,100.000%,34.60,12.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1922.76,"Valve, Sta. 119+80, Valve 28",3480.80,47.10,Metal Loss External,33.78236350,-118.21941180,1.360
40003071,GROUP,8439.49,84+63,29%,0.219,52000,1.47,7.70,9:15,1525,0.75000,100.000%,34.88,12.22,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.04,"Valve, Sta. 119+80, Valve 28",3480.53,47.10,Metal Loss External,33.78236417,-118.21941221,1.360
40003072,GROUP,8439.62,84+63,17%,0.219,52000,3.51,1.37,6:00,1525,0.75000,100.000%,35.01,12.09,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.18,"Valve, Sta. 119+80, Valve 28",3480.39,47.10,Metal Loss Internal,33.78236450,-118.21941242,1.360
40003073,GROUP,8439.86,84+64,36%,0.219,52000,1.00,2.35,9:30,1525,0.75000,100.000%,35.25,11.85,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.41,"Valve, Sta. 119+80, Valve 28",3480.15,47.10,Metal Loss External,33.78236509,-118.21941278,1.360
40003074,GROUP,8439.88,84+64,14%,0.219,52000,0.46,0.78,6:00,1525,0.75000,100.000%,35.27,11.83,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.43,"Valve, Sta. 119+80, Valve 28",3480.14,47.10,Metal Loss Internal,33.78236512,-118.21941280,1.360
40003075,GROUP,8440.16,84+64,22%,0.219,52000,2.01,2.72,2:15,1525,0.75000,100.000%,35.55,11.55,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.71,"Valve, Sta. 119+80, Valve 28",3479.86,47.10,Metal Loss External,33.78236580,-118.21941323,1.350
40003076,GROUP,8440.21,84+64,13%,0.219,52000,0.62,0.85,9:45,1525,0.75000,100.000%,35.60,11.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.76,"Valve, Sta. 119+80, Valve 28",3479.81,47.10,Metal Loss External,33.78236593,-118.21941330,1.350
40003077,GROUP,8440.31,84+64,23%,0.219,52000,1.55,1.32,7:00,1525,0.75000,100.000%,35.70,11.40,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.86,"Valve, Sta. 119+80, Valve 28",3479.71,47.10,Metal Loss External,33.78236617,-118.21941345,1.350
40003078,GROUP,8440.44,84+64,27%,0.219,52000,1.32,1.37,2:15,1525,0.75000,100.000%,35.83,11.27,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1923.99,"Valve, Sta. 119+80, Valve 28",3479.58,47.10,Metal Loss External,33.78236648,-118.21941365,1.350
40003079,GROUP,8440.66,84+64,27%,0.219,52000,1.67,3.38,6:00,1525,0.75000,100.000%,36.05,11.05,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1924.21,"Valve, Sta. 119+80, Valve 28",3479.36,47.10,Metal Loss Internal,33.78236702,-118.21941398,1.350
40003080,GROUP,8440.71,84+64,15%,0.219,52000,0.83,2.97,2:30,1525,0.75000,100.000%,36.10,11.00,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1924.27,"Valve, Sta. 119+80, Valve 28",3479.30,47.10,Metal Loss External,33.78236715,-118.21941406,1.350
40003081,GROUP,8440.99,84+65,15%,0.219,52000,0.75,0.83,2:15,1525,0.75000,100.000%,36.38,10.72,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1924.54,"Valve, Sta. 119+80, Valve 28",3479.02,47.10,Metal Loss External,33.78236783,-118.21941448,1.350
40003083,GROUP,8441.22,84+65,33%,0.219,52000,0.91,1.06,6:00,1525,0.75000,100.000%,36.61,10.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1924.77,"Valve, Sta. 119+80, Valve 28",3478.79,47.10,Metal Loss Internal,33.78236839,-118.21941483,1.340
40003082,GROUP,8441.27,84+65,31%,0.219,52000,2.18,2.42,2:30,1525,0.75000,100.000%,36.66,10.44,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1924.82,"Valve, Sta. 119+80, Valve 28",3478.75,47.10,Metal Loss External,33.78236850,-118.21941489,1.340
40003084,GROUP,8441.47,84+65,12%,0.219,52000,0.60,0.45,5:45,1525,0.75000,100.000%,36.87,10.24,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1925.03,"Valve, Sta. 119+80, Valve 28",3478.54,47.10,Metal Loss Internal,33.78236901,-118.21941521,1.340
40003085,GROUP,8441.59,84+65,21%,0.219,52000,1.32,1.94,2:30,1525,0.75000,100.000%,36.98,10.12,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1925.14,"Valve, Sta. 119+80, Valve 28",3478.42,47.10,Metal Loss External,33.78236929,-118.21941539,1.340
40003086,GROUP,8442.07,84+66,42%,0.219,52000,5.56,4.76,2:30,1337,0.86000,100.000%,37.46,9.64,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1925.62,"Valve, Sta. 119+80, Valve 28",3477.95,47.10,Metal Loss External,33.78237044,-118.21941611,1.340
40003087,GROUP,8442.22,84+66,21%,0.219,52000,0.97,0.82,5:45,1525,0.75000,100.000%,37.62,9.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1925.78,"Valve, Sta. 119+80, Valve 28",3477.79,47.10,Metal Loss Internal,33.78237083,-118.21941635,1.340
40003089,GROUP,8442.89,84+67,19%,0.219,52000,2.04,0.99,6:00,1525,0.75000,100.000%,38.28,8.82,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1926.44,"Valve, Sta. 119+80, Valve 28",3477.13,47.10,Metal Loss Internal,33.78237244,-118.21941735,1.330
40003088,GROUP,8442.96,84+67,26%,0.219,52000,6.71,4.46,2:30,1511,0.76000,100.000%,38.35,8.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1926.51,"Valve, Sta. 119+80, Valve 28",3477.06,47.10,Metal Loss External,33.78237261,-118.21941746,1.330
40003090,GROUP,8443.13,84+67,15%,0.219,52000,1.42,1.04,6:00,1525,0.75000,100.000%,38.52,8.58,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1926.68,"Valve, Sta. 119+80, Valve 28",3476.88,47.10,Metal Loss Internal,33.78237304,-118.21941772,1.330
40003091,GROUP,8443.29,84+67,26%,0.219,52000,1.46,1.70,4:15,1525,0.75000,100.000%,38.69,8.42,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1926.85,"Valve, Sta. 119+80, Valve 28",3476.72,47.10,Metal Loss External,33.78237343,-118.21941796,1.330
40003092,GROUP,8443.35,84+67,15%,0.219,52000,0.90,0.53,1:45,1525,0.75000,100.000%,38.74,8.36,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1926.90,"Valve, Sta. 119+80, Valve 28",3476.67,47.10,Metal Loss External,33.78237356,-118.21941804,1.330
40003093,GROUP,8443.50,84+67,10%,0.219,52000,0.57,0.68,2:00,1525,0.75000,100.000%,38.89,8.21,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1927.05,"Valve, Sta. 119+80, Valve 28",3476.52,47.10,Metal Loss External,33.78237393,-118.21941828,1.330
40003094,GROUP,8443.68,84+67,29%,0.219,52000,0.76,0.55,1:45,1525,0.75000,100.000%,39.07,8.03,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1927.23,"Valve, Sta. 119+80, Valve 28",3476.34,47.10,Metal Loss External,33.78237436,-118.21941854,1.320
40003095,GROUP,8444.15,84+68,26%,0.219,52000,1.35,0.57,6:15,1525,0.75000,100.000%,39.54,7.56,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1927.70,"Valve, Sta. 119+80, Valve 28",3475.87,47.10,Metal Loss Internal,33.78237551,-118.21941926,1.320
40003096,GROUP,8444.32,84+68,25%,0.219,52000,2.41,2.43,2:00,1525,0.75000,100.000%,39.71,7.39,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1927.87,"Valve, Sta. 119+80, Valve 28",3475.70,47.10,Metal Loss External,33.78237593,-118.21941952,1.320
40003097,GROUP,8444.46,84+68,27%,0.219,52000,0.69,0.62,6:15,1525,0.75000,100.000%,39.85,7.25,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1928.01,"Valve, Sta. 119+80, Valve 28",3475.55,47.10,Metal Loss Internal,33.78237627,-118.21941974,1.320
40003098,GROUP,8444.73,84+68,29%,0.219,52000,4.60,3.59,2:15,1524,0.75000,100.000%,40.12,6.98,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1928.28,"Valve, Sta. 119+80, Valve 28",3475.29,47.10,Metal Loss External,33.78237692,-118.21942014,1.320
40003099,GROUP,8444.79,84+68,22%,0.219,52000,0.49,0.57,6:00,1525,0.75000,100.000%,40.18,6.92,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1928.34,"Valve, Sta. 119+80, Valve 28",3475.23,47.10,Metal Loss Internal,33.78237705,-118.21942022,1.320
40003100,GROUP,8445.31,84+69,23%,0.219,52000,10.20,4.72,2:30,1522,0.76000,100.000%,40.70,6.40,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1928.86,"Valve, Sta. 119+80, Valve 28",3474.71,47.10,Metal Loss External,33.78237832,-118.21942101,1.310
40003101,GROUP,8445.39,84+69,10%,0.219,52000,0.55,0.33,6:00,1525,0.75000,100.000%,40.78,6.32,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1928.94,"Valve, Sta. 119+80, Valve 28",3474.63,47.10,Metal Loss Internal,33.78237853,-118.21942114,1.310
40003102,GROUP,8445.97,84+70,17%,0.219,52000,0.66,0.66,6:00,1525,0.75000,100.000%,41.36,5.74,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1929.53,"Valve, Sta. 119+80, Valve 28",3474.04,47.10,Metal Loss Internal,33.78237994,-118.21942203,1.310
40003104,GROUP,8446.03,84+70,12%,0.219,52000,1.38,1.14,10:15,1525,0.75000,100.000%,41.42,5.68,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1929.58,"Valve, Sta. 119+80, Valve 28",3473.99,47.10,Metal Loss External,33.78238007,-118.21942211,1.310
40003103,GROUP,8446.11,84+70,30%,0.219,52000,3.34,1.00,1:45,1525,0.75000,100.000%,41.50,5.60,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1929.66,"Valve, Sta. 119+80, Valve 28",3473.91,47.10,Metal Loss External,33.78238026,-118.21942223,1.310
40003105,GROUP,8446.32,84+70,19%,0.219,52000,1.64,1.77,7:45,1525,0.75000,100.000%,41.71,5.39,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1929.87,"Valve, Sta. 119+80, Valve 28",3473.69,47.10,Metal Loss External,33.78238079,-118.21942256,1.300
40003106,GROUP,8446.40,84+70,15%,0.219,52000,0.76,1.15,6:00,1525,0.75000,100.000%,41.79,5.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1929.95,"Valve, Sta. 119+80, Valve 28",3473.62,47.10,Metal Loss Internal,33.78238097,-118.21942267,1.300
40003107,GROUP,8446.54,84+70,20%,0.219,52000,2.30,1.09,1:45,1525,0.75000,100.000%,41.93,5.17,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.09,"Valve, Sta. 119+80, Valve 28",3473.48,47.10,Metal Loss External,33.78238132,-118.21942288,1.300
40003108,GROUP,8446.78,84+70,18%,0.219,52000,0.50,0.50,5:45,1525,0.75000,100.000%,42.17,4.93,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.33,"Valve, Sta. 119+80, Valve 28",3473.23,47.10,Metal Loss Internal,33.78238191,-118.21942326,1.300
40003110,GROUP,8446.98,84+71,32%,0.219,52000,1.20,1.33,2:15,1525,0.75000,100.000%,42.37,4.73,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.53,"Valve, Sta. 119+80, Valve 28",3473.04,47.10,Metal Loss External,33.78238239,-118.21942356,1.300
40003109,GROUP,8446.99,84+71,22%,0.219,52000,1.53,1.65,10:00,1525,0.75000,100.000%,42.38,4.72,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.54,"Valve, Sta. 119+80, Valve 28",3473.03,47.10,Metal Loss External,33.78238241,-118.21942357,1.300
40003111,GROUP,8447.19,84+71,20%,0.219,52000,0.57,0.92,10:00,1525,0.75000,100.000%,42.58,4.52,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.74,"Valve, Sta. 119+80, Valve 28",3472.83,47.10,Metal Loss External,33.78238289,-118.21942387,1.300
40003112,GROUP,8447.21,84+71,11%,0.219,52000,0.91,1.18,6:00,1525,0.75000,100.000%,42.60,4.50,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.76,"Valve, Sta. 119+80, Valve 28",3472.80,47.10,Metal Loss Internal,33.78238295,-118.21942391,1.300
40003113,GROUP,8447.33,84+71,14%,0.219,52000,1.85,2.60,8:15,1525,0.75000,100.000%,42.72,4.38,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.88,"Valve, Sta. 119+80, Valve 28",3472.69,47.10,Metal Loss External,33.78238323,-118.21942409,1.290
40003114,GROUP,8447.34,84+71,16%,0.219,52000,0.74,1.16,10:15,1525,0.75000,100.000%,42.73,4.37,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1930.89,"Valve, Sta. 119+80, Valve 28",3472.68,47.10,Metal Loss External,33.78238326,-118.21942410,1.290
40003115,GROUP,8448.51,84+72,19%,0.219,52000,1.00,0.66,10:30,1525,0.75000,100.000%,43.90,3.20,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1932.06,"Valve, Sta. 119+80, Valve 28",3471.51,47.10,Metal Loss External,33.78238610,-118.21942588,1.290
10000125,LOCATION,8449.00,84+73,,,,,,,,,,44.39,2.71,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1932.55,"Valve, Sta. 119+80, Valve 28",3471.02,47.10,Casing End - RR SPUR,33.78238730,-118.21942663,1.280
40003116,GROUP,8449.16,84+73,14%,0.219,52000,0.86,1.24,6:00,1525,0.75000,100.000%,44.55,2.55,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1932.71,"Valve, Sta. 119+80, Valve 28",3470.86,47.10,Metal Loss Internal,33.78238767,-118.21942687,1.280
40003117,GROUP,8449.32,84+73,17%,0.219,52000,0.88,0.58,5:45,1525,0.75000,100.000%,44.71,2.39,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1932.87,"Valve, Sta. 119+80, Valve 28",3470.70,47.10,Metal Loss Internal,33.78238807,-118.21942712,1.280
40003118,GROUP,8449.73,84+73,13%,0.219,52000,0.88,1.20,6:00,1525,0.75000,100.000%,45.12,1.98,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1933.28,"Valve, Sta. 119+80, Valve 28",3470.29,47.10,Metal Loss Internal,33.78238906,-118.21942775,1.270
40003119,GROUP,8449.96,84+74,10%,0.219,52000,0.65,0.56,5:45,1525,0.75000,100.000%,45.35,1.75,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1933.51,"Valve, Sta. 119+80, Valve 28",3470.06,47.10,Metal Loss Internal,33.78238962,-118.21942810,1.270
40003120,GROUP,8450.22,84+74,22%,0.219,52000,0.46,0.63,6:15,1525,0.75000,100.000%,45.61,1.49,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1933.77,"Valve, Sta. 119+80, Valve 28",3469.80,47.10,Metal Loss Internal,33.78239024,-118.21942849,1.270
40003121,GROUP,8450.40,84+74,12%,0.219,52000,0.34,0.33,6:15,1525,0.75000,100.000%,45.79,1.31,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1933.95,"Valve, Sta. 119+80, Valve 28",3469.62,47.10,Metal Loss Internal,33.78239069,-118.21942877,1.270
40003122,GROUP,8450.56,84+74,11%,0.219,52000,0.59,0.42,6:00,1525,0.75000,100.000%,45.95,1.15,"AGM 1, Sta. 65+20, AT CASING VENT/ 52' D/S OF C/L PIER B ST",1934.11,"Valve, Sta. 119+80, Valve 28",3469.46,47.10,Metal Loss Internal,33.78239107,-118.21942901,1.270
