ILI Tool,Pipe Joint Number,Approx. Milepost (miles),Approx. Map Station (ft),Odometer (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments
MFLCal,100,0.42,22+28,2178.24,822,ML Ext Cluster ,D3.9,42.73,3.90,U809.42,809.42,3755.47,0.277,14,29,0.66,1.38,296,46.63,,1837,1818,1834,1810,2547,2515,33.7982772,-118.2386930,29.95,
MFLCal,100,0.42,22+29,2178.54,823,ML Ext ,D3.6,43.03,3.60,U809.7,809.70,3755.19,0.277,16,36,0.39,0.62,218,46.63,,1844,1834,1843,1830,2560,2541,33.7982764,-118.2386933,29.95,
MFLCal,100,0.42,22+29,2178.57,824,ML Ext Cluster ,D3.58,43.05,3.58,U809.71,809.71,3755.18,0.277,12,27,0.51,1.06,70,46.63,,1843,1832,1842,1822,2558,2531,33.7982764,-118.2386933,29.95,
MFLCal,100,0.42,22+29,2178.70,825,ML Ext Cluster ,D3.44,43.19,3.44,U809.87,809.87,3755.02,0.277,24,44,0.66,2.74,292,46.63,,1825,1793,1820,1785,2528,2479,33.7982760,-118.2386935,29.95,
MFLCal,100,0.42,22+29,2178.85,826,Sleeve Start,D3.29,43.34,3.29,U810.03,810.03,3754.86,0.277,,,,,,46.63,,,,,,,,33.7982755,-118.2386937,29.95,
MFLCal,101,0.42,22+32,2182.14,827,Weld,D45.04,46.63,45.04,U813.32,813.32,3751.56,0.277,,,,,,45.04,,,,,,,,33.7982669,-118.2386970,29.98,
MFLCal,101,0.43,22+69,2218.79,828,Sleeve End,D8.39,36.65,8.39,U849.97,849.97,3714.92,0.277,,,,,,45.04,,,,,,,,33.7981702,-118.2387331,29.90,
MFLCal,101,0.43,22+69,2219.05,829,ML Ext ,D8.13,36.90,8.13,U850.21,850.21,3714.68,0.277,11,26,0.47,0.7,267,45.04,,1845,1835,1844,1832,2561,2545,33.7981696,-118.2387333,29.90,
MFLCal,101,0.43,22+69,2219.05,830,ML Ext ,D8.13,36.91,8.13,U850.21,850.21,3714.67,0.277,10,25,0.43,0.65,63,45.04,,1846,1838,1845,1836,2563,2549,33.7981696,-118.2387333,29.90,
MFLCal,101,0.43,22+69,2219.22,831,ML Ext ,D7.96,37.07,7.96,U850.37,850.37,3714.52,0.277,15,30,0.74,0.75,306,45.04,,1832,1809,1829,1800,2540,2499,33.7981691,-118.2387335,29.90,
MFLCal,101,0.43,22+69,2219.22,832,ML Ext ,D7.96,37.08,7.96,U850.38,850.38,3714.51,0.277,15,30,0.47,0.46,176,45.04,,1842,1833,1841,1828,2557,2539,33.7981691,-118.2387335,29.90,
MFLCal,101,0.43,22+72,2221.40,833,ML Ext ,D5.79,39.25,5.79,U852.56,852.56,3712.33,0.277,21,36,0.51,0.6,18,45.04,,1837,1824,1834,1817,2547,2524,33.7981634,-118.2387356,29.89,
MFLCal,101,0.43,22+73,2222.48,834,ML Ext ,D4.7,40.34,4.70,U853.64,853.64,3711.25,0.277,13,28,0.47,0.51,136,45.04,,1844,1834,1842,1830,2559,2542,33.7981605,-118.2387367,29.89,
MFLCal,101,0.43,22+73,2222.63,835,ML Ext ,D4.55,40.48,4.55,U853.78,853.78,3711.11,0.277,12,27,0.55,0.69,154,45.04,,1842,1830,1841,1825,2556,2535,33.7981601,-118.2387368,29.89,
MFLCal,101,0.43,22+76,2225.28,836,ML Ext ,D1.9,43.13,1.90,U856.44,856.44,3708.45,0.277,19,34,0.66,0.51,1,45.04,,1831,1811,1827,1800,2538,2501,33.7981531,-118.2387394,29.88,
MFLCal,101,0.43,22+77,2226.47,837,ML Ext Cluster ,D0.71,44.33,0.71,U857.63,857.63,3707.26,0.277,28,43,0.51,1.56,343,45.04,,1831,1816,1829,1808,2541,2511,33.7981500,-118.2387405,29.88,
MFLCal,101,0.43,22+77,2226.67,838,ML Ext ,D0.51,44.52,0.51,U857.83,857.83,3707.06,0.277,14,29,0.47,0.64,142,45.04,,1843,1833,1842,1829,2558,2541,33.7981494,-118.2387407,29.88,
MFLCal,101,0.43,22+77,2226.85,839,ML Ext Cluster ,D0.33,44.71,0.33,U857.99,857.99,3706.90,0.277,18,38,1.48,3.01,346,45.04,,1784,1686,1796,1713,2495,2379,33.7981490,-118.2387409,29.88,
MFLCal,101,0.43,22+77,2227.08,840,ML Ext ,D0.1,44.93,0.10,U858.23,858.23,3706.66,0.277,14,29,0.66,1.03,30,45.04,,1837,1818,1834,1810,2547,2515,33.7981484,-118.2387411,29.88,
MFLCal,102,0.43,22+78,2227.18,841,Weld,U45.04,45.04,47.38,U858.36,858.36,3706.53,0.277,,,,,,47.38,,,,,,,,33.7981480,-118.2387412,29.88,
MFLCal,102,0.43,22+78,2227.43,842,ML Ext ,U0.25,0.25,47.13,U858.58,858.58,3706.31,0.277,12,27,0.86,1.05,58,47.38,,1832,1804,1829,1794,2540,2491,33.7981475,-118.2387415,29.87,
MFLCal,102,0.43,22+78,2227.44,843,ML Ext ,U0.25,0.25,47.13,U858.6,858.60,3706.29,0.277,14,34,0.31,0.4,2,47.38,,1847,1840,1846,1838,2564,2553,33.7981474,-118.2387415,29.87,
MFLCal,102,0.43,22+78,2227.85,844,ML Ext Cluster ,U0.66,0.66,46.72,U859,859.00,3705.89,0.277,17,32,1.41,1.42,96,47.38,,1793,1728,1790,1717,2486,2384,33.7981463,-118.2387419,29.87,
MFLCal,102,0.43,22+79,2228.26,845,ML Ext ,U1.08,1.08,46.30,U859.42,859.42,3705.47,0.277,13,28,0.66,0.68,138,47.38,,1838,1820,1835,1812,2549,2517,33.7981452,-118.2387423,29.86,
MFLCal,102,0.43,22+81,2230.73,846,ML Ext ,U3.55,3.55,43.83,U861.89,861.89,3702.99,0.277,14,29,0.59,0.48,296,47.38,,1839,1825,1837,1819,2552,2526,33.7981387,-118.2387446,29.84,
MFLCal,102,0.43,22+81,2230.96,847,ML Ext Cluster ,U3.78,3.78,43.60,U862.12,862.12,3702.77,0.277,13,28,1.41,0.83,253,47.38,,1808,1747,1820,1774,2528,2464,33.7981381,-118.2387448,29.83,
MFLCal,102,0.43,22+82,2231.34,848,ML Ext ,U4.16,4.16,43.23,U862.5,862.50,3702.39,0.277,13,33,0.27,0.4,250,47.38,,1848,1843,1847,1841,2566,2557,33.7981371,-118.2387452,29.83,
MFLCal,102,0.43,22+82,2231.64,849,ML Ext ,U4.46,4.46,42.92,U862.81,862.81,3702.08,0.277,12,27,0.43,0.52,236,47.38,,1845,1837,1844,1834,2561,2547,33.7981363,-118.2387455,29.83,
MFLCal,102,0.43,22+83,2232.42,850,ML Ext Cluster ,U5.24,5.24,42.14,U863.48,863.48,3701.41,0.277,22,37,1.64,3.46,162,47.38,,1755,1671,1773,1676,2462,2328,33.7981345,-118.2387461,29.82,
MFLCal,102,0.43,22+83,2232.84,851,ML Ext ,U5.66,5.66,41.72,U863.99,863.99,3700.89,0.277,16,31,0.55,0.75,184,47.38,,1839,1826,1837,1820,2551,2527,33.7981331,-118.2387466,29.81,
MFLCal,102,0.43,22+84,2233.74,852,ML Ext Cluster ,U6.56,6.56,40.82,U864.89,864.89,3700.00,0.277,13,33,1.25,1.2,265,47.38,,1814,1743,1822,1774,2530,2464,33.7981308,-118.2387475,29.80,
MFLCal,102,0.43,22+84,2233.77,853,ML Ext ,U6.59,6.59,40.79,U864.94,864.94,3699.95,0.277,16,36,0.27,0.41,63,47.38,,1847,1842,1846,1840,2565,2555,33.7981306,-118.2387476,29.80,
MFLCal,102,0.43,22+85,2234.85,854,ML Ext Cluster ,U7.67,7.67,39.71,U866,866.00,3698.89,0.277,16,31,0.98,1.12,24,47.38,,1820,1783,1813,1762,2519,2448,33.7981278,-118.2387486,29.79,
MFLCal,102,0.43,22+87,2236.69,855,ML Ext Cluster ,U9.51,9.51,37.87,U867.86,867.86,3697.03,0.277,18,33,0.86,2.79,358,47.38,,1822,1791,1816,1776,2522,2466,33.7981229,-118.2387503,29.77,
MFLCal,102,0.43,22+87,2236.80,856,ML Ext Cluster ,U9.62,9.62,37.76,U867.94,867.94,3696.95,0.277,13,33,0.7,2.25,250,47.38,,1836,1808,1835,1803,2548,2504,33.7981227,-118.2387504,29.77,
MFLCal,102,0.43,22+90,2239.44,857,ML Ext Cluster ,U12.26,12.26,35.12,U870.61,870.61,3694.28,0.277,19,39,1.02,1.51,328,47.38,,1811,1752,1834,1807,2547,2509,33.7981156,-118.2387530,29.74,
MFLCal,102,0.44,23+02,2251.47,858,ML Ext Cluster ,D23.09,24.29,23.09,U882.62,882.62,3682.27,0.277,22,37,1.95,3.59,44,47.38,,1734,1632,1774,1695,2464,2354,33.7980839,-118.2387645,29.62,
MFLCal,102,0.44,23+02,2251.85,859,ML Ext Cluster ,D22.71,24.67,22.71,U882.99,882.99,3681.90,0.277,13,28,2.11,3.25,38,47.38,,1779,1682,1804,1738,2506,2413,33.7980829,-118.2387649,29.62,
MFLCal,102,0.44,23+03,2252.75,860,ML Ext ,D21.81,25.57,21.81,U883.91,883.91,3680.98,0.277,13,33,0.39,0.86,70,47.38,,1845,1836,1845,1832,2562,2545,33.7980805,-118.2387658,29.61,
MFLCal,102,0.44,23+03,2252.93,861,ML Ext ,D21.63,25.75,21.63,U884.09,884.09,3680.80,0.277,12,27,0.63,0.65,84,47.38,,1840,1824,1838,1818,2553,2525,33.7980800,-118.2387660,29.61,
MFLCal,102,0.44,23+12,2262.02,862,ML Ext Cluster ,D12.54,34.84,12.54,U893.16,893.16,3671.73,0.277,17,32,0.74,2.62,152,47.38,,1830,1806,1826,1795,2536,2493,33.7980560,-118.2387747,29.51,
MFLCal,102,0.44,23+13,2262.43,863,ML Ext Cluster ,D12.13,35.25,12.13,U893.3,893.30,3671.59,0.277,13,28,5.78,14.73,34,47.38,,1708,1530,1705,1485,2369,2063,33.7980556,-118.2387748,29.50,
MFLCal,102,0.44,23+13,2262.95,864,ML Ext ,D11.61,35.77,11.61,U894.1,894.10,3670.79,0.277,16,31,0.55,0.59,100,47.38,,1839,1826,1837,1820,2551,2527,33.7980535,-118.2387755,29.48,
MFLCal,102,0.44,23+16,2265.52,865,ML Int ,D9.04,38.34,9.04,U896.7,896.70,3668.19,0.277,12,32,0.2,0.4,204,47.38,,1849,1846,1849,1846,2568,2563,33.7980466,-118.2387780,29.40,
MFLCal,102,0.44,23+16,2265.97,866,ML Int Cluster ,D8.59,38.79,8.59,U897.02,897.02,3667.87,0.277,11,31,1.64,1.37,184,47.38,,1806,1707,1828,1789,2539,2485,33.7980458,-118.2387783,29.39,
MFLCal,102,0.44,23+17,2266.21,867,ML Int ,D8.35,39.03,8.35,U897.38,897.38,3667.51,0.277,10,30,0.23,0.4,186,47.38,,1849,1845,1848,1844,2567,2561,33.7980448,-118.2387786,29.38,
MFLCal,102,0.44,23+17,2266.45,868,ML Int ,D8.12,39.26,8.12,U897.62,897.62,3667.27,0.277,10,30,0.27,0.4,186,47.38,,1848,1844,1848,1842,2567,2559,33.7980442,-118.2387789,29.38,
MFLCal,102,0.44,23+17,2266.70,869,ML Int ,D7.87,39.52,7.87,U897.87,897.87,3667.02,0.277,12,32,0.2,0.4,154,47.38,,1849,1846,1849,1846,2568,2563,33.7980435,-118.2387791,29.37,
MFLCal,102,0.44,23+19,2268.69,870,ML Int ,D5.87,41.51,5.87,U899.86,899.86,3665.03,0.277,13,33,0.27,0.4,161,47.38,,1848,1843,1847,1841,2566,2557,33.7980383,-118.2387810,29.31,
MFLCal,102,0.44,23+19,2268.77,871,ML Int ,D5.79,41.59,5.79,U899.94,899.94,3664.95,0.277,12,32,0.23,0.52,351,47.38,,1848,1845,1848,1844,2567,2561,33.7980380,-118.2387811,29.31,
MFLCal,102,0.44,23+23,2272.42,872,ML Int ,D2.14,45.24,2.14,U903.59,903.59,3661.30,0.277,11,31,0.23,0.4,242,47.38,,1849,1845,1848,1844,2567,2561,33.7980284,-118.2387845,29.20,
MFLCal,102,0.44,23+23,2272.82,873,ML Int ,D1.74,45.64,1.74,U903.99,903.99,3660.89,0.277,11,31,0.2,0.4,152,47.38,,1849,1847,1849,1846,2568,2564,33.7980273,-118.2387849,29.18,
MFLCal,103,0.44,23+25,2274.56,874,Weld,D10.19,47.38,10.19,U905.74,905.74,3659.15,0.277,,,,,,10.19,,,,,,,,33.7980227,-118.2387865,29.12,
MFLCal,103,0.44,23+27,2276.02,875,ML Int Cluster ,U1.46,1.46,8.74,U907.13,907.13,3657.76,0.277,31,46,1.21,2.68,156,10.19,,1756,1687,1754,1671,2437,2321,33.7980190,-118.2387878,29.07,
MFLCal,103,0.44,23+27,2276.30,876,ML Ext Cluster ,U1.74,1.74,8.45,U907.34,907.34,3657.55,0.277,12,27,1.99,2.66,148,10.19,,1789,1699,1813,1760,2518,2444,33.7980184,-118.2387880,29.06,
MFLCal,103,0.44,23+31,2280.74,877,Triangular Marker,D4.02,6.18,4.02,U911.92,911.92,3652.97,0.277,,,,,6,10.19,,,,,,,,33.7980061,-118.2387924,28.89,
MFLCal,104,0.44,23+35,2284.75,878,Weld,D1.31,10.19,1.31,U915.93,915.93,3648.96,0.322,,,,,,1.31,,,,,,,,33.7979957,-118.2387961,28.74,
MFLCal,104,0.44,23+36,2285.68,879,Triangular Marker,D0.38,0.93,0.38,U916.86,916.86,3648.03,0.322,,,,,3,1.31,,,,,,,,33.7979929,-118.2387971,28.70,
MFLCal,105,0.44,23+37,2286.06,880,Weld,U1.31,1.31,3.10,U917.24,917.24,3647.65,,,,,,,3.10,,,,,,,,33.7979922,-118.2387973,28.69,
MFLCal,105,0.44,23+38,2287.73,881,Bend,D1.43,1.67,1.43,U918.91,918.91,3645.98,,,,,,270,3.10,,,,,,,,33.7979880,-118.2387956,28.64,90° 3D Left Forged Bend
MFLCal,106,0.44,23+40,2289.16,882,Weld,U3.1,3.10,21.41,U920.34,920.34,3644.55,0.322,,,,,,21.41,,,,,,,,33.7979863,-118.2387915,28.63,
MFLCal,107,0.45,23+61,2310.57,883,Weld,D0.71,21.41,0.71,U941.75,941.75,3623.14,,,,,,,0.71,,,,,,,,33.7979691,-118.2387238,28.76,
MFLCal,107,0.45,23+62,2310.95,884,Bend,D0.34,0.38,0.34,U942.13,942.13,3622.76,,,,,,0,0.71,,,,,,,,33.7979688,-118.2387228,28.95,45° 1.5D Sag Forged Bend
MFLCal,108,0.45,23+62,2311.28,885,Weld,U0.71,0.71,1.53,U942.46,942.46,3622.42,0.322,,,,,,1.53,,,,,,,,33.7979686,-118.2387220,29.16,
MFLCal,109,0.45,23+64,2312.82,886,Weld,D0.87,1.53,0.87,U944,944.00,3620.89,,,,,,,0.87,,,,,,,,33.7979676,-118.2387183,30.11,
MFLCal,109,0.45,23+64,2313.27,887,Bend,D0.42,0.45,0.42,U944.45,944.45,3620.44,,,,,,180,0.87,,,,,,,,33.7979673,-118.2387169,30.24,45° 1.5D Over Forged Bend
MFLCal,110,0.45,23+64,2313.69,888,Weld,D0.64,0.87,0.64,U944.87,944.87,3620.02,0.322,,,,,,0.64,,,,,,,,33.7979669,-118.2387156,30.28,
MFLCal,111,0.45,23+65,2314.32,889,Weld,U0.64,0.64,3.68,U945.5,945.50,3619.39,,,,,,,3.68,,,,,,,,33.7979664,-118.2387136,30.32,
MFLCal,111,0.45,23+67,2316.36,890,Bend,D1.64,2.03,1.64,U947.54,947.54,3617.35,,,,,,0,3.68,,,,,,,,33.7979649,-118.2387082,31.22,90° 3D Sag Forged Bend
MFLCal,112,0.45,23+69,2318.00,891,Weld,D2.14,3.68,2.14,U949.18,949.18,3615.71,0.322,,,,,,2.14,,,,,,,,33.7979645,-118.2387068,32.74,
MFLCal,113,0.45,23+71,2320.14,892,Weld,D1.52,2.14,1.52,U951.32,951.32,3613.57,,,,,,,1.52,,,,,,,,33.7979642,-118.2387069,34.83,
MFLCal,113,0.45,23+72,2320.89,893,Bend,U0.75,0.75,0.77,U952.07,952.07,3612.82,,,,,,135,1.52,,,,,,,,33.7979627,-118.2387074,35.29,90° 1.5D Over Right Forged Bend
MFLCal,114,0.45,23+72,2321.66,894,Weld,D1.2,1.52,1.20,U952.84,952.84,3612.05,,,,,,,1.20,,,,,,,,33.7979607,-118.2387082,35.34,
MFLCal,114,0.45,23+73,2322.15,895,Tee,U0.49,0.49,0.72,U953.33,953.33,3611.56,,,,,,152,1.20,,,,,,,,33.7979595,-118.2387087,35.34,
MFLCal,115,0.45,23+74,2322.87,896,Weld,U1.2,1.20,3.12,U954.05,954.05,3610.84,,,,,,,3.12,,,,,,,,33.7979576,-118.2387094,35.33,
MFLCal,115,0.45,23+74,2323.18,897,Flange,U0.32,0.32,2.81,U954.36,954.36,3610.53,,,,,,,3.12,,,,,,,,33.7979567,-118.2387097,35.32,
MFLCal,115,0.45,23+75,2324.43,898,Valve,U1.56,1.56,1.56,U955.61,955.61,3609.28,,,,,,,3.12,,,,,,,,33.7979535,-118.2387109,35.30,Gate Valve
MFLCal,115,0.45,23+76,2325.50,899,Flange,D0.5,2.63,0.50,U956.68,956.68,3608.21,,,,,,,3.12,,,,,,,,33.7979507,-118.2387120,35.37,
MFLCal,118,0.45,23+77,2325.99,900,Weld,D1.57,3.12,1.57,U957.17,957.17,3607.72,,,,,,,1.57,,,,,,,,33.7979494,-118.2387125,35.25,
MFLCal,118,0.45,23+78,2326.79,901,Bend,D0.77,0.80,0.77,U957.97,957.97,3606.92,,,,,,135,1.57,,,,,,,,33.7979481,-118.2387130,34.67,90° 1.5D Over Right Forged Bend
MFLCal,119,0.45,23+78,2327.57,902,Weld,U1.57,1.57,1.70,U958.75,958.75,3606.14,0.322,,,,,,1.70,,,,,,,,33.7979479,-118.2387131,33.91,
MFLCal,119,0.45,23+79,2328.07,903,Tap,U0.50,0.50,1.20,U959.25,959.25,3605.64,0.322,,,,,188,1.70,,,,,,,,33.7979479,-118.2387130,33.41,
MFLCal,120,0.45,23+80,2329.26,904,Weld,U1.7,1.70,3.44,U960.44,960.44,3604.45,,,,,,,3.44,,,,,,,,33.7979480,-118.2387130,32.23,
MFLCal,120,0.45,23+82,2331.08,905,Bend,D1.62,1.81,1.62,U962.26,962.26,3602.63,,,,,,0,3.44,,,,,,,,33.7979488,-118.2387158,30.72,90° 3D Sag Forged Bend
MFLCal,121,0.45,23+84,2332.70,906,Weld,D0.71,3.44,0.71,U963.88,963.88,3601.01,0.322,,,,,,0.71,,,,,,,,33.7979501,-118.2387206,30.32,
MFLCal,122,0.45,23+84,2333.41,907,Weld,U0.71,0.71,0.98,U964.59,964.59,3600.30,,,,,,,0.98,,,,,,,,33.7979506,-118.2387228,30.24,
MFLCal,122,0.45,23+85,2333.91,908,Bend,D0.48,0.50,0.48,U965.09,965.09,3599.80,,,,,,180,0.98,,,,,,,,33.7979510,-118.2387242,30.04,45° 1.5D Over Forged Bend
MFLCal,123,0.45,23+85,2334.39,909,Weld,U0.98,0.98,1.88,U965.57,965.57,3599.32,0.322,,,,,,1.88,,,,,,,,33.7979513,-118.2387255,29.77,
MFLCal,124,0.45,23+87,2336.26,910,Weld,D0.81,1.88,0.81,U967.44,967.44,3597.45,,,,,,,0.81,,,,,,,,33.7979524,-118.2387299,28.55,
MFLCal,124,0.45,23+88,2336.70,911,Bend,D0.38,0.43,0.38,U967.88,967.88,3597.01,,,,,,0,0.81,,,,,,,,33.7979528,-118.2387312,28.45,45° 1.5D Sag Forged Bend
MFLCal,125,0.45,23+88,2337.08,912,Weld,U0.81,0.81,21.16,U968.26,968.26,3596.63,0.322,,,,,,21.16,,,,,,,,33.7979531,-118.2387324,28.37,
MFLCal,125,0.46,24+07,2355.63,913,ML Ext ,D2.6,18.56,2.60,U986.78,986.78,3578.11,0.322,13,23,1.13,0.66,218,21.16,,2384,2351,2377,2336,3301,3244,33.7979684,-118.2387907,28.45,
MFLCal,125,0.46,24+08,2356.77,914,ML Ext Cluster ,D1.46,19.69,1.46,U987.82,987.82,3577.07,0.322,13,23,1.68,2.23,308,21.16,,2355,2298,2352,2286,3267,3175,33.7979693,-118.2387939,28.46,
MFLCal,126,0.46,24+09,2358.23,915,Weld,D3.12,21.16,3.12,U989.41,989.41,3575.48,0.322,,,,,,3.12,,,,,,,,33.7979705,-118.2387990,28.48,
MFLCal,126,0.46,24+11,2359.92,916,Bend,D1.44,1.69,1.44,U991.1,991.10,3573.79,0.322,,,,,270,3.12,,,,,,,,33.7979692,-118.2388041,28.52,90° 3D Left Forged Bend
MFLCal,127,0.46,24+12,2361.36,917,Weld,D1.11,3.12,1.11,U992.54,992.54,3572.35,0.322,,,,,,1.11,,,,,,,,33.7979658,-118.2388062,28.53,
MFLCal,128,0.46,24+13,2362.47,918,Weld,U1.11,1.11,21.93,U993.65,993.65,3571.24,0.277,,,,,,21.93,,,,,,,,33.7979629,-118.2388073,28.53,
MFLCal,128,0.46,24+16,2364.92,919,ML Ext Cluster ,U2.46,2.46,19.48,U996.04,996.04,3568.85,0.277,17,32,1.25,2.61,173,21.93,,1802,1747,1797,1729,2496,2401,33.7979566,-118.2388097,28.52,
MFLCal,128,0.46,24+17,2365.80,920,ML Ext Cluster ,U3.34,3.34,18.60,U996.95,996.95,3567.94,0.277,12,32,0.51,1.23,174,21.93,,1843,1828,1842,1824,2558,2533,33.7979542,-118.2388106,28.52,
MFLCal,128,0.46,24+17,2366.16,921,ML Ext Cluster ,U3.69,3.69,18.24,U997.29,997.29,3567.60,0.277,15,30,0.98,1.19,184,21.93,,1822,1785,1821,1777,2529,2468,33.7979533,-118.2388109,28.52,
MFLCal,128,0.46,24+18,2366.54,922,ML Ext ,U4.07,4.07,17.86,U997.71,997.71,3567.18,0.277,11,26,0.47,0.59,256,21.93,,1845,1835,1844,1832,2561,2545,33.7979522,-118.2388113,28.52,
MFLCal,128,0.46,24+18,2366.81,923,ML Ext ,U4.34,4.34,17.59,U997.96,997.96,3566.93,0.277,16,31,0.47,0.51,256,21.93,,1842,1832,1840,1827,2556,2538,33.7979516,-118.2388116,28.52,
MFLCal,128,0.46,24+18,2366.98,924,ML Ext Cluster ,U4.51,4.51,17.42,U998.12,998.12,3566.77,0.277,20,35,0.7,1.21,266,21.93,,1828,1805,1824,1795,2534,2493,33.7979511,-118.2388117,28.52,
MFLCal,128,0.46,24+19,2367.79,925,ML Ext Cluster ,U5.33,5.33,16.61,U998.95,998.95,3565.94,0.277,25,40,0.63,1.49,276,21.93,,1826,1806,1825,1796,2534,2494,33.7979490,-118.2388126,28.52,
MFLCal,128,0.46,24+19,2367.82,926,ML Ext Cluster ,U5.35,5.35,16.58,U998.97,998.97,3565.92,0.277,22,37,0.78,1.45,180,21.93,,1820,1791,1814,1775,2519,2466,33.7979489,-118.2388126,28.52,
MFLCal,128,0.46,24+19,2368.11,927,ML Ext Cluster ,U5.65,5.65,16.29,U999.23,999.23,3565.66,0.277,18,33,2.97,2.32,166,21.93,,1712,1575,1783,1679,2476,2332,33.7979482,-118.2388129,28.52,
MFLCal,128,0.46,24+19,2368.46,928,ML Ext ,U5.99,5.99,15.94,U999.62,999.62,3565.27,0.277,12,32,0.31,0.64,190,21.93,,1847,1841,1847,1839,2565,2554,33.7979472,-118.2388132,28.52,
MFLCal,128,0.46,24+20,2368.90,929,ML Ext Cluster ,U6.43,6.43,15.50,U1000.04,1000.04,3564.85,0.277,15,35,0.55,1.12,186,21.93,,1840,1821,1838,1814,2553,2520,33.7979461,-118.2388137,28.51,
MFLCal,128,0.46,24+20,2369.25,930,ML Ext ,U6.78,6.78,15.16,U1000.4,1000.40,3564.49,0.277,11,31,0.39,0.46,329,21.93,,1846,1837,1845,1834,2563,2547,33.7979452,-118.2388140,28.51,
MFLCal,128,0.46,24+20,2369.34,931,ML Ext ,U6.87,6.87,15.06,U1000.5,1000.50,3564.39,0.277,12,32,0.31,0.51,214,21.93,,1847,1841,1847,1839,2565,2554,33.7979449,-118.2388141,28.51,
MFLCal,128,0.46,24+21,2369.64,932,Triangular Marker,U7.17,7.17,14.76,U1000.82,1000.82,3564.07,0.277,,,3.05,9.08,6,21.93,,,,,,,,33.7979441,-118.2388144,28.51,
MFLCal,128,0.46,24+21,2370.24,933,ML Ext ,U7.77,7.77,14.16,U1001.41,1001.41,3563.48,0.277,21,41,0.27,0.4,336,21.93,,1846,1840,1845,1837,2563,2552,33.7979425,-118.2388150,28.51,
MFLCal,128,0.46,24+23,2371.55,934,Sleeve Start,U9.09,9.09,12.85,U1002.73,1002.73,3562.16,0.277,,,,,,21.93,,,,,,,,33.7979390,-118.2388163,28.51,
MFLCal,128,0.46,24+25,2373.63,935,Sleeve End,D10.77,11.16,10.77,U1004.81,1004.81,3560.08,0.277,,,,,,21.93,,,,,,,,33.7979336,-118.2388184,28.51,
MFLCal,128,0.46,24+25,2374.16,936,Triangular Marker,D10.24,11.70,10.24,U1005.34,1005.34,3559.55,0.277,,,3.05,9.96,12,21.93,,,,,,,,33.7979322,-118.2388189,28.50,
MFLCal,128,0.46,24+26,2374.98,937,Sleeve Start,D9.42,12.52,9.42,U1006.16,1006.16,3558.73,0.277,,,,,,21.93,,,,,,,,33.7979300,-118.2388197,28.50,
MFLCal,129,0.46,24+35,2384.40,938,Weld,U21.93,21.93,47.16,U1015.58,1015.58,3549.31,0.277,,,,,,47.16,,,,,,,,33.7979053,-118.2388291,28.49,
MFLCal,129,0.46,24+37,2385.98,939,Sleeve End,U1.58,1.58,45.58,U1017.16,1017.16,3547.73,0.277,,,,,,47.16,,,,,,,,33.7979011,-118.2388307,28.48,
MFLCal,129,0.46,24+37,2386.31,940,ML Ext Cluster ,U1.91,1.91,45.25,U1017.35,1017.35,3547.53,0.277,23,38,1.76,0.58,354,47.16,,1742,1649,1777,1686,2468,2342,33.7979006,-118.2388308,28.48,
MFLCal,129,0.46,24+37,2386.29,941,ML Ext ,U1.89,1.89,45.27,U1017.44,1017.44,3547.45,0.277,14,29,0.55,0.53,198,47.16,,1841,1828,1839,1822,2554,2531,33.7979004,-118.2388309,28.48,
MFLCal,129,0.46,24+38,2386.69,942,ML Ext Cluster ,U2.29,2.29,44.86,U1017.66,1017.66,3547.23,0.277,21,36,2.85,5.32,145,47.16,,1691,1554,1724,1593,2395,2213,33.7978998,-118.2388312,28.48,
MFLCal,129,0.46,24+38,2386.88,943,ML Ext Cluster ,U2.48,2.48,44.68,U1018.03,1018.03,3546.86,0.277,17,32,0.63,1.54,171,47.16,,1835,1818,1832,1809,2544,2513,33.7978988,-118.2388315,28.48,
MFLCal,129,0.46,24+38,2387.28,944,ML Int Cluster ,U2.88,2.88,44.28,U1018.34,1018.34,3546.54,0.277,12,32,1.48,0.51,192,47.16,,1808,1719,1834,1802,2547,2503,33.7978980,-118.2388318,28.48,
MFLCal,129,0.46,24+38,2387.71,945,ML Ext Cluster ,U3.31,3.31,43.84,U1018.42,1018.42,3546.47,0.277,28,43,5.94,4.23,334,47.16,,1527,1331,1638,1458,2275,2025,33.7978978,-118.2388319,28.48,
MFLCal,129,0.46,24+39,2387.90,946,ML Int ,U3.5,3.50,43.66,U1019.07,1019.07,3545.82,0.277,12,32,0.27,0.51,202,47.16,,1848,1843,1847,1841,2566,2558,33.7978961,-118.2388326,28.48,
