J. no.,J. len [ft],t [in],to u/s w. [ft],to d/s w. [ft],o'clock,Log Distance,Severity Rule,event,depth [%],OD Reduction,length [in],width [in],internal,ERF - 0.85dl,RPR - 0.85dl,SMYS [psi],Comment,Latitude ,Longitude 
8680,27.15,0.219,,,,35931.15,,Girth Weld,,,,,,,,52000,,47.77205150,-103.36954110
8690,27.55,0.219,,,,35958.30,,Girth Weld,,,,,,,,52000,,47.77212662,-103.36953981
8700,27.2,0.219,,,,35985.85,,Girth Weld,,,,,,,,52000,,47.77220284,-103.36953857
8710,27.93,0.219,,,,36013.05,,Girth Weld,,,,,,,,52000,,47.77227805,-103.36953671
8720,44.31,0.219,,,,36040.98,,Girth Weld,,,,,,,,52000,,47.77235530,-103.36953574
8730,44.44,0.219,,,,36085.30,,Girth Weld,,,,,,,,52000,,47.77247777,-103.36953478
8740,44.61,0.219,,,,36129.74,,Girth Weld,,,,,,,,52000,,47.77260068,-103.36953400
8750,44.58,0.219,,,,36174.34,,Girth Weld,,,,,,,,52000,,47.77272408,-103.36953344
8760,44.37,0.219,,,,36218.92,,Girth Weld,,,,,,,,52000,,47.77284737,-103.36953167
8770,44.24,0.219,,,,36263.29,,Girth Weld,,,,,,,,52000,,47.77297008,-103.36952992
8780,44.44,0.219,,,,36307.53,,Girth Weld,,,,,,,,52000,,47.77309240,-103.36952904
8790,44.28,0.219,,,,36351.97,,Girth Weld,,,,,,,,52000,,47.77321523,-103.36952863
8800,44.34,0.219,,,,36396.25,,Girth Weld,,,,,,,,52000,,47.77333768,-103.36952776
8810,44.37,0.219,,,,36440.59,,Girth Weld,,,,,,,,52000,,47.77346034,-103.36952635
8820,44.55,0.219,,,,36484.96,,Girth Weld,,,,,,,,52000,,47.77358298,-103.36952526
8830,44.56,0.219,,,,36529.51,,Girth Weld,,,,,,,,52000,,47.77370595,-103.36952371
8840,43.73,0.219,,,,36574.07,,Girth Weld,,,,,,,,52000,,47.77382891,-103.36952220
8850,44.29,0.219,,,,36617.80,,Girth Weld,,,,,,,,52000,,47.77394952,-103.36952038
8860,44.29,0.219,,,,36662.08,,Girth Weld,,,,,,,,52000,,47.77407171,-103.36951726
8870,44.65,0.219,,,,36706.37,,Girth Weld,,,,,,,,52000,,47.77419386,-103.36951441
8880,44.21,0.219,,,,36751.03,,Girth Weld,,,,,,,,52000,,47.77431715,-103.36951221
8890,44.34,0.219,,,,36795.23,,Girth Weld,,,,,,,,52000,,47.77443930,-103.36951028
8900,40.13,0.219,,,,36839.57,,Girth Weld,,,,,,,,52000,,47.77456180,-103.36950749
8910,41.84,0.219,,,,36879.70,,Girth Weld,,,,,,,,52000,,47.77467269,-103.36950576
8920,44.25,0.219,,,,36921.54,,Girth Weld,,,,,,,,52000,,47.77478844,-103.36950400
8930,44.51,0.219,,,,36965.79,,Girth Weld,,,,,,,,52000,,47.77491076,-103.36950252
8940,44.4,0.219,,,,37010.30,,Girth Weld,,,,,,,,52000,,47.77503378,-103.36950150
8940,44.4,0.219,-17.30,27.10,04:12,37027.60,,metal loss-manufacturing anomaly,13,,0.62,0.62,N/A,,,,,47.77508161,-103.36950110
8950,44.39,0.219,,,,37054.70,,Girth Weld,,,,,,,,52000,,47.77515655,-103.36949996
8960,40.51,0.219,,,,37099.10,,Girth Weld,,,,,,,,52000,,47.77527933,-103.36949716
8970,37.34,0.219,,,,37139.61,,Girth Weld,,,,,,,,52000,,47.77539138,-103.36949389
8980,44.43,0.219,,,,37176.94,,Girth Weld,,,,,,,,52000,,47.77549460,-103.36949076
8990,44.49,0.219,,,,37221.38,,Girth Weld,,,,,,,,52000,,47.77561749,-103.36948667
9000,44.36,0.219,,,,37265.87,,Girth Weld,,,,,,,,52000,,47.77574050,-103.36948150
9000,44.36,,,,,37310.15,,AGM,,,,,,,,,AGM 80,47.77586301,-103.36947820
9010,44.44,0.219,,,,37310.22,,Girth Weld,,,,,,,,52000,,47.77586321,-103.36947820
9020,44.32,0.219,,,,37354.66,,Girth Weld,,,,,,,,52000,,47.77598566,-103.36948160
9030,34.86,0.219,,,,37398.98,,Girth Weld,,,,,,,,52000,,47.77610781,-103.36948537
9040,44.49,0.219,,,,37433.84,,Girth Weld,,,,,,,,52000,,47.77620385,-103.36948979
9050,44.39,0.219,,,,37478.33,,Girth Weld,,,,,,,,52000,,47.77632626,-103.36949608
9060,44.59,0.219,,,,37522.72,,Girth Weld,,,,,,,,52000,,47.77644832,-103.36949893
9070,44.57,0.219,,,,37567.31,,Girth Weld,,,,,,,,52000,,47.77657107,-103.36950174
9080,26.43,0.219,,,,37611.87,,Girth Weld,,,,,,,,52000,,47.77669384,-103.36950468
9090,25.32,0.219,,,,37638.30,,Girth Weld,,,,,,,,52000,,47.77676667,-103.36950604
9100,26.68,0.219,,,,37663.62,,Girth Weld,,,,,,,,52000,,47.77683645,-103.36950686
9110,27.67,0.219,,,,37690.29,,Girth Weld,,,,,,,,52000,,47.77690994,-103.36950801
9120,29.27,0.219,,,,37717.96,,Girth Weld,,,,,,,,52000,,47.77698618,-103.36950945
9130,32.62,0.219,,,,37747.23,,Girth Weld,,,,,,,,52000,,47.77706683,-103.36951274
9140,30.22,0.219,,,,37779.85,,Girth Weld,,,,,,,,52000,,47.77715675,-103.36951460
9150,30.13,0.219,,,,37810.07,,Girth Weld,,,,,,,,52000,,47.77724005,-103.36951561
9160,30.54,0.219,,,,37840.20,,Girth Weld,,,,,,,,52000,,47.77732309,-103.36951557
9170,31.33,0.219,,,,37870.74,,Girth Weld,,,,,,,,52000,,47.77740727,-103.36951618
9180,44.41,0.219,,,,37902.08,,Girth Weld,,,,,,,,52000,,47.77749363,-103.36951792
9190,44.4,0.219,,,,37946.48,,Girth Weld,,,,,,,,52000,,47.77761603,-103.36951977
9200,44.44,0.219,,,,37990.88,,Girth Weld,,,,,,,,52000,,47.77773841,-103.36952143
9210,44.3,0.219,,,,38035.32,,Girth Weld,,,,,,,,52000,,47.77786091,-103.36952178
9220,44.62,0.219,,,,38079.62,,Girth Weld,,,,,,,,52000,,47.77798298,-103.36952292
9230,44.63,0.219,,,,38124.24,,Girth Weld,,,,,,,,52000,,47.77810593,-103.36952432
9240,44.5,0.219,,,,38168.87,,Girth Weld,,,,,,,,52000,,47.77822895,-103.36952524
9250,43.85,0.219,,,,38213.38,,Girth Weld,,,,,,,,52000,,47.77835162,-103.36952694
9260,44.41,0.219,,,,38257.22,,Girth Weld,,,,,,,,52000,,47.77847248,-103.36952816
9270,44.38,0.219,,,,38301.63,,Girth Weld,,,,,,,,52000,,47.77859488,-103.36952878
9280,41.83,0.219,,,,38346.01,,Girth Weld,,,,,,,,52000,,47.77871721,-103.36952881
9290,44.54,0.219,,,,38387.85,,Girth Weld,,,,,,,,52000,,47.77883250,-103.36953023
9300,44.43,0.219,,,,38432.38,,Girth Weld,,,,,,,,52000,,47.77895521,-103.36953151
9310,44.02,0.219,,,,38476.81,,Girth Weld,,,,,,,,52000,,47.77907766,-103.36953221
9320,44.68,0.219,,,,38520.83,,Girth Weld,,,,,,,,52000,,47.77919896,-103.36953311
9330,44.57,0.219,,,,38565.51,,Girth Weld,,,,,,,,52000,,47.77932211,-103.36953371
9340,44.68,0.219,,,,38610.08,,Girth Weld,,,,,,,,52000,,47.77944496,-103.36953391
9350,44.49,0.219,,,,38654.76,,Girth Weld,,,,,,,,52000,,47.77956812,-103.36953445
9360,44.52,0.219,,,,38699.25,,Girth Weld,,,,,,,,52000,,47.77969072,-103.36953385
9370,43.41,0.219,,,,38743.77,,Girth Weld,,,,,,,,52000,,47.77981337,-103.36953258
9380,44.13,0.219,,,,38787.18,,Girth Weld,,,,,,,,52000,,47.77993302,-103.36953139
9390,44.49,0.219,,,,38831.31,,Girth Weld,,,,,,,,52000,,47.78005466,-103.36953095
9400,44.1,0.219,,,,38875.81,,Girth Weld,,,,,,,,52000,,47.78017726,-103.36953191
9410,44.71,0.219,,,,38919.90,,Girth Weld,,,,,,,,52000,,47.78029873,-103.36953277
9410,44.71,0.219,-28.47,16.23,01:16,38948.38,,metal loss-manufacturing anomaly,16,,1.44,1.15,N/A,,,,,47.78037712,-103.36953322
9420,44.58,0.219,,,,38964.61,,Girth Weld,,,,,,,,52000,,47.78042181,-103.36953378
9430,44.68,0.219,,,,39009.19,,Girth Weld,,,,,,,,52000,,47.78054447,-103.36953465
9440,44.41,0.219,,,,39053.87,,Girth Weld,,,,,,,,52000,,47.78066738,-103.36953665
9450,44.55,0.219,,,,39098.28,,Girth Weld,,,,,,,,52000,,47.78078939,-103.36953905
9460,44.5,0.219,,,,39142.83,,Girth Weld,,,,,,,,52000,,47.78091174,-103.36954016
9470,44.02,0.219,,,,39187.34,,Girth Weld,,,,,,,,52000,,47.78103369,-103.36954121
9480,44.76,0.219,,,,39231.35,,Girth Weld,,,,,,,,52000,,47.78115402,-103.36954246
9490,44.48,0.219,,,,39276.11,,Girth Weld,,,,,,,,52000,,47.78127648,-103.36954441
9500,44,0.219,,,,39320.59,,Girth Weld,,,,,,,,52000,,47.78139860,-103.36954622
9510,44.22,0.219,,,,39364.60,,Girth Weld,,,,,,,,52000,,47.78151954,-103.36954713
9520,44.49,0.219,,,,39408.81,,Girth Weld,,,,,,,,52000,,47.78164116,-103.36954769
9530,44.46,0.219,,,,39453.30,,Girth Weld,,,,,,,,52000,,47.78176337,-103.36955125
9530,44.46,0.219,-17.24,27.22,10:14,39470.54,,metal loss-manufacturing anomaly,11,,0.60,0.59,N/A,,,,,47.78181063,-103.36955254
9540,44.23,0.219,,,,39497.76,,Girth Weld,,,,,,,,52000,,47.78188521,-103.36955509
9550,43.79,0.219,,,,39541.99,,Girth Weld,,,,,,,,52000,,47.78200682,-103.36955611
9560,44.29,0.219,,,,39585.78,,Girth Weld,,,,,,,,52000,,47.78212745,-103.36955461
9570,44.57,0.219,,,,39630.07,,Girth Weld,,,,,,,,52000,,47.78224948,-103.36955217
9580,44.49,0.219,,,,39674.64,,Girth Weld,,,,,,,,52000,,47.78237223,-103.36955020
9590,44.55,0.219,,,,39719.13,,Girth Weld,,,,,,,,52000,,47.78249466,-103.36954732
9600,44.03,0.219,,,,39763.69,,Girth Weld,,,,,,,,52000,,47.78261595,-103.36954438
9610,44.43,0.219,,,,39807.72,,Girth Weld,,,,,,,,52000,,47.78273571,-103.36954252
9620,44.27,0.219,,,,39852.15,,Girth Weld,,,,,,,,52000,,47.78285666,-103.36954414
9630,44.42,0.219,,,,39896.41,,Girth Weld,,,,,,,,52000,,47.78297735,-103.36954761
9640,44.58,0.219,,,,39940.83,,Girth Weld,,,,,,,,52000,,47.78309824,-103.36955034
9650,42.18,0.219,,,,39985.41,,Girth Weld,,,,,,,,52000,,47.78321998,-103.36955398
9660,4.97,0.219,,,,40027.59,,Girth Weld,,,,,,,,52000,,47.78333375,-103.36953400
9670,44.38,0.219,,,,40032.56,,Girth Weld,,,,,,,,52000,,47.78334667,-103.36952732
9680,44.55,0.219,,,,40076.94,,Girth Weld,,,,,,,,52000,,47.78346222,-103.36946803
9690,44.72,0.219,,,,40121.49,,Girth Weld,,,,,,,,52000,,47.78356929,-103.36938281
9700,41.89,0.219,,,,40166.21,,Girth Weld,,,,,,,,52000,,47.78364728,-103.36924410
9710,29.07,0.219,,,,40208.10,,Girth Weld,,,,,,,,52000,,47.78370290,-103.36909442
9720,41.94,0.219,,,,40237.17,,Girth Weld,,,,,,,,52000,,47.78374164,-103.36899041
9730,41.98,0.219,,,,40279.11,,Girth Weld,,,,,,,,52000,,47.78379696,-103.36883989
9740,44.46,0.219,,,,40321.09,,Girth Weld,,,,,,,,52000,,47.78385049,-103.36868787
9750,44.38,0.219,,,,40365.54,,Girth Weld,,,,,,,,52000,,47.78390359,-103.36852459
9760,44.43,0.219,,,,40409.93,,Girth Weld,,,,,,,,52000,,47.78398274,-103.36839086
9770,44.43,0.219,,,,40454.36,,Girth Weld,,,,,,,,52000,,47.78409700,-103.36833536
9780,41.91,0.219,,,,40498.79,,Girth Weld,,,,,,,,52000,,47.78421931,-103.36832636
9790,41.94,0.219,,,,40540.69,,Girth Weld,,,,,,,,52000,,47.78433477,-103.36832183
9800,41.92,0.219,,,,40582.63,,Girth Weld,,,,,,,,52000,,47.78445033,-103.36831847
9810,41.91,0.219,,,,40624.56,,Girth Weld,,,,,,,,52000,,47.78456584,-103.36831798
9820,41.89,0.219,,,,40666.47,,Girth Weld,,,,,,,,52000,,47.78468133,-103.36831818
9830,41.91,0.219,,,,40708.36,,Girth Weld,,,,,,,,52000,,47.78479676,-103.36831868
9840,41.93,0.219,,,,40750.27,,Girth Weld,,,,,,,,52000,,47.78491224,-103.36831974
9850,41.91,0.219,,,,40792.20,,Girth Weld,,,,,,,,52000,,47.78502779,-103.36832024
9860,40.61,0.219,,,,40834.11,,Girth Weld,,,,,,,,52000,,47.78514332,-103.36832034
9870,40.09,0.219,,,,40874.72,,Girth Weld,,,,,,,,52000,,47.78525525,-103.36831861
9880,41.97,0.219,,,,40914.81,,Girth Weld,,,,,,,,52000,,47.78536577,-103.36831663
9890,41.94,0.219,,,,40956.78,,Girth Weld,,,,,,,,52000,,47.78548143,-103.36831514
9900,29.85,0.219,,,,40998.72,,Girth Weld,,,,,,,,52000,,47.78559704,-103.36831469
9910,26.13,0.219,,,,41028.57,,Girth Weld,,,,,,,,52000,,47.78567929,-103.36831434
9920,41.9,0.219,,,,41054.70,,Girth Weld,,,,,,,,52000,,47.78575127,-103.36831430
9930,41.89,0.219,,,,41096.59,,Girth Weld,,,,,,,,52000,,47.78586661,-103.36831324
9940,33.99,0.219,,,,41138.49,,Girth Weld,,,,,,,,52000,,47.78598177,-103.36831061
9950,41.91,0.219,,,,41172.48,,Girth Weld,,,,,,,,52000,,47.78607522,-103.36830864
9960,41.91,0.219,,,,41214.38,,Girth Weld,,,,,,,,52000,,47.78619044,-103.36830718
9970,41.9,0.219,,,,41256.30,,Girth Weld,,,,,,,,52000,,47.78630569,-103.36830653
9980,41.82,0.219,,,,41298.20,,Girth Weld,,,,,,,,52000,,47.78642078,-103.36830565
9990,41.92,0.219,,,,41340.01,,Girth Weld,,,,,,,,52000,,47.78653566,-103.36830096
10000,41.88,0.219,,,,41381.93,,Girth Weld,,,,,,,,52000,,47.78665098,-103.36829852
10010,41.87,0.219,,,,41423.81,,Girth Weld,,,,,,,,52000,,47.78676542,-103.36829902
10020,41.85,0.219,,,,41465.68,,Girth Weld,,,,,,,,52000,,47.78687983,-103.36829999
10030,41.89,0.219,,,,41507.53,,Girth Weld,,,,,,,,52000,,47.78699468,-103.36830018
10040,26.19,0.219,,,,41549.43,,Girth Weld,,,,,,,,52000,,47.78710970,-103.36829992
10050,26.86,0.219,,,,41575.62,,Girth Weld,,,,,,,,52000,,47.78718169,-103.36829977
10060,25.95,0.219,,,,41602.48,,Girth Weld,,,,,,,,52000,,47.78725564,-103.36829944
10070,26.75,0.219,,,,41628.44,,Girth Weld,,,,,,,,52000,,47.78732705,-103.36829803
10080,29.43,0.219,,,,41655.18,,Girth Weld,,,,,,,,52000,,47.78740061,-103.36829638
10090,41.87,0.219,,,,41684.61,,Girth Weld,,,,,,,,52000,,47.78748154,-103.36829620
10100,41.86,0.219,,,,41726.48,,Girth Weld,,,,,,,,52000,,47.78759666,-103.36829595
10110,41.9,0.219,,,,41768.34,,Girth Weld,,,,,,,,52000,,47.78771187,-103.36829452
10120,41.88,0.219,,,,41810.23,,Girth Weld,,,,,,,,52000,,47.78782703,-103.36829426
10130,41.84,0.219,,,,41852.11,,Girth Weld,,,,,,,,52000,,47.78794209,-103.36829443
10140,41.82,0.219,,,,41893.95,,Girth Weld,,,,,,,,52000,,47.78805698,-103.36829289
10150,41.94,0.219,,,,41935.78,,Girth Weld,,,,,,,,52000,,47.78817183,-103.36829024
10160,41.84,0.219,,,,41977.72,,Girth Weld,,,,,,,,52000,,47.78828702,-103.36828847
10170,41.89,0.219,,,,42019.55,,Girth Weld,,,,,,,,52000,,47.78840205,-103.36828595
10180,41.86,0.219,,,,42061.45,,Girth Weld,,,,,,,,52000,,47.78851732,-103.36828300
10190,44.28,0.219,,,,42103.31,,Girth Weld,,,,,,,,52000,,47.78863254,-103.36828201
10200,44.45,0.219,,,,42147.59,,Girth Weld,,,,,,,,52000,,47.78875441,-103.36828040
10210,44.42,0.219,,,,42192.04,,Girth Weld,,,,,,,,52000,,47.78887679,-103.36827932
10220,44.39,0.219,,,,42236.46,,Girth Weld,,,,,,,,52000,,47.78899911,-103.36827798
10230,37.93,0.219,,,,42280.85,,Girth Weld,,,,,,,,52000,,47.78912133,-103.36827681
10240,43.98,0.219,,,,42318.78,,Girth Weld,,,,,,,,52000,,47.78922580,-103.36827542
10250,44.43,0.219,,,,42362.75,,Girth Weld,,,,,,,,52000,,47.78934690,-103.36827299
10260,41.85,0.219,,,,42407.19,,Girth Weld,,,,,,,,52000,,47.78946925,-103.36827023
10270,44.36,0.219,,,,42449.04,,Girth Weld,,,,,,,,52000,,47.78958451,-103.36826854
10280,33.35,0.219,,,,42493.40,,Girth Weld,,,,,,,,52000,,47.78970671,-103.36826850
10290,4.96,0.219,,,,42526.75,,Girth Weld,,,,,,,,52000,,47.78979863,-103.36826846
10300,1.57,0.322,,,,42531.71,,Girth Weld,,,,,,,,52000,,47.78981229,-103.36826868
10300,1.57,,,,,42532.58,,Bend,,,,,,,,,3.0D -  46 deg - Sag,47.78981461,-103.36826873
10310,9.47,0.322,,,,42533.28,,Girth Weld,,,,,,,,52000,,47.78981617,-103.36826875
10320,1.58,0.322,,,,42542.75,,Girth Weld,,,,,,,,52000,,47.78983481,-103.36826867
10320,1.58,,,,,42543.48,,Bend,,,,,,,,,3.0D -  46 deg - Over,47.78983654,-103.36826867
10330,2.06,0.322,,,,42544.32,,Girth Weld,,,,,,,,52000,,47.78983884,-103.36826868
10330,2.06,,,,12:00,42544.85,,Tap,,,,,,,,,,47.78984029,-103.36826871
10330,2.06,,,,06:00,42545.19,,Support,,,,,,,,,,47.78984122,-103.36826873
10330,2.06,,,,12:00,42545.35,,Tap,,,,,,,,,,47.78984168,-103.36826874
10340,0.6,0.500,,,,42546.38,,Area Start Installation,,,,,,,,52000,,47.78984451,-103.36826880
10350,2.22,0.322,,,,42546.98,,Flange,,,,,,,,52000,,47.78984591,-103.36826884
10350,2.22,,,,,42548.13,,Valve,,,,,,,,,Block Valve #4,47.78984826,-103.36826889
10360,0.43,0.322,,,,42549.20,,Flange,,,,,,,,52000,,47.78985228,-103.36826908
10370,2.02,0.322,,,,42549.63,,Area End Installation,,,,,,,,52000,,47.78985347,-103.36826914
10370,2.02,,,,12:00,42550.64,,Tap,,,,,,,,,,47.78985624,-103.36826928
10370,2.02,,,,06:00,42550.89,,Support,,,,,,,,,,47.78985694,-103.36826931
10370,2.02,,,,12:00,42551.14,,Tap,,,,,,,,,,47.78985762,-103.36826935
10380,1.26,0.500,,,,42551.65,,Area Start Installation,,,,,,,,52000,,47.78985904,-103.36826943
10380,1.26,,,,09:00,42552.26,,Tee,,,,,,,,,,47.78986071,-103.36826952
10390,1.48,0.322,,,,42552.92,,Area End Installation,,,,,,,,52000,,47.78986252,-103.36826956
10390,1.48,,,,,42553.61,,Bend,,,,,,,,,2.7D -  47 deg - Over,47.78986433,-103.36826966
10400,9.33,0.322,,,,42554.40,,Girth Weld,,,,,,,,52000,,47.78986600,-103.36826979
10410,1.57,0.322,,,,42563.73,,Girth Weld,,,,,,,,52000,,47.78988347,-103.36827097
10410,1.57,,,,,42564.46,,Bend,,,,,,,,,3.1D -  46 deg - Sag,47.78988511,-103.36827106
10420,5.22,0.322,,,,42565.30,,Girth Weld,,,,,,,,52000,,47.78988735,-103.36827117
10430,16.21,0.219,,,,42570.52,,Girth Weld,,,,,,,,52000,,47.78990173,-103.36827185
10440,12.69,0.219,,,,42586.73,,Girth Weld,,,,,,,,52000,,47.78994636,-103.36827431
10450,0.39,0.322,,,,42599.42,,Girth Weld,,,,,,,,52000,,47.78998124,-103.36827594
10460,17.64,0.322,,,,42599.81,,Girth Weld,,,,,,,,52000,,47.78998231,-103.36827595
10470,44.8,0.322,,,,42617.46,,Girth Weld,,,,,,,,52000,,47.79002978,-103.36827505
10480,44.15,0.322,,,,42662.26,,Girth Weld,,,,,,,,52000,,47.79015029,-103.36827131
10490,43.26,0.322,,,,42706.40,,Girth Weld,,,,,,,,52000,,47.79027164,-103.36827120
10500,44.73,0.322,,,,42749.67,,Girth Weld,,,,,,,,52000,,47.79039061,-103.36827197
10510,44.5,0.322,,,,42794.40,,Girth Weld,,,,,,,,52000,,47.79051342,-103.36827267
10520,27.42,0.219,,,,42838.89,,Girth Weld,,,,,,,,52000,,47.79063611,-103.36827183
10530,44.21,0.219,,,,42866.31,,Girth Weld,,,,,,,,52000,,47.79071166,-103.36827134
10540,44.31,0.219,,,,42910.52,,Girth Weld,,,,,,,,52000,,47.79083339,-103.36827184
10550,44.53,0.219,,,,42954.83,,Girth Weld,,,,,,,,52000,,47.79095552,-103.36827259
10560,34.84,0.219,,,,42999.36,,Girth Weld,,,,,,,,52000,,47.79107824,-103.36827289
10570,34.8,0.219,,,,43034.20,,Girth Weld,,,,,,,,52000,,47.79117430,-103.36827261
10580,44.35,0.219,,,,43069.00,,Girth Weld,,,,,,,,52000,,47.79127028,-103.36827327
10590,41.85,0.219,,,,43113.35,,Girth Weld,,,,,,,,52000,,47.79139257,-103.36827426
10600,44.45,0.219,,,,43155.20,,Girth Weld,,,,,,,,52000,,47.79150796,-103.36827774
10610,44.33,0.219,,,,43199.65,,Girth Weld,,,,,,,,52000,,47.79163036,-103.36828261
10620,44.56,0.219,,,,43243.97,,Girth Weld,,,,,,,,52000,,47.79175244,-103.36828869
10630,44.65,0.219,,,,43288.54,,Girth Weld,,,,,,,,52000,,47.79187505,-103.36829651
10640,43.92,0.219,,,,43333.18,,Girth Weld,,,,,,,,52000,,47.79199790,-103.36830423
10650,44.25,0.219,,,,43377.11,,Girth Weld,,,,,,,,52000,,47.79211885,-103.36831078
10660,44.41,0.219,,,,43421.35,,Girth Weld,,,,,,,,52000,,47.79224075,-103.36831702
10670,44.54,0.219,,,,43465.77,,Girth Weld,,,,,,,,52000,,47.79236302,-103.36832421
10680,39.77,0.219,,,,43510.31,,Girth Weld,,,,,,,,52000,,47.79248552,-103.36833212
10690,41.81,0.219,,,,43550.08,,Girth Weld,,,,,,,,52000,,47.79259492,-103.36833918
10700,42.89,0.219,,,,43591.89,,Girth Weld,,,,,,,,52000,,47.79270999,-103.36834735
10710,41.85,0.219,,,,43634.78,,Girth Weld,,,,,,,,52000,,47.79282804,-103.36835555
10720,41.83,0.219,,,,43676.63,,Girth Weld,,,,,,,,52000,,47.79294324,-103.36836298
10730,41.86,0.219,,,,43718.46,,Girth Weld,,,,,,,,52000,,47.79305839,-103.36837050
10740,39.84,0.219,,,,43760.32,,Girth Weld,,,,,,,,52000,,47.79317364,-103.36837757
10750,41.94,0.219,,,,43800.16,,Girth Weld,,,,,,,,52000,,47.79328343,-103.36838337
10760,41.9,0.219,,,,43842.10,,Girth Weld,,,,,,,,52000,,47.79339890,-103.36838956
10770,41.85,0.219,,,,43884.00,,Girth Weld,,,,,,,,52000,,47.79351434,-103.36839469
10780,41.9,0.219,,,,43925.85,,Girth Weld,,,,,,,,52000,,47.79362969,-103.36839987
10790,41.76,0.219,,,,43967.76,,Girth Weld,,,,,,,,52000,,47.79374509,-103.36840485
10800,44.24,0.219,,,,44009.52,,Girth Weld,,,,,,,,52000,,47.79386015,-103.36841102
10810,38.61,0.219,,,,44053.76,,Girth Weld,,,,,,,,52000,,47.79398209,-103.36841778
10820,44.53,0.219,,,,44092.37,,Girth Weld,,,,,,,,52000,,47.79408858,-103.36841769
10830,44.49,0.219,,,,44136.90,,Girth Weld,,,,,,,,52000,,47.79421139,-103.36841623
10840,44.31,0.219,,,,44181.39,,Girth Weld,,,,,,,,52000,,47.79433409,-103.36841707
10840,44.31,0.219,-15.72,28.59,05:49,44197.11,,metal loss-manufacturing anomaly,10,,1.17,1.16,N/A,,,,,47.79437743,-103.36841710
10850,44.42,0.219,,,,44225.70,,Girth Weld,,,,,,,,52000,,47.79445616,-103.36841702
10860,44.43,0.219,,,,44270.12,,Girth Weld,,,,,,,,52000,,47.79457839,-103.36841686
10870,44.5,0.219,,,,44314.55,,Girth Weld,,,,,,,,52000,,47.79470053,-103.36841843
10880,43.93,0.219,,,,44359.05,,Girth Weld,,,,,,,,52000,,47.79482314,-103.36841907
10890,44.21,0.219,,,,44402.98,,Girth Weld,,,,,,,,52000,,47.79494428,-103.36841816
10900,43.82,0.219,,,,44447.20,,Girth Weld,,,,,,,,52000,,47.79506621,-103.36841635
10910,43.84,0.219,,,,44491.01,,Girth Weld,,,,,,,,52000,,47.79518706,-103.36841467
10920,40.42,0.219,,,,44534.86,,Girth Weld,,,,,,,,52000,,47.79530798,-103.36841459
10930,41.58,0.219,,,,44575.28,,Girth Weld,,,,,,,,52000,,47.79541946,-103.36841339
10940,44.39,0.219,,,,44616.86,,Girth Weld,,,,,,,,52000,,47.79553412,-103.36841091
10950,44.32,0.219,,,,44661.25,,Girth Weld,,,,,,,,52000,,47.79565650,-103.36840705
10960,44.39,0.219,,,,44705.57,,Girth Weld,,,,,,,,52000,,47.79577871,-103.36840286
10970,44.46,0.219,,,,44749.96,,Girth Weld,,,,,,,,52000,,47.79590108,-103.36839858
10980,44.26,0.219,,,,44794.42,,Girth Weld,,,,,,,,52000,,47.79602353,-103.36839404
10990,44.48,0.219,,,,44838.68,,Girth Weld,,,,,,,,52000,,47.79614541,-103.36838998
11000,44.62,0.219,,,,44883.16,,Girth Weld,,,,,,,,52000,,47.79626804,-103.36838581
11010,30.45,0.219,,,,44927.78,,Girth Weld,,,,,,,,52000,,47.79639110,-103.36838643
11020,44.67,0.219,,,,44958.23,,Girth Weld,,,,,,,,52000,,47.79647501,-103.36839150
11030,17.03,0.219,,,,45002.90,,Girth Weld,,,,,,,,52000,,47.79659817,-103.36839236
11040,44.81,0.322,,,,45019.93,,Girth Weld,,,,,,,,52000,,47.79664507,-103.36838891
11050,44.79,0.322,,,,45064.74,,Girth Weld,,,,,,,,52000,,47.79676778,-103.36838141
11060,44.8,0.322,,,,45109.53,,Girth Weld,,,,,,,,52000,,47.79688954,-103.36839234
11070,44.81,0.322,,,,45154.33,,Girth Weld,,,,,,,,52000,,47.79701235,-103.36839527
11080,44.51,0.322,,,,45199.13,,Girth Weld,,,,,,,,52000,,47.79713471,-103.36839536
11090,10.62,0.219,,,,45243.64,,Girth Weld,,,,,,,,52000,,47.79725738,-103.36839591
11100,44.31,0.219,,,,45254.26,,Girth Weld,,,,,,,,52000,,47.79728666,-103.36839698
11110,44.31,0.219,,,,45298.58,,Girth Weld,,,,,,,,52000,,47.79740886,-103.36840017
11120,44.5,0.219,,,,45342.89,,Girth Weld,,,,,,,,52000,,47.79753106,-103.36840223
11130,44.45,0.219,,,,45387.39,,Girth Weld,,,,,,,,52000,,47.79765374,-103.36840311
11140,34.85,0.219,,,,45431.84,,Girth Weld,,,,,,,,52000,,47.79777632,-103.36840397
11150,43.95,0.219,,,,45466.69,,Girth Weld,,,,,,,,52000,,47.79787244,-103.36840550
11160,44.72,0.219,,,,45510.64,,Girth Weld,,,,,,,,52000,,47.79799364,-103.36840871
11170,44.4,0.219,,,,45555.36,,Girth Weld,,,,,,,,52000,,47.79811696,-103.36841219
11180,44.66,0.219,,,,45599.77,,Girth Weld,,,,,,,,52000,,47.79823940,-103.36841564
11180,44.66,0.219,-17.48,27.18,03:22,45617.24,,metal loss-manufacturing anomaly,18,,0.69,1.38,N/A,,,,,47.79828760,-103.36841696
11190,43.81,0.219,,,,45644.43,,Girth Weld,,,,,,,,52000,,47.79836257,-103.36841837
