Feature Number (sequential order),Pipeline Feature,Empty odl Standard featurename,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference name,US Dist from,Downstream (D/S) Reference name ,ds distance to,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G PBURST,Modified B31.G PSAFE,Design Pressure (72% SMYS),ERF MOP _SAFE,RPR PBURST    /      100% SMYS,Effective Area pburst,effsagepsafe,Group Number,Group Category,Nad 83 Latitude,NAD 83 Longitude,NAVD88 Elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
63,Anomaly - Corrosion Cluster,,INT,853.26,08+55,25.01,35.26,60.27,200,Launch Valve - Rio Bravo Station (0+00),853.26,Block Valve  BV 7.14 (377+16),36787.27,16,0.25,,52000,,16,0.04,,,,,1.1,0.2, 06:01,1170,1911,1376,1170,0.851,1.176,1923,1384,,,35.4359486,-119.269446,320.1, INT ML,Axial Slotting,,,MFL/CLP,,
64,Anomaly - Corrosion Cluster,,INT,860.11,08+62,31.86,28.41,60.27,200,Launch Valve - Rio Bravo Station (0+00),860.11,Block Valve  BV 7.14 (377+16),36780.43,16,0.25,,52000,,19,0.05,,,,,0.9,0.4, 05:51,1170,1918,1381,1170,0.848,1.18,1923,1385,,,35.4359674,-119.2694459,320, INT ML,Axial Grooving,,,MFL/CLP,,
65,Anomaly - Corrosion,,INT,888.1,08+90,59.85,0.42,60.27,200,Launch Valve - Rio Bravo Station (0+00),888.1,Block Valve  BV 7.14 (377+16),36752.43,16,0.25,,52000,,21,0.05,,,,,0.4,0.3, 05:50,1170,1933,1391,1170,0.841,1.189,1931,1391,,,35.4360444,-119.269445,320.1, INT ML,Axial Slotting,,,MFL/CLP,,
66,Weld,,,888.52,08+90,60.27,60.31,60.31,210,Launch Valve - Rio Bravo Station (0+00),888.52,Block Valve  BV 7.14 (377+16),36752.01,16,0.25,,52000, 02:00,,,,,,,,,,1170,,,1170,,,,,,,35.4360455,-119.269445,320.1,GIRTH WELD,,,,MFL/CLP,,
67,Anomaly - Corrosion,,EXT,889.26,08+91,0.75,59.56,60.31,210,Launch Valve - Rio Bravo Station (0+00),889.26,Block Valve  BV 7.14 (377+16),36751.27,16,0.25,,52000,,20,0.05,,,,,0.2,0.2, 06:05,1170,1936,1394,1170,0.839,1.192,1936,1394,,,35.4360476,-119.2694449,320.1, EXT ML,Pinhole,,,MFL/CLP,,
68,Weld,,,948.83,09+51,60.31,60.32,60.32,220,Launch Valve - Rio Bravo Station (0+00),948.83,Block Valve  BV 7.14 (377+16),36691.71,16,0.25,,52000, 11:12,,,,,,,,,,1170,,,1170,,,,,,,35.4362113,-119.269443,320,GIRTH WELD,,,,MFL/CLP,,
69,Weld,,,1009.15,10+11,60.32,60.39,60.39,230,Launch Valve - Rio Bravo Station (0+00),1009.15,Block Valve  BV 7.14 (377+16),36631.39,16,0.25,,52000, 12:48,,,,,,,,,,1170,,,1170,,,,,,,35.4363771,-119.2694424,320.1,GIRTH WELD,,,,MFL/CLP,,
70,Weld,,,1069.54,10+72,60.39,60.43,60.43,240,Launch Valve - Rio Bravo Station (0+00),1069.54,Block Valve  BV 7.14 (377+16),36570.99,16,0.25,,52000, 11:04,,,,,,,,,,1170,,,1170,,,,,,,35.4365432,-119.2694424,319.9,GIRTH WELD,,,,MFL/CLP,,
71,Repair - Welded sleeve begin,,,1078.8,10+81,9.26,51.17,60.43,240,Launch Valve - Rio Bravo Station (0+00),1078.8,Block Valve  BV 7.14 (377+16),36561.73,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.4365686,-119.2694425,319.8,REPAIR-SHELL START,,,,MFL/CLP,,
72,Repair - Welded sleeve end,,,1083.71,10+86,14.17,46.26,60.43,240,Launch Valve - Rio Bravo Station (0+00),1083.71,Block Valve  BV 7.14 (377+16),36556.82,16,0.25,,52000,,,,,,,,,,,1170,,,1170,,,,,,,35.4365821,-119.2694426,319.8,REPAIR-SHELL END,,,,MFL/CLP,,
73,Anomaly - Corrosion,,INT,1105.59,11+08,36.06,24.37,60.43,240,Launch Valve - Rio Bravo Station (0+00),1105.59,Block Valve  BV 7.14 (377+16),36534.94,16,0.25,,52000,,17,0.04,,,,,0.4,0.4, 05:56,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.4366423,-119.2694426,320.3, INT ML,Circumferential Slotting,,,MFL/CLP,,
74,Anomaly - Corrosion,,INT,1110.35,11+13,40.81,19.61,60.43,240,Launch Valve - Rio Bravo Station (0+00),1110.35,Block Valve  BV 7.14 (377+16),36530.18,16,0.25,,52000,,15,0.04,,,,,0.3,0.4, 05:55,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.4366554,-119.2694426,320.4, INT ML,Pinhole,,,MFL/CLP,,
75,Weld,,,1129.97,11+32,60.43,60.31,60.31,250,Launch Valve - Rio Bravo Station (0+00),1129.97,Block Valve  BV 7.14 (377+16),36510.56,16,0.25,,52000, 02:04,,,,,,,,,,1170,,,1170,,,,,,,35.4367093,-119.2694419,320.8,GIRTH WELD,,,,MFL/CLP,,
76,Anomaly - Corrosion,,INT,1188.08,11+90,58.11,2.2,60.31,250,Launch Valve - Rio Bravo Station (0+00),1188.08,Block Valve  BV 7.14 (377+16),36452.45,16,0.25,,52000,,16,0.04,,,,,0.3,0.4, 05:46,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.436869,-119.2694407,321.6, INT ML,Pinhole,,,MFL/CLP,,
77,Weld,,,1190.28,11+93,60.31,60.3,60.3,260,Launch Valve - Rio Bravo Station (0+00),1190.28,Block Valve  BV 7.14 (377+16),36450.26,16,0.25,,52000, 11:48,,,,,,,,,,1170,,,1170,,,,,,,35.436875,-119.2694407,321.6,GIRTH WELD,,,,MFL/CLP,,
78,Anomaly - Corrosion,,INT,1194.09,11+96,3.82,56.49,60.3,260,Launch Valve - Rio Bravo Station (0+00),1194.09,Block Valve  BV 7.14 (377+16),36446.44,16,0.25,,52000,,15,0.04,,,,,0.3,0.4, 06:04,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.4368855,-119.2694407,321.7, INT ML,Pinhole,,,MFL/CLP,,
79,Anomaly - Corrosion,,INT,1213.72,12+16,23.45,36.85,60.3,260,Launch Valve - Rio Bravo Station (0+00),1213.72,Block Valve  BV 7.14 (377+16),36426.81,16,0.25,,52000,,16,0.04,,,,,0.2,0.2, 05:43,1170,1937,1394,1170,0.839,1.192,1936,1394,,,35.4369395,-119.2694408,321.6, INT ML,Pinhole,,,MFL/CLP,,
80,Anomaly - Corrosion,,INT,1238.61,12+41,48.34,11.97,60.3,260,Launch Valve - Rio Bravo Station (0+00),1238.61,Block Valve  BV 7.14 (377+16),36401.92,16,0.25,,52000,,16,0.04,,,,,0.4,0.6, 05:58,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.4370079,-119.2694414,321.6, INT ML,Pitting,,,MFL/CLP,,
81,Anomaly - Corrosion,,INT,1241.47,12+44,51.2,9.1,60.3,260,Launch Valve - Rio Bravo Station (0+00),1241.47,Block Valve  BV 7.14 (377+16),36399.06,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 05:52,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.4370158,-119.2694415,321.6, INT ML,Pitting,,,MFL/CLP,,
82,Anomaly - Corrosion,,INT,1242.33,12+45,52.06,8.25,60.3,260,Launch Valve - Rio Bravo Station (0+00),1242.33,Block Valve  BV 7.14 (377+16),36398.2,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 05:58,1170,1935,1393,1170,0.84,1.19,1934,1392,,,35.4370182,-119.2694415,321.6, INT ML,Pinhole,,,MFL/CLP,,
83,Anomaly - Corrosion,,INT,1243.92,12+46,53.65,6.66,60.3,260,Launch Valve - Rio Bravo Station (0+00),1243.92,Block Valve  BV 7.14 (377+16),36396.61,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:58,1170,1933,1392,1170,0.841,1.19,1933,1392,,,35.4370225,-119.2694415,321.6, INT ML,Pitting,,,MFL/CLP,,
84,Anomaly - Corrosion,,INT,1245.21,12+48,54.93,5.37,60.3,260,Launch Valve - Rio Bravo Station (0+00),1245.21,Block Valve  BV 7.14 (377+16),36395.33,16,0.25,,52000,,20,0.05,,,,,0.4,0.6, 05:58,1170,1933,1392,1170,0.841,1.189,1932,1391,,,35.4370261,-119.2694416,321.7, INT ML,Pitting,,,MFL/CLP,,
85,Weld,,,1250.58,12+53,60.3,60.24,60.24,270,Launch Valve - Rio Bravo Station (0+00),1250.58,Block Valve  BV 7.14 (377+16),36389.95,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.4370408,-119.2694416,321.7,GIRTH WELD,,,,MFL/CLP,,
86,Anomaly - Corrosion,,INT,1274.51,12+77,23.94,36.31,60.24,270,Launch Valve - Rio Bravo Station (0+00),1274.51,Block Valve  BV 7.14 (377+16),36366.02,16,0.25,,52000,,16,0.04,,,,,0.4,0.4, 05:43,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.4371066,-119.2694416,321.5, INT ML,Pitting,,,MFL/CLP,,
87,Weld,,,1310.82,13+13,60.24,60.4,60.41,280,Launch Valve - Rio Bravo Station (0+00),1310.82,Block Valve  BV 7.14 (377+16),36329.71,16,0.25,,52000, 10:00,,,,,,,,,,1170,,,1170,,,,,,,35.4372064,-119.2694417,320.7,GIRTH WELD,,,,MFL/CLP,,
88,Anomaly - Corrosion,,INT,1340.26,13+43,29.44,30.96,60.41,280,Launch Valve - Rio Bravo Station (0+00),1340.26,Block Valve  BV 7.14 (377+16),36300.27,16,0.25,,52000,,15,0.04,,,,,0.4,0.6, 05:51,1170,1933,1392,1170,0.841,1.19,1933,1392,,,35.4372874,-119.269441,320.3, INT ML,Pitting,,,MFL/CLP,,
89,Anomaly - Corrosion,,INT,1347.15,13+50,36.33,24.08,60.41,280,Launch Valve - Rio Bravo Station (0+00),1347.15,Block Valve  BV 7.14 (377+16),36293.39,16,0.25,,52000,,23,0.06,,,,,0.3,0.3, 05:46,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.4373063,-119.2694406,320.3, INT ML,Pinhole,,,MFL/CLP,,
90,Weld,,,1371.22,13+74,60.41,60.49,60.49,290,Launch Valve - Rio Bravo Station (0+00),1371.22,Block Valve  BV 7.14 (377+16),36269.31,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.4373725,-119.2694394,320,GIRTH WELD,,,,MFL/CLP,,
91,Weld,,,1431.71,14+35,60.49,59.95,59.95,300,Launch Valve - Rio Bravo Station (0+00),1431.71,Block Valve  BV 7.14 (377+16),36208.82,16,0.25,,52000, 10:44,,,,,,,,,,1170,,,1170,,,,,,,35.4375387,-119.2694385,318.6,GIRTH WELD,,,,MFL/CLP,,
92,Anomaly - Corrosion,,INT,1478.98,14+82,47.27,12.68,59.95,300,Launch Valve - Rio Bravo Station (0+00),1478.98,Block Valve  BV 7.14 (377+16),36161.55,16,0.25,,52000,,19,0.05,,,,,0.4,0.4, 05:50,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.4376687,-119.2694383,318.3, INT ML,Pitting,,,MFL/CLP,,
93,Anomaly - Corrosion,,INT,1484.31,14+87,52.6,7.35,59.95,300,Launch Valve - Rio Bravo Station (0+00),1484.31,Block Valve  BV 7.14 (377+16),36156.22,16,0.25,,52000,,17,0.04,,,,,0.4,0.4, 05:44,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.4376833,-119.2694381,318.4, INT ML,Circumferential Slotting,,,MFL/CLP,,
94,Anomaly - Corrosion,,INT,1486.43,14+89,54.72,5.23,59.95,300,Launch Valve - Rio Bravo Station (0+00),1486.43,Block Valve  BV 7.14 (377+16),36154.1,16,0.25,,52000,,20,0.05,,,,,0.4,0.4, 05:45,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.4376891,-119.269438,318.4, INT ML,Circumferential Slotting,,,MFL/CLP,,
95,Weld,,,1491.66,14+95,59.95,60.38,60.38,310,Launch Valve - Rio Bravo Station (0+00),1491.66,Block Valve  BV 7.14 (377+16),36148.87,16,0.25,,52000, 01:48,,,,,,,,,,1170,,,1170,,,,,,,35.4377035,-119.2694379,318.5,GIRTH WELD,,,,MFL/CLP,,
96,Weld,,,1552.04,15+55,60.38,60.3,60.3,320,Launch Valve - Rio Bravo Station (0+00),1552.04,Block Valve  BV 7.14 (377+16),36088.49,16,0.25,,52000, 10:16,,,,,,,,,,1170,,,1170,,,,,,,35.4378695,-119.2694375,318.5,GIRTH WELD,,,,MFL/CLP,,
97,Weld,,,1612.34,16+16,60.3,60.41,60.41,330,Launch Valve - Rio Bravo Station (0+00),1612.34,Block Valve  BV 7.14 (377+16),36028.2,16,0.25,,52000, 12:28,,,,,,,,,,1170,,,1170,,,,,,,35.4380352,-119.2694375,318.2,GIRTH WELD,,,,MFL/CLP,,
98,Weld,,,1672.75,16+76,60.41,60.46,60.46,340,Launch Valve - Rio Bravo Station (0+00),1672.75,Block Valve  BV 7.14 (377+16),35967.78,16,0.25,,52000, 10:04,,,,,,,,,,1170,,,1170,,,,,,,35.4382013,-119.2694367,319.4,GIRTH WELD,,,,MFL/CLP,,
99,Weld,,,1733.21,17+37,60.46,60.4,60.4,350,Launch Valve - Rio Bravo Station (0+00),1733.21,Block Valve  BV 7.14 (377+16),35907.32,16,0.25,,52000, 01:04,,,,,,,,,,1170,,,1170,,,,,,,35.4383672,-119.2694341,322.8,GIRTH WELD,,,,MFL/CLP,,
100,Weld,,,1793.62,17+97,60.4,60.47,60.47,360,Launch Valve - Rio Bravo Station (0+00),1793.62,Block Valve  BV 7.14 (377+16),35846.92,16,0.25,,52000, 10:28,,,,,,,,,,1170,,,1170,,,,,,,35.4385332,-119.2694318,324.5,GIRTH WELD,,,,MFL/CLP,,
101,Weld,,,1854.09,18+58,60.47,60.45,60.46,370,Launch Valve - Rio Bravo Station (0+00),1854.09,Block Valve  BV 7.14 (377+16),35786.44,16,0.25,,52000, 01:32,,,,,,,,,,1170,,,1170,,,,,,,35.4386994,-119.2694296,326,GIRTH WELD,,,,MFL/CLP,,
102,Weld,,,1914.54,19+18,60.46,60.49,60.49,380,Launch Valve - Rio Bravo Station (0+00),1914.54,Block Valve  BV 7.14 (377+16),35725.99,16,0.25,,52000, 10:24,,,,,,,,,,1170,,,1170,,,,,,,35.4388656,-119.2694281,326.7,GIRTH WELD,,,,MFL/CLP,,
103,Weld,,,1975.03,19+79,60.49,60.39,60.39,390,Launch Valve - Rio Bravo Station (0+00),1975.03,Block Valve  BV 7.14 (377+16),35665.51,16,0.25,,52000, 12:20,,,,,,,,,,1170,,,1170,,,,,,,35.4390319,-119.269427,326.9,GIRTH WELD,,,,MFL/CLP,,
104,Weld,,,2035.41,20+39,60.39,60.42,60.43,400,Launch Valve - Rio Bravo Station (0+00),2035.41,Block Valve  BV 7.14 (377+16),35605.12,16,0.25,,52000, 01:44,,,,,,,,,,1170,,,1170,,,,,,,35.4391979,-119.269426,326.9,GIRTH WELD,,,,MFL/CLP,,
105,Weld,,,2095.84,21+00,60.43,60.44,60.44,410,Launch Valve - Rio Bravo Station (0+00),2095.84,Block Valve  BV 7.14 (377+16),35544.7,16,0.25,,52000, 10:56,,,,,,,,,,1170,,,1170,,,,,,,35.439364,-119.2694245,327.1,GIRTH WELD,,,,MFL/CLP,,
106,Weld,,,2156.28,21+61,60.44,60.53,60.53,420,Launch Valve - Rio Bravo Station (0+00),2156.28,Block Valve  BV 7.14 (377+16),35484.25,16,0.25,,52000, 01:16,,,,,,,,,,1170,,,1170,,,,,,,35.4395302,-119.2694233,327.3,GIRTH WELD,,,,MFL/CLP,,
107,Anomaly - Corrosion,,INT,2190.83,21+95,34.55,25.98,60.53,420,Launch Valve - Rio Bravo Station (0+00),2190.83,Block Valve  BV 7.14 (377+16),35449.7,16,0.25,,52000,,17,0.04,,,,,0.4,0.4, 05:48,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.4396252,-119.2694225,327.3, INT ML,Circumferential Slotting,,,MFL/CLP,,
108,Anomaly - Corrosion,,INT,2194.41,21+99,38.13,22.4,60.53,420,Launch Valve - Rio Bravo Station (0+00),2194.41,Block Valve  BV 7.14 (377+16),35446.12,16,0.25,,52000,,18,0.05,,,,,0.4,0.4, 05:47,1170,1933,1391,1170,0.841,1.189,1931,1391,,,35.439635,-119.2694224,327.3, INT ML,Pitting,,,MFL/CLP,,
109,Anomaly - Corrosion,,INT,2196.42,22+01,40.14,20.39,60.53,420,Launch Valve - Rio Bravo Station (0+00),2196.42,Block Valve  BV 7.14 (377+16),35444.11,16,0.25,,52000,,18,0.05,,,,,0.4,0.4, 05:47,1170,1933,1392,1170,0.841,1.19,1932,1391,,,35.4396406,-119.2694224,327.3, INT ML,Pitting,,,MFL/CLP,,
110,Anomaly - Corrosion,,INT,2205.01,22+09,48.73,11.8,60.53,420,Launch Valve - Rio Bravo Station (0+00),2205.01,Block Valve  BV 7.14 (377+16),35435.52,16,0.25,,52000,,17,0.04,,,,,0.4,0.4, 05:46,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.4396642,-119.2694223,327.4, INT ML,Circumferential Slotting,,,MFL/CLP,,
111,Anomaly - Corrosion Cluster,,INT,2206.54,22+11,50.26,10.27,60.53,420,Launch Valve - Rio Bravo Station (0+00),2206.54,Block Valve  BV 7.14 (377+16),35433.99,16,0.25,,52000,,17,0.04,,,,,0.9,0.4, 05:46,1170,1919,1381,1170,0.847,1.181,1928,1388,,,35.4396684,-119.2694223,327.4, INT ML,Axial Grooving,,,MFL/CLP,,
112,Anomaly - Corrosion Cluster,,INT,2207.92,22+12,51.64,8.89,60.53,420,Launch Valve - Rio Bravo Station (0+00),2207.92,Block Valve  BV 7.14 (377+16),35432.61,16,0.25,,52000,,15,0.04,,,,,1.2,0.6, 05:47,1170,1911,1376,1170,0.85,1.176,1915,1379,,,35.4396722,-119.2694223,327.4, INT ML,Pitting,,,MFL/CLP,,
113,Weld,,,2216.81,22+21,60.53,60.45,60.45,430,Launch Valve - Rio Bravo Station (0+00),2216.81,Block Valve  BV 7.14 (377+16),35423.72,16,0.25,,52000, 10:32,,,,,,,,,,1170,,,1170,,,,,,,35.4396966,-119.2694222,327.3,GIRTH WELD,,,,MFL/CLP,,
114,Anomaly - Corrosion,,INT,2223.79,22+28,6.98,53.47,60.45,430,Launch Valve - Rio Bravo Station (0+00),2223.79,Block Valve  BV 7.14 (377+16),35416.74,16,0.25,,52000,,18,0.05,,,,,0.4,0.5, 05:57,1170,1933,1391,1170,0.841,1.189,1931,1391,,,35.4397158,-119.2694222,327.3, INT ML,Pitting,,,MFL/CLP,,
115,Anomaly - Corrosion,,INT,2230.71,22+35,13.9,46.55,60.45,430,Launch Valve - Rio Bravo Station (0+00),2230.71,Block Valve  BV 7.14 (377+16),35409.82,16,0.25,,52000,,25,0.06,,,,,0.4,0.5, 05:47,1170,1931,1391,1170,0.842,1.188,1930,1390,,,35.4397348,-119.2694222,327.3, INT ML,Pitting,,,MFL/CLP,,
116,Anomaly - Corrosion,,INT,2234.04,22+39,17.22,43.23,60.45,430,Launch Valve - Rio Bravo Station (0+00),2234.04,Block Valve  BV 7.14 (377+16),35406.5,16,0.25,,52000,,15,0.04,,,,,0.4,0.5, 05:58,1170,1933,1392,1170,0.841,1.19,1933,1392,,,35.439744,-119.2694222,327.2, INT ML,Pitting,,,MFL/CLP,,
117,Anomaly - Corrosion,,INT,2253.6,22+58,36.79,23.67,60.45,430,Launch Valve - Rio Bravo Station (0+00),2253.6,Block Valve  BV 7.14 (377+16),35386.93,16,0.25,,52000,,17,0.04,,,,,0.5,0.6, 05:48,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.4397978,-119.269422,327, INT ML,Pitting,,,MFL/CLP,,
118,Anomaly - Corrosion,,INT,2264.27,22+69,47.46,12.99,60.45,430,Launch Valve - Rio Bravo Station (0+00),2264.27,Block Valve  BV 7.14 (377+16),35376.26,16,0.25,,52000,,19,0.05,,,,,0.4,0.4, 06:01,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.4398271,-119.2694218,326.9, INT ML,Circumferential Slotting,,,MFL/CLP,,
119,Anomaly - Corrosion,,INT,2274.48,22+79,57.67,2.78,60.45,430,Launch Valve - Rio Bravo Station (0+00),2274.48,Block Valve  BV 7.14 (377+16),35366.05,16,0.25,,52000,,15,0.04,,,,,0.4,0.5, 05:51,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.4398552,-119.2694215,326.8, INT ML,Circumferential Slotting,,,MFL/CLP,,
120,Weld,,,2277.26,22+82,60.45,60.48,60.48,440,Launch Valve - Rio Bravo Station (0+00),2277.26,Block Valve  BV 7.14 (377+16),35363.27,16,0.25,,52000, 11:36,,,,,,,,,,1170,,,1170,,,,,,,35.4398628,-119.2694214,326.8,GIRTH WELD,,,,MFL/CLP,,
121,Weld,,,2337.74,23+42,60.48,60.45,60.45,450,Launch Valve - Rio Bravo Station (0+00),2337.74,Block Valve  BV 7.14 (377+16),35302.79,16,0.25,,52000, 09:24,,,,,,,,,,1170,,,1170,,,,,,,35.4400291,-119.2694203,326,GIRTH WELD,,,,MFL/CLP,,
122,Weld,,,2398.2,24+03,60.45,60.39,60.39,460,Launch Valve - Rio Bravo Station (0+00),2398.2,Block Valve  BV 7.14 (377+16),35242.34,16,0.25,,52000, 12:16,,,,,,,,,,1170,,,1170,,,,,,,35.4401952,-119.2694188,325.4,GIRTH WELD,,,,MFL/CLP,,
123,Anomaly - Corrosion,,INT,2403.82,24+09,5.63,54.76,60.39,460,Launch Valve - Rio Bravo Station (0+00),2403.82,Block Valve  BV 7.14 (377+16),35236.71,16,0.25,,52000,,20,0.05,,,,,0.6,0.3, 06:02,1170,1927,1388,1170,0.843,1.186,1925,1386,,,35.4402107,-119.2694186,325.4, INT ML,Axial Slotting,,,MFL/CLP,,
124,Weld,,,2458.58,24+64,60.39,60.3,60.3,470,Launch Valve - Rio Bravo Station (0+00),2458.58,Block Valve  BV 7.14 (377+16),35181.95,16,0.25,,52000, 10:08,,,,,,,,,,1170,,,1170,,,,,,,35.4403613,-119.2694178,325.2,GIRTH WELD,,,,MFL/CLP,,
125,Anomaly - Corrosion,,INT,2507.84,25+13,49.26,11.03,60.3,470,Launch Valve - Rio Bravo Station (0+00),2507.84,Block Valve  BV 7.14 (377+16),35132.69,16,0.25,,52000,,15,0.04,,,,,0.6,0.5, 05:46,1170,1931,1390,1170,0.842,1.188,1930,1389,,,35.4404967,-119.2694168,325.1, INT ML,Pitting,,,MFL/CLP,,
126,Anomaly - Corrosion,,INT,2509.39,25+14,50.8,9.49,60.3,470,Launch Valve - Rio Bravo Station (0+00),2509.39,Block Valve  BV 7.14 (377+16),35131.15,16,0.25,,52000,,17,0.04,,,,,0.4,0.5, 05:53,1170,1934,1392,1170,0.841,1.19,1933,1392,,,35.4405009,-119.2694168,325.1, INT ML,Pitting,,,MFL/CLP,,
127,Weld,,,2518.88,25+24,60.3,60.43,60.43,480,Launch Valve - Rio Bravo Station (0+00),2518.88,Block Valve  BV 7.14 (377+16),35121.65,16,0.25,,52000, 12:08,,,,,,,,,,1170,,,1170,,,,,,,35.440527,-119.2694165,325.2,GIRTH WELD,,,,MFL/CLP,,
128,Anomaly - Corrosion,,INT,2559.26,25+64,40.38,20.06,60.43,480,Launch Valve - Rio Bravo Station (0+00),2559.26,Block Valve  BV 7.14 (377+16),35081.28,16,0.25,,52000,,19,0.05,,,,,0.4,0.4, 05:56,1170,1934,1392,1170,0.84,1.19,1933,1392,,,35.440638,-119.2694157,325.7, INT ML,Circumferential Slotting,,,MFL/CLP,,
129,Anomaly - Corrosion,,INT,2565.78,25+71,46.91,13.53,60.43,480,Launch Valve - Rio Bravo Station (0+00),2565.78,Block Valve  BV 7.14 (377+16),35074.75,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:43,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.440656,-119.2694156,325.7, INT ML,Circumferential Slotting,,,MFL/CLP,,
130,Weld,,,2579.31,25+84,60.43,60.48,60.48,490,Launch Valve - Rio Bravo Station (0+00),2579.31,Block Valve  BV 7.14 (377+16),35061.22,16,0.25,,52000, 12:00,,,,,,,,,,1170,,,1170,,,,,,,35.4406932,-119.2694156,325.6,GIRTH WELD,,,,MFL/CLP,,
131,Weld,,,2639.79,26+45,60.48,60.49,60.49,500,Launch Valve - Rio Bravo Station (0+00),2639.79,Block Valve  BV 7.14 (377+16),35000.75,16,0.25,,52000, 10:36,,,,,,,,,,1170,,,1170,,,,,,,35.4408594,-119.2694152,325.9,GIRTH WELD,,,,MFL/CLP,,
132,Anomaly - Corrosion,,INT,2665.86,26+71,26.08,34.41,60.49,500,Launch Valve - Rio Bravo Station (0+00),2665.86,Block Valve  BV 7.14 (377+16),34974.67,16,0.25,,52000,,17,0.04,,,,,0.4,0.3, 05:41,1170,1934,1393,1170,0.84,1.19,1934,1392,,,35.4409311,-119.269415,325.9, INT ML,Pinhole,,,MFL/CLP,,
133,Anomaly - Corrosion,,INT,2678.09,26+83,38.31,22.18,60.49,500,Launch Valve - Rio Bravo Station (0+00),2678.09,Block Valve  BV 7.14 (377+16),34962.44,16,0.25,,52000,,15,0.04,,,,,0.4,0.4, 05:38,1170,1935,1393,1170,0.84,1.191,1934,1393,,,35.4409647,-119.2694147,325.9, INT ML,Circumferential Slotting,,,MFL/CLP,,
134,Anomaly - Corrosion,,INT,2693.59,26+99,53.8,6.69,60.49,500,Launch Valve - Rio Bravo Station (0+00),2693.59,Block Valve  BV 7.14 (377+16),34946.94,16,0.25,,52000,,17,0.04,,,,,0.5,0.6, 05:59,1170,1932,1391,1170,0.841,1.189,1931,1390,,,35.4410073,-119.2694144,325.9, INT ML,Pitting,,,MFL/CLP,,
135,Anomaly - Corrosion Cluster,,INT,2696.77,27+02,56.98,3.5,60.49,500,Launch Valve - Rio Bravo Station (0+00),2696.77,Block Valve  BV 7.14 (377+16),34943.76,16,0.25,,52000,,19,0.05,,,,,1,0.4, 05:53,1170,1912,1377,1170,0.85,1.177,1918,1381,,,35.4410161,-119.2694143,325.9, INT ML,Axial Grooving,,,MFL/CLP,,
136,Anomaly - Corrosion,,INT,2699.62,27+05,59.83,0.66,60.49,500,Launch Valve - Rio Bravo Station (0+00),2699.62,Block Valve  BV 7.14 (377+16),34940.91,16,0.25,,52000,,20,0.05,,,,,0.3,0.2, 05:45,1170,1935,1393,1170,0.84,1.191,1935,1393,,,35.4410239,-119.2694142,325.9, INT ML,Pinhole,,,MFL/CLP,,
137,Weld,,,2700.28,27+06,60.49,60.46,60.46,510,Launch Valve - Rio Bravo Station (0+00),2700.28,Block Valve  BV 7.14 (377+16),34940.26,16,0.25,,52000, 12:28,,,,,,,,,,1170,,,1170,,,,,,,35.4410257,-119.2694141,325.9,GIRTH WELD,,,,MFL/CLP,,
138,Anomaly - Corrosion,,INT,2717.4,27+23,17.12,43.34,60.46,510,Launch Valve - Rio Bravo Station (0+00),2717.4,Block Valve  BV 7.14 (377+16),34923.13,16,0.25,,52000,,18,0.05,,,,,0.4,0.3, 05:57,1170,1934,1393,1170,0.84,1.19,1933,1392,,,35.4410728,-119.2694136,325.8, INT ML,Pinhole,,,MFL/CLP,,
