Feature Number (sequential order),Vendor-Specific Feature Name,Standard Feature Name,INT/ EXT (ID/OD),Odometer,Station Number,Distance to U/S weld,Distance to D/S weld,Joint Length,Defect Joint Number,Upstream (U/S) Reference Name,Upstream (U/S) Reference Distance From,Downstream (D/S) Reference Name,Downstream (D/S) Reference Distance To,Diameter,Nominal Wall Thickness,Measured Wall Thickness,Pipe Grade (SMYS),Long Seam Orientation,Metal Loss Depth,Metal Loss Depth,Deformation Depth,Deformation Depth,Crack Depth,Crack Depth,Length,Width,Orientation,MOP,Modified B31.G Pburst,Modified B31.G Psafe,Design Pressure (72% SMYS),ERF,RPR,Effective Area Pburst,Effective Area Psafe,Group Number,Group Category,NAD 83 Latittude,NAD 83 Longititude,NAVD 88 elevation,Comments,POF classification,Excavation/ Repair Required,SPLC Notes,Tool Type/ Technology,Length/A (x),Width/A (y)
40001566,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,773.52",298+33,35.63,5.87,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,423.64","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,643.49",8.625,0.25,,42000,,15,0.038,,,,,1.087,0.944,6:00,1440,2954,2127,1753,0.677,1.213,2942,2118,,,35.6507265,-119.7841931,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001567,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,774.42",298+32,36.52,4.98,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,424.53","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,642.60",8.625,0.25,,42000,,16,0.041,,,,,0.962,0.753,6:00,1440,2960,2131,1753,0.676,1.216,2949,2123,,,35.6507252,-119.7841957,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001568,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,774.80",298+32,36.91,4.6,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,424.91","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,642.22",8.625,0.25,,42000,,20,0.051,,,,,1.109,0.705,6:00,1440,2928,2108,1753,0.683,1.203,2910,2095,,,35.6507247,-119.7841968,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001569,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,777.05",298+30,39.14,2.36,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,427.16","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,639.97",8.625,0.25,,42000,,20,0.05,,,,,0.82,0.875,5:45,1440,2963,2133,1753,0.675,1.217,2951,2125,,,35.6507215,-119.7842033,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001570,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,777.31",298+29,39.42,2.09,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,427.42","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,639.70",8.625,0.25,,42000,,20,0.05,,,,,0.989,0.611,6:00,1440,2943,2119,1753,0.68,1.209,2928,2108,,,35.6507212,-119.7842041,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001571,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,777.61",298+29,39.71,1.8,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,427.72","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,639.41",8.625,0.25,,42000,,17,0.042,,,,,0.849,0.841,6:00,1440,2970,2138,1753,0.673,1.22,2960,2132,,,35.6507207,-119.784205,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001572,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,778.31",298+28,40.41,1.1,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,428.42","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,638.70",8.625,0.25,,42000,,16,0.04,,,,,0.837,0.618,6:00,1440,2974,2141,1753,0.673,1.221,2965,2135,,,35.6507197,-119.784207,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001573,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,778.77",298+28,40.86,0.65,41.51,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,428.88","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,638.25",8.625,0.25,,42000,,18,0.044,,,,,0.655,0.616,6:00,1440,2984,2149,1753,0.67,1.226,2978,2144,,,35.6507191,-119.7842083,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5380,Weld,Weld - Longitudinal seam,,"18,779.44",298+27,,,41.5,5370,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,429.55","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,637.57",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6507187,-119.7842091,,,,,,MFL+DEF (xHD),,
40001574,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,784.56",298+22,5.15,36.34,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,434.68","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,632.45",8.625,0.25,,42000,,24,0.06,,,,,0.698,0.506,5:45,1440,2966,2136,1753,0.674,1.218,2955,2128,,,35.6507114,-119.7842238,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001575,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,784.90",298+22,5.5,36,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,435.01","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,632.12",8.625,0.25,,42000,,21,0.053,,,,,0.976,0.575,5:45,1440,2940,2117,1753,0.68,1.207,2923,2105,,,35.6507109,-119.7842248,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001576,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,788.91",298+18,9.52,31.98,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,439.02","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,628.11",8.625,0.25,,42000,,15,0.037,,,,,1.223,0.859,6:00,1440,2944,2120,1753,0.679,1.209,2930,2109,,,35.6507051,-119.7842363,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001577,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,791.53",298+15,12.22,29.28,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,441.64","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,625.48",8.625,0.25,,42000,,16,0.041,,,,,3.012,0.59,5:45,1440,2802,2018,1753,0.714,1.151,2772,1996,,,35.6507014,-119.7842439,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001578,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,792.20",298+14,12.85,28.64,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,442.31","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,624.82",8.625,0.25,,42000,,24,0.061,,,,,2.396,1.324,6:00,1440,2739,1972,1753,0.73,1.125,2745,1976,,,35.6507004,-119.7842458,,Metal Loss,GENE,,,MFL+DEF (xHD),,
40001579,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,794.23",298+12,14.83,26.67,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,444.34","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,622.79",8.625,0.25,,42000,,22,0.054,,,,,1.081,0.664,5:45,1440,2924,2105,1753,0.684,1.201,2905,2091,,,35.6506975,-119.7842517,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001580,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,797.21",298+09,17.8,23.69,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,447.32","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,619.81",8.625,0.25,,42000,,18,0.045,,,,,0.927,0.729,5:45,1440,2958,2130,1753,0.676,1.215,2946,2121,,,35.6506932,-119.7842602,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001581,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,797.97",298+09,18.56,22.94,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,448.08","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,619.04",8.625,0.25,,42000,,15,0.038,,,,,0.641,0.475,6:00,1440,2990,2153,1753,0.669,1.228,2985,2149,,,35.6506921,-119.7842624,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001582,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,804.05",298+03,24.64,16.86,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,454.16","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,612.97",8.625,0.25,,42000,,17,0.044,,,,,0.823,0.481,6:00,1440,2970,2139,1753,0.673,1.22,2961,2132,,,35.6506834,-119.7842799,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001583,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,804.43",298+02,25.02,16.48,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,454.54","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,612.58",8.625,0.25,,42000,,16,0.04,,,,,0.632,0.505,6:00,1440,2989,2152,1753,0.669,1.228,2984,2149,,,35.6506829,-119.784281,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001584,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,805.26",298+01,25.85,15.65,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,455.37","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,611.76",8.625,0.25,,42000,,24,0.059,,,,,0.804,0.506,6:00,1440,2954,2127,1753,0.677,1.213,2940,2117,,,35.6506817,-119.7842834,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001585,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,805.52",298+01,26.13,15.37,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,455.63","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,611.50",8.625,0.25,,42000,,15,0.039,,,,,1.253,0.756,5:45,1440,2938,2116,1753,0.681,1.207,2923,2105,,,35.6506813,-119.7842841,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001586,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,806.88",298+00,27.47,14.02,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,456.99","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,610.14",8.625,0.25,,42000,,20,0.049,,,,,0.926,0.533,6:00,1440,2953,2126,1753,0.677,1.213,2939,2116,,,35.6506794,-119.7842881,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001587,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,807.41",297+99,28.02,13.48,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,457.53","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,609.60",8.625,0.25,,42000,,18,0.046,,,,,1.088,0.603,6:00,1440,2940,2117,1753,0.68,1.207,2924,2105,,,35.6506786,-119.7842896,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001588,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,808.31",297+98,28.91,12.58,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,458.42","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,608.71",8.625,0.25,,42000,,23,0.057,,,,,1.116,0.849,6:00,1440,2915,2099,1753,0.686,1.197,2893,2083,,,35.6506773,-119.7842922,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001589,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,810.34",297+96,30.98,10.51,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,460.45","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,606.67",8.625,0.25,,42000,,16,0.04,,,,,2.02,0.722,6:00,1440,2868,2065,1753,0.697,1.178,2840,2044,,,35.6506744,-119.784298,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001590,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,815.46",297+91,36.07,5.43,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,465.57","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,601.56",8.625,0.25,,42000,,17,0.041,,,,,1.321,0.644,6:00,1440,2926,2107,1753,0.684,1.202,2908,2094,,,35.6506671,-119.7843127,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001591,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,816.21",297+90,36.82,4.68,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,466.32","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,600.80",8.625,0.25,,42000,,16,0.039,,,,,1.202,0.546,6:00,1440,2942,2118,1753,0.68,1.208,2928,2108,,,35.650666,-119.7843149,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001592,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,817.24",297+89,37.83,3.67,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,467.35","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,599.78",8.625,0.25,,42000,,18,0.046,,,,,0.783,0.517,6:00,1440,2971,2139,1753,0.673,1.22,2962,2132,,,35.6506645,-119.7843179,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001593,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,817.43",297+89,38.04,3.46,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,467.55","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,599.58",8.625,0.25,,42000,,16,0.04,,,,,1.059,0.552,6:00,1440,2954,2127,1753,0.677,1.213,2942,2118,,,35.6506642,-119.7843184,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001594,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,819.86",297+87,40.45,1.05,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,469.97","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,597.16",8.625,0.25,,42000,,19,0.048,,,,,0.829,0.416,6:00,1440,2965,2134,1753,0.675,1.218,2954,2127,,,35.6506607,-119.7843254,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001595,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,820.21",297+87,40.79,0.7,41.5,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,470.32","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,596.81",8.625,0.25,,42000,,18,0.046,,,,,0.657,0.483,5:45,1440,2983,2148,1753,0.671,1.225,2976,2143,,,35.6506602,-119.7843264,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5390,Weld,Weld - Longitudinal seam,,"18,820.94",297+86,,,41.55,5380,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,471.05","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,596.08",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6506592,-119.7843285,,,,,,MFL+DEF (xHD),,
40001596,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,821.91",297+85,1.01,40.54,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,472.03","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,595.10",8.625,0.25,,42000,,19,0.047,,,,,0.671,0.526,6:00,1440,2980,2146,1753,0.671,1.224,2973,2141,,,35.6506578,-119.7843313,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001597,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,822.21",297+85,1.31,40.23,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,472.32","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,594.81",8.625,0.25,,42000,,15,0.038,,,,,0.954,0.534,6:00,1440,2965,2135,1753,0.674,1.218,2955,2128,,,35.6506574,-119.7843322,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001598,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,822.43",297+84,1.54,40,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,472.55","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,594.58",8.625,0.25,,42000,,22,0.054,,,,,1.096,0.617,6:00,1440,2923,2104,1753,0.684,1.2,2903,2090,,,35.6506571,-119.7843328,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001599,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,827.58",297+79,6.68,34.87,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,477.70","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,589.43",8.625,0.25,,42000,,16,0.04,,,,,0.771,0.53,6:00,1440,2979,2145,1753,0.671,1.223,2971,2139,,,35.6506497,-119.7843476,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001600,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,828.88",297+78,7.99,33.56,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,478.99","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,588.14",8.625,0.25,,42000,,19,0.048,,,,,1.221,0.824,6:00,1440,2920,2103,1753,0.685,1.199,2901,2088,,,35.6506478,-119.7843513,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001601,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,838.76",297+68,17.87,23.68,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,488.87","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,578.25",8.625,0.25,,42000,,20,0.049,,,,,1.124,0.709,6:00,1440,2929,2109,1753,0.683,1.203,2911,2096,,,35.6506336,-119.7843798,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001602,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,840.13",297+67,19.23,22.31,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,490.24","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,576.89",8.625,0.25,,42000,,19,0.049,,,,,1.101,0.691,6:00,1440,2933,2112,1753,0.682,1.205,2916,2100,,,35.6506317,-119.7843837,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001603,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,845.84",297+61,24.95,16.6,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,495.95","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,571.18",8.625,0.25,,42000,,20,0.05,,,,,1.176,0.981,5:45,1440,2921,2103,1753,0.685,1.2,2902,2089,,,35.6506235,-119.7844001,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001604,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,847.33",297+59,26.42,15.12,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,497.44","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,569.68",8.625,0.25,,42000,,15,0.038,,,,,0.712,0.513,6:00,1440,2985,2149,1753,0.67,1.226,2979,2145,,,35.6506213,-119.7844044,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001605,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,848.86",297+58,27.98,13.57,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,498.98","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,568.15",8.625,0.25,,42000,,16,0.039,,,,,1.232,0.845,6:00,1440,2940,2117,1753,0.68,1.207,2925,2106,,,35.6506191,-119.7844088,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001606,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,849.62",297+57,28.71,12.83,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,499.73","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,567.39",8.625,0.25,,42000,,15,0.038,,,,,0.697,0.562,6:00,1440,2986,2150,1753,0.67,1.226,2980,2146,,,35.650618,-119.784411,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001607,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,858.68",297+48,37.78,3.76,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,508.80","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,558.33",8.625,0.25,,42000,,21,0.051,,,,,0.914,0.646,6:00,1440,2950,2124,1753,0.678,1.212,2936,2114,,,35.650605,-119.7844371,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001608,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,860.07",297+47,39.17,2.38,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,510.18","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,556.95",8.625,0.25,,42000,,16,0.04,,,,,0.904,0.505,6:15,1440,2967,2136,1753,0.674,1.219,2957,2129,,,35.650603,-119.7844411,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001609,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,861.74",297+45,40.82,0.72,41.55,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,511.85","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,555.28",8.625,0.25,,42000,,16,0.04,,,,,0.617,0.398,6:00,1440,2990,2153,1753,0.669,1.228,2986,2150,,,35.6506006,-119.7844459,,Metal Loss,PITT,,,MFL+DEF (xHD),,
5400,Weld,Weld - Longitudinal seam,,"18,862.48",297+44,,,41.49,5390,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,512.60","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,554.53",8.625,,,,,,,,,,,,,,1440,,,,,,,,,,35.6506001,-119.7844469,,,,,,MFL+DEF (xHD),,
40001610,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,863.73",297+43,1.28,40.2,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,513.84","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,553.29",8.625,0.25,,42000,,16,0.041,,,,,0.934,0.7,6:00,1440,2963,2134,1753,0.675,1.217,2953,2126,,,35.6505983,-119.7844505,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001611,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,865.65",297+41,3.18,38.3,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,515.76","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,551.37",8.625,0.25,,42000,,17,0.042,,,,,0.489,0.392,6:00,1440,2998,2158,1753,0.667,1.231,2994,2156,,,35.6505956,-119.784456,,Metal Loss,AXSL,,,MFL+DEF (xHD),,
40001612,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,868.03",297+39,5.6,35.89,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,518.14","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,548.98",8.625,0.25,,42000,,17,0.043,,,,,1.302,0.617,5:45,1440,2923,2104,1753,0.684,1.2,2904,2091,,,35.6505921,-119.7844629,,Metal Loss,AXGR,,,MFL+DEF (xHD),,
40001613,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,868.71",297+38,6.26,35.23,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,518.82","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,548.30",8.625,0.25,,42000,,22,0.054,,,,,0.757,0.488,6:00,1440,2965,2135,1753,0.675,1.218,2954,2127,,,35.6505912,-119.7844648,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001614,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,869.19",297+38,6.73,34.75,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,519.30","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,547.83",8.625,0.25,,42000,,17,0.042,,,,,0.62,0.491,6:00,1440,2989,2152,1753,0.669,1.227,2983,2148,,,35.6505905,-119.7844662,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001615,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,873.70",297+33,11.24,30.24,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,523.81","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,543.32",8.625,0.25,,42000,,21,0.052,,,,,0.714,0.534,6:00,1440,2972,2140,1753,0.673,1.221,2963,2133,,,35.650584,-119.7844791,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001616,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,874.39",297+33,11.94,29.55,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,524.51","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,542.62",8.625,0.25,,42000,,20,0.051,,,,,0.673,0.468,6:00,1440,2977,2144,1753,0.672,1.223,2969,2138,,,35.650583,-119.7844811,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001617,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,875.46",297+31,13,28.48,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,525.57","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,541.56",8.625,0.25,,42000,,26,0.064,,,,,0.663,0.558,6:00,1440,2966,2136,1753,0.674,1.218,2955,2128,,,35.6505815,-119.7844842,,Metal Loss,PITT,,,MFL+DEF (xHD),,
40001618,Metal Loss,Anomaly - Corrosion cluster,Internal,"18,877.32",297+30,14.86,26.62,41.49,5400,"AGM 6, Sta. 312+52, P/L Marker W. of Gypsum Mine- from 2017 Data","1,527.43","AGM 7, Sta. 281+95, P/L Marker- from 2017 Data","1,539.70",8.625,0.25,,42000,,23,0.058,,,,,0.76,0.454,6:00,1440,2960,2131,1753,0.676,1.216,2947,2122,,,35.6505788,-119.7844895,,Metal Loss,PITT,,,MFL+DEF (xHD),,
