ILI Tool,PBF_ID,Adjstd Weld Number,Adjstd Milepost,Adjstd Sta,STA Diff,ODO Diff,Multiplier,Odometer (ft),Odometer Distance to Start of Box (ft),Feature Number,Feature Description,Distance to Nearest Weld (ft),Distance to Upstream Weld (ft),Distance to Downstream Weld (ft),Distance From Top of Pipe (ft),Distance to Nearest AGM (ft),Distance to Upstream AGM (ft),Distance to Downstream AGM (ft),WT (in),Max Depth (%),Max Depth + Tolerance (%),Length (in),Width (in),Oreintation (Degrees),Pipe Length (ft),Long Seam Orient. (Degrees),0.85DL Safe MAOP Rating (psig),0.85DL Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Safe MAOP Rating (psig),Eff. Area B31G of API579 Safe MAOP Rating + Tolerance (psig),Eff. Area B31G of API579 Burst Press. Rating (psig),Eff. Area B31G of API579 Burst Press. Rating + Tolerance (psig),Latitude NAD83,Longitude NAD83,Elevation Above Mean Sea Level NAVD88 (ft),Comments,Pipe Size (in),Pipe Grade ,Pipe Type,MOP (psi)
MFL,745,257,2.417,127+91.7,,,,12760.52,12760.29,744,ML Cluster Ext Weld Adjacent,D0.11,60.92,0.11,2.21,U577.75,577.75,9547.63,0.250,32,42,2.94,7.51,190,61.03,,1315,1245,1398,1336,1942,1855,39.6231577,-75.6397616,52.1,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,746,258,2.417,127+91.9,,,,12760.63,,745,Weld,U61.03,61.03,61.17,,U577.86,577.86,9547.52,0.250,,,,,,61.17,,,,,,,,39.6231580,-75.6397614,52.1,,16.000,X56,ERW,960
MFL,747,258,2.417,127+92.4,,,,12761.20,12761.17,746,ML Cluster Ext,U0.56,0.56,60.61,2.41,U578.43,578.43,9546.95,0.250,17,27,0.47,2.08,208,61.17,,1481,1478,1480,1476,2056,2050,39.6231593,-75.6397604,52.1,,16.000,X56,ERW,960
MFL,748,258,2.417,127+92.5,,,,12761.26,12761.25,747,ML Cluster Ext,U0.63,0.63,60.54,1.65,U578.49,578.49,9546.89,0.250,12,22,0.35,1.57,142,61.17,,1483,1482,1483,1481,2060,2057,39.6231594,-75.6397603,52.1,,16.000,X56,ERW,960
MFL,749,258,2.417,127+92.5,,,,12761.27,12761.26,748,ML Ext,U0.64,0.64,60.53,1.98,U578.50,578.50,9546.88,0.250,17,27,0.27,0.35,170,61.17,,1484,1482,1483,1482,2060,2058,39.6231594,-75.6397602,52.1,,16.000,X56,ERW,960
MFL,750,258,2.422,128+21.9,,,,12790.65,12790.63,749,ML Ext,U30.02,30.02,31.15,0.02,U607.88,607.88,9517.50,0.250,17,27,0.51,0.86,2,61.17,,1480,1476,1479,1474,2054,2048,39.6232290,-75.6397067,52.4,,16.000,X56,ERW,960
MFL,751,259,2.428,128+53.1,,,,12821.81,,750,Weld,U61.17,61.17,61.20,,U639.04,639.04,9486.34,0.250,,,,,,61.20,9,,,,,,,39.6233028,-75.6396501,52.6,,16.000,X56,ERW,960
MFL,752,260,2.440,129+14.5,,,,12883.01,,751,Weld,U61.20,61.20,61.22,,U700.24,700.24,9425.14,0.250,,,,,,61.22,51,,,,,,,39.6234478,-75.6395397,53.4,,16.000,X56,ERW,960
MFL,753,260,2.440,129+14.9,,,,12883.45,12883.43,752,ML Cluster Ext Weld Adjacent,U0.44,0.44,60.78,2.00,U700.68,700.68,9424.70,0.250,27,37,2.63,7.00,172,61.22,,1361,1302,1428,1386,1984,1925,39.6234488,-75.6395389,53.4,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,754,261,2.452,129+75.8,,,,12944.23,,753,Weld,D61.02,61.22,61.02,,U761.46,761.46,9363.92,0.250,,,,,,61.02,300,,,,,,,39.6235934,-75.6394303,54.7,,16.000,X56,ERW,960
MFL,755,262,2.463,130+36.9,,,,13005.25,,754,Weld,D60.22,61.02,60.22,,U822.48,822.48,9302.90,0.250,,,,,,60.22,29,,,,,,,39.6237387,-75.6393211,55.3,,16.000,X56,ERW,960
MFL,756,263,2.475,130+97.2,,,,13065.47,,755,Weld,D59.14,60.22,59.14,,U882.70,882.70,9242.68,0.250,,,,,,59.14,265,,,,,,,39.6238818,-75.6392137,55.8,,16.000,X56,ERW,960
MFL,757,263,2.481,131+30.4,,,,13098.53,,756,MCP,D26.08,33.06,26.08,2.78,U915.76,915.76,9209.62,0.250,,,12.39,10.04,239,59.14,,,,,,,,39.6239606,-75.6391546,55.7,Close Metal Object,16.000,X56,ERW,960
MFL,758,264,2.486,131+56.5,,,,13124.61,,757,Weld,U59.14,59.14,61.20,,U941.84,941.84,9183.54,0.250,,,,,,61.20,,,,,,,,39.6240227,-75.6391081,55.9,,16.000,X56,ERW,960
MFL,759,264,2.486,131+59.1,,,,13127.18,13127.05,758,ML Cluster Ext,U2.58,2.58,58.63,3.03,U944.41,944.41,9180.97,0.250,13,23,3.29,2.28,260,61.20,,1417,1357,1429,1376,1985,1911,39.6240288,-75.6391035,55.9,,16.000,X56,ERW,960
MFL,760,265,2.497,132+17.8,,,,13185.81,,759,Weld,U61.20,61.20,61.56,,U1003.04,1003.04,9122.34,0.250,,,,,,61.56,309,,,,,,,39.6241680,-75.6389983,56.9,,16.000,X56,ERW,960
MFL,761,266,2.509,132+79.5,,,,13247.37,,760,Weld,D61.34,61.56,61.34,,U1064.60,1064.60,9060.78,0.250,,,,,,61.34,353,,,,,,,39.6243141,-75.6388870,57.1,,16.000,X56,ERW,960
MFL,762,266,2.509,132+79.6,,,,13247.55,13247.48,761,ML Cluster Ext Weld Adjacent,U0.18,0.18,61.16,1.72,U1064.78,1064.78,9060.60,0.250,13,23,1.22,8.72,148,61.34,,1467,1450,1464,1443,2034,2005,39.6243145,-75.6388867,57.1,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,763,266,2.509,132+79.9,,,,13247.84,13247.83,762,ML Cluster Ext Weld Adjacent,U0.48,0.48,60.86,2.15,U1065.07,1065.07,9060.31,0.250,22,32,1.53,5.63,185,61.34,,1437,1409,1467,1455,2037,2020,39.6243152,-75.6388861,57.1,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,764,267,2.521,133+40.9,,,,13308.71,,763,Weld,D44.70,61.34,44.70,,U1125.94,1125.94,8999.44,0.250,,,,,,44.70,,,,,,,,39.6244595,-75.6387766,58.2,,16.000,X56,ERW,960
MFL,765,268,2.529,133+85.7,,,,13353.40,,764,Weld,D25.36,44.70,25.36,,U1170.63,1170.63,8954.75,0.250,,,,,,25.36,312,,,,,,,39.6245654,-75.6386958,59.0,,16.000,X56,ERW,960
MFL,766,269,2.534,134+11.1,,,,13378.77,,765,Weld,U25.36,25.36,52.82,,U1195.99,1196.00,8929.38,0.250,,,,,,52.82,51,,,,,,,39.6246252,-75.6386492,59.2,,16.000,X56,ERW,960
MFL,767,269,2.535,134+17.8,,,,13385.45,13385.43,766,ML Cluster Ext,U6.69,6.69,46.14,2.18,U1202.68,1202.68,8922.70,0.250,30,40,0.43,0.99,187,52.82,,1478,1474,1476,1471,2050,2044,39.6246409,-75.6386369,59.3,,16.000,X56,ERW,960
MFL,768,269,2.539,134+39.0,,,,13406.63,13406.61,767,ML Ext,D24.96,27.87,24.96,3.85,U1223.86,1223.86,8901.52,0.250,15,25,0.35,0.41,331,52.82,,1483,1481,1482,1480,2059,2056,39.6246909,-75.6385980,59.3,,16.000,X56,ERW,960
MFL,769,270,2.544,134+64.0,,,,13431.59,,768,Weld,U52.82,52.82,61.32,,U1248.82,1248.82,8876.56,0.250,,,,,,61.32,,,,,,,,39.6247500,-75.6385526,59.4,,16.000,X56,ERW,960
MFL,770,270,2.547,134+79.3,,,,13446.83,,769,MCP,U15.24,15.24,46.07,3.69,U1264.06,1264.06,8861.32,0.250,,,2.35,3.35,318,61.32,,,,,,,,39.6247861,-75.6385251,59.5,Close Metal Object,16.000,X56,ERW,960
MFL,771,270,2.547,134+82.7,,,,13450.29,13450.28,770,ML Ext,U18.70,18.70,42.61,0.04,U1267.52,1267.52,8857.86,0.250,10,20,0.39,0.51,4,61.32,,1483,1481,1483,1481,2060,2056,39.6247942,-75.6385190,59.5,,16.000,X56,ERW,960
MFL,772,271,2.555,135+25.4,,,,13492.90,,771,Weld,U61.32,61.32,61.33,,U1310.13,1310.13,8815.25,0.250,,,,,,61.33,350,,,,,,,39.6248957,-75.6384432,59.8,,16.000,X56,ERW,960
MFL,773,272,2.567,135+86.9,,,,13554.23,,772,Weld,D61.23,61.33,61.23,,U1371.46,1371.46,8753.92,0.250,,,,,,61.23,,,,,,,,39.6250416,-75.6383335,60.0,,16.000,X56,ERW,960
MFL,774,273,2.579,136+48.2,,,,13615.46,,773,Weld,D61.21,61.23,61.21,,U1432.69,1432.69,8692.69,0.250,,,,,,61.21,332,,,,,,,39.6251872,-75.6382242,61.4,,16.000,X56,ERW,960
MFL,775,274,2.590,137+09.5,,,,13676.66,,774,Weld,D50.86,61.21,50.86,,U1493.89,1493.89,8631.49,0.250,,,,,,50.86,28,,,,,,,39.6253330,-75.6381148,61.5,,16.000,X56,ERW,960
MFL,776,275,2.600,137+60.5,,,,13727.52,,775,Weld,U50.86,50.86,61.36,,U1544.75,1544.75,8580.63,0.250,,,,,,61.36,345,,,,,,,39.6254537,-75.6380236,61.5,,16.000,X56,ERW,960
MFL,777,275,2.602,137+73.7,,,,13740.74,13740.71,776,ML Ext,U13.22,13.22,48.14,2.57,U1557.97,1557.97,8567.41,0.250,10,20,0.55,0.56,221,61.36,,1482,1478,1481,1477,2057,2051,39.6254851,-75.6379999,61.6,,16.000,X56,ERW,960
MFL,778,275,2.606,137+93.1,,,,13760.11,,777,MCP,D28.77,32.59,28.77,0.65,U1577.34,1577.34,8548.04,0.250,,,5.65,7.96,56,61.36,,,,,,,,39.6255312,-75.6379653,62.0,Close Metal Object,16.000,X56,ERW,960
MFL,779,275,2.611,138+21.6,,,,13788.53,13788.50,778,ML Cluster Ext Seam & Weld Adjacent,D0.35,61.01,0.35,3.55,U1605.76,1605.76,8519.62,0.250,18,28,0.75,1.30,305,61.36,,1474,1466,1472,1462,2044,2030,39.6255989,-75.6379145,62.5,Seam & Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,780,276,2.612,138+21.9,,,,13788.88,,779,Weld,D61.22,61.36,61.22,,U1606.11,1606.11,8519.27,0.250,,,,,,61.22,55,,,,,,,39.6255997,-75.6379139,62.5,,16.000,X56,ERW,960
MFL,781,277,2.623,138+83.3,,,,13850.10,,780,Weld,U61.22,61.22,61.68,,U1667.33,1667.33,8458.05,0.250,,,,,,61.68,323,,,,,,,39.6257451,-75.6378038,62.8,,16.000,X56,ERW,960
MFL,782,278,2.635,139+45.1,,,,13911.78,,781,Weld,D61.43,61.68,61.43,,U1729.01,1729.01,8396.37,0.250,,,,,,61.43,,,,,,,,39.6258913,-75.6376926,63.7,,16.000,X56,ERW,960
MFL,783,278,2.638,139+62.5,,,,13929.21,13929.20,782,ML Ext,U17.43,17.43,44.00,0.13,U1746.44,1746.44,8378.94,0.250,14,24,0.27,0.41,11,61.43,,1484,1483,1484,1482,2061,2059,39.6259327,-75.6376612,63.7,,16.000,X56,ERW,960
MFL,784,279,2.646,140+06.6,,,,13973.21,,783,Weld,D56.46,61.43,56.46,,U1790.44,1790.44,8334.94,0.250,,,,,,56.46,,,,,,,,39.6260372,-75.6375822,63.9,,16.000,X56,ERW,960
MFL,785,280,2.657,140+63.2,,,,14029.67,,784,Weld,U56.46,56.46,61.08,,U1846.90,1846.90,8278.48,0.250,,,,,,61.08,23,,,,,,,39.6261714,-75.6374809,64.2,,16.000,X56,ERW,960
MFL,786,281,2.669,141+24.4,,,,14090.75,,785,Weld,D51.33,61.08,51.33,,U1907.98,1907.98,8217.40,0.250,,,,,,51.33,260,,,,,,,39.6263160,-75.6373703,64.6,,16.000,X56,ERW,960
MFL,787,281,2.669,141+28.4,,,,14094.83,14094.65,786,ML Cluster Int Manufacturing Related,U4.09,4.09,47.24,3.80,U1912.06,1912.06,8213.32,0.250,14,24,3.61,0.81,327,51.33,,1405,1340,1449,1413,2012,1963,39.6263256,-75.6373629,64.5,,16.000,X56,ERW,960
MFL,788,282,2.678,141+75.8,,,,14142.07,,787,Weld,U51.33,51.33,61.27,,U1959.30,1959.30,8166.08,0.250,,,,,,61.27,32,,,,,,,39.6264376,-75.6372773,64.5,,16.000,X56,ERW,960
MFL,789,282,2.690,142+36.9,,,,14203.14,14203.13,788,ML Ext Weld Adjacent,D0.21,61.07,0.21,2.27,U2020.37,2020.37,8105.01,0.250,12,22,0.31,0.56,195,61.27,,1484,1482,1483,1482,2060,2058,39.6265829,-75.6371682,64.9,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,790,283,2.690,142+37.2,,,,14203.35,,789,Weld,U61.27,61.27,61.54,,U2020.58,2020.58,8104.80,0.250,,,,,,61.54,,,,,,,,39.6265834,-75.6371679,64.9,,16.000,X56,ERW,960
MFL,791,284,2.702,142+98.8,,,,14264.89,,790,Weld,D61.50,61.54,61.50,,U2082.12,2082.12,8043.26,0.250,,,,,,61.50,,,,,,,,39.6267294,-75.6370568,65.2,,16.000,X56,ERW,960
MFL,792,285,2.713,143+60.4,,,,14326.39,,791,Weld,D61.42,61.50,61.42,,U2143.62,2143.62,7981.76,0.250,,,,,,61.42,30,,,,,,,39.6268748,-75.6369451,64.7,,16.000,X56,ERW,960
MFL,793,285,2.722,144+04.1,,,,14370.00,,792,MCP,D17.81,43.61,17.81,3.89,U2187.23,2187.23,7938.15,0.250,,,1.76,2.74,335,61.42,,,,,,,,39.6269781,-75.6368663,64.5,Close Metal Object,16.000,X56,ERW,960
MFL,794,286,2.725,144+21.9,,,,14387.81,,793,Weld,D61.08,61.42,61.08,,U2205.04,2205.04,7920.34,0.250,,,,,,61.08,,,,,,,,39.6270204,-75.6368344,64.3,,16.000,X56,ERW,960
MFL,795,286,2.735,144+76.3,,,,14442.06,,794,MCP,D6.83,54.26,6.83,0.47,U2259.29,2259.29,7866.09,0.250,,,2.20,3.35,41,61.08,,,,,,,,39.6271496,-75.6367373,63.9,Close Metal Object,16.000,X56,ERW,960
MFL,796,287,2.737,144+83.1,,,,14448.89,,795,Weld,U61.08,61.08,61.30,,U2266.12,2266.12,7859.26,0.250,,,,,,61.30,,,,,,,,39.6271658,-75.6367251,63.8,,16.000,X56,ERW,960
MFL,797,288,2.748,145+44.5,,,,14510.19,,796,Weld,D60.91,61.30,60.91,,U2327.42,2327.42,7797.96,0.250,,,,,,60.91,89,,,,,,,39.6273116,-75.6366157,63.1,,16.000,X56,ERW,960
MFL,798,288,2.759,146+04.6,,,,14570.16,,797,Hard Spot,D0.94,59.97,0.94,1.51,U2387.39,2387.39,7737.99,0.250,,,4.71,48.49,130,60.91,,,,,,,,39.6274544,-75.6365085,62.5,,16.000,X56,ERW,960
MFL,799,289,2.760,146+05.6,,,,14571.10,,798,Weld,U60.91,60.91,60.98,,U2388.33,2388.33,7737.05,0.250,,,,,,60.98,,,,,,,,39.6274567,-75.6365068,62.4,,16.000,X56,ERW,960
MFL,800,290,2.771,146+66.7,,,,14632.08,,799,Weld,U60.98,60.98,61.14,,U2449.31,2449.31,7676.07,0.250,,,,,,61.14,,,,,,,,39.6276015,-75.6363975,61.8,,16.000,X56,ERW,960
MFL,801,291,2.783,147+27.9,,,,14693.22,,800,Weld,U61.14,61.14,61.19,,U2510.45,2510.45,7614.93,0.250,,,,,,61.19,,,,,,,,39.6277468,-75.6362879,60.9,,16.000,X56,ERW,960
MFL,802,292,2.794,147+89.2,,,,14754.41,,801,Weld,D54.77,61.19,54.77,,U2571.64,2571.64,7553.74,0.250,,,,,,54.77,,,,,,,,39.6278918,-75.6361773,59.5,,16.000,X56,ERW,960
MFL,803,292,2.796,148+00.1,,,,14765.26,14765.25,802,ML Ext,U10.85,10.85,43.92,3.33,U2582.49,2582.49,7542.89,0.250,10,20,0.35,0.61,286,54.77,,1484,1482,1483,1481,2060,2058,39.6279175,-75.6361576,59.3,,16.000,X56,ERW,960
MFL,804,292,2.805,148+43.2,,,,14808.34,,803,Hard Spot,D0.84,53.93,0.84,0.73,U2625.57,2625.57,7499.81,0.250,,,2.74,48.54,63,54.77,,,,,,,,39.6280196,-75.6360801,58.7,,16.000,X56,ERW,960
MFL,805,293,2.805,148+44.1,,,,14809.18,,804,Weld,U54.77,54.77,61.45,,U2626.41,2626.41,7498.97,0.250,,,,,,61.45,33,,,,,,,39.6280217,-75.6360785,58.7,,16.000,X56,ERW,960
MFL,806,294,2.816,149+05.6,,,,14870.63,,805,Weld,D61.31,61.45,61.31,,U2687.86,2687.86,7437.52,0.250,,,,,,61.31,,,,,,,,39.6281680,-75.6359691,58.2,,16.000,X56,ERW,960
MFL,807,294,2.828,149+66.3,,,,14931.15,,806,Hard Spot,D0.78,60.53,0.78,3.52,U2748.38,2748.38,7377.00,0.250,,,3.84,14.61,303,61.31,,,,,,,,39.6283119,-75.6358609,57.2,,16.000,X56,ERW,960
MFL,808,295,2.828,149+67.1,,,,14931.94,,807,Weld,D61.15,61.31,61.15,,U2749.17,2749.17,7376.21,0.250,,,,,,61.15,,,,,,,,39.6283138,-75.6358595,57.2,,16.000,X56,ERW,960
MFL,809,295,2.828,149+67.2,,,,14932.08,14932.07,808,ML Ext Weld Adjacent,U0.15,0.15,61.00,1.45,U2749.31,2749.31,7376.07,0.250,10,20,0.39,2.28,125,61.15,,1483,1481,1483,1481,2060,2056,39.6283142,-75.6358592,57.2,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,810,295,2.828,149+68.9,,,,14933.78,,809,MCP,U1.85,1.85,59.30,0.97,U2751.01,2751.01,7374.37,0.250,,,4.86,8.01,84,61.15,,,,,,,,39.6283182,-75.6358561,57.2,Close Metal Object,16.000,X56,ERW,960
MFL,811,296,2.840,150+28.3,,,,14993.09,,810,Weld,D61.00,61.15,61.00,,U2810.32,2810.32,7315.06,0.250,,,,,,61.00,,,,,,,,39.6284592,-75.6357499,56.3,,16.000,X56,ERW,960
MFL,812,296,2.851,150+88.2,,,,15052.88,,811,Hard Spot,D1.20,59.80,1.20,1.90,U2870.11,2870.11,7255.27,0.250,,,2.71,22.37,163,61.00,,,,,,,,39.6286015,-75.6356434,55.9,,16.000,X56,ERW,960
MFL,813,297,2.851,150+89.4,,,,15054.08,,812,Weld,D58.49,61.00,58.49,,U2871.31,2871.31,7254.07,0.250,,,,,,58.49,,,,,,,,39.6286044,-75.6356413,55.8,,16.000,X56,ERW,960
MFL,814,298,2.862,151+48.0,,,,15112.58,,813,Weld,U58.49,58.49,61.17,,U2929.81,2929.81,7195.57,0.250,,,,,,61.17,,,,,,,,39.6287441,-75.6355379,54.7,,16.000,X56,ERW,960
MFL,815,299,2.874,152+09.3,,,,15173.75,,814,Weld,D57.72,61.17,57.72,,U2990.98,2990.98,7134.40,0.250,,,,,,57.72,,,,,,,,39.6288901,-75.6354299,53.4,,16.000,X56,ERW,960
MFL,816,299,2.885,152+65.9,,,,15230.28,,815,Hard Spot,D1.19,56.53,1.19,3.17,U3047.51,3047.51,7077.87,0.250,,,3.33,35.05,273,57.72,,,,,,,,39.6290245,-75.6353286,52.8,,16.000,X56,ERW,960
MFL,817,300,2.885,152+67.1,,,,15231.47,,816,Weld,U57.72,57.72,59.88,,U3048.70,3048.70,7076.68,0.250,,,,,,59.88,334,,,,,,,39.6290274,-75.6353264,52.8,,16.000,X56,ERW,960
MFL,818,301,2.896,153+27.1,,,,15291.35,,817,Weld,U59.88,59.88,61.12,,U3108.58,3108.58,7016.80,0.250,,,,,,61.12,68,,,,,,,39.6291691,-75.6352179,52.1,,16.000,X56,ERW,960
MFL,819,302,2.908,153+88.3,,,,15352.46,,818,Weld,D60.94,61.12,60.94,,U3169.69,3169.69,6955.69,0.250,,,,,,60.94,328,,,,,,,39.6293137,-75.6351070,50.8,,16.000,X56,ERW,960
MFL,820,303,2.919,154+49.4,,,,15413.40,,819,Weld,U60.94,60.94,61.28,,U3230.63,3230.63,6894.75,0.250,,,,,,61.28,,,,,,,,39.6294585,-75.6349978,49.6,,16.000,X56,ERW,960
MFL,821,304,2.931,155+10.8,,,,15474.68,,820,Weld,D60.87,61.28,60.87,,U3291.91,3291.91,6833.47,0.250,,,,,,60.87,339,,,,,,,39.6296044,-75.6348884,48.8,,16.000,X56,ERW,960
MFL,822,305,2.942,155+71.7,,,,15535.54,,821,Weld,D50.10,60.87,50.10,,U3352.77,3352.77,6772.61,0.250,,,,,,50.10,,,,,,,,39.6297489,-75.6347794,47.9,,16.000,X56,ERW,960
MFL,823,306,2.952,156+21.9,,,,15585.64,,822,Weld,U50.10,50.10,61.43,,U3402.87,3402.87,6722.51,0.250,,,,,,61.43,,,,,,,,39.6298678,-75.6346891,46.9,,16.000,X56,ERW,960
MFL,824,307,2.963,156+83.5,,,,15647.07,,823,Weld,D60.08,61.43,60.08,,U3464.30,3464.30,6661.08,0.250,,,,,,60.08,,,,,,,,39.6300146,-75.6345804,46.1,,16.000,X56,ERW,960
MFL,825,307,2.968,157+08.8,,,,15672.37,15672.36,824,ML Ext Manufacturing Related,U25.30,25.30,34.79,4.11,U3489.60,3489.60,6635.78,0.250,14,24,0.27,0.51,354,60.08,,1484,1483,1484,1482,2061,2059,39.6300749,-75.6345359,45.8,,16.000,X56,ERW,960
MFL,826,307,2.969,157+13.0,,,,15676.60,15676.40,825,ML Cluster Ext Manufacturing Related,U29.53,29.53,30.56,1.20,U3493.83,3493.83,6631.55,0.250,19,29,16.67,17.96,104,60.08,,1283,1171,1250,1118,1737,1552,39.6300850,-75.6345285,45.8,,16.000,X56,ERW,960
MFL,827,307,2.969,157+13.4,,,,15676.91,,826,MCP,U29.84,29.84,30.24,0.27,U3494.14,3494.14,6631.24,0.250,,,1.18,2.23,24,60.08,,,,,,,,39.6300858,-75.6345279,45.7,Close Metal Object,16.000,X56,ERW,960
MFL,828,308,2.975,157+43.7,,,,15707.15,,827,Weld,U60.08,60.08,60.96,,U3524.38,3524.38,6601.00,0.250,,,,,,60.96,75,,,,,,,39.6301580,-75.6344747,45.4,,16.000,X56,ERW,960
MFL,829,308,2.982,157+83.7,,,,15747.08,,828,3.2° 51.6D Over Cold Bend,D21.03,39.92,21.03,,U3564.31,3564.31,6561.07,0.250,,,,,173,60.96,,,,,,,,39.6302536,-75.6344049,44.3,,16.000,X56,ERW,960
MFL,830,309,2.986,158+04.7,,,,15768.11,,829,Weld,D60.93,60.96,60.93,,U3585.34,3585.34,6540.04,0.250,,,,,,60.93,,,,,,,,39.6303038,-75.6343680,42.6,,16.000,X56,ERW,960
MFL,831,309,2.987,158+09.2,,,,15772.61,15772.56,830,ML Cluster Ext,U4.50,4.50,56.42,1.78,U3589.84,3589.84,6535.54,0.250,19,29,1.80,4.31,153,60.93,,1434,1400,1423,1380,1976,1917,39.6303145,-75.6343601,42.2,,16.000,X56,ERW,960
MFL,832,309,2.992,158+36.2,,,,15799.55,,831,8.5° 33.7D Sag Cold Bend,D29.49,31.44,29.49,,U3616.78,3616.78,6508.60,0.250,,,,,357,60.93,,,,,,,,39.6303785,-75.6343127,39.8,,16.000,X56,ERW,960
MFL,833,310,2.998,158+65.8,,,,15829.04,,832,Weld,D49.25,60.93,49.25,,U3646.27,3646.27,6479.11,0.250,,,,,,49.25,,,,,,,,39.6304490,-75.6342610,41.2,,16.000,X56,ERW,960
MFL,834,310,3.002,158+88.3,,,,15851.53,,833,4.5° 40.3D Over Cold Bend,U22.49,22.49,26.77,,U3668.76,3668.76,6456.63,0.250,,,,,175,49.25,,,,,,,,39.6305028,-75.6342215,42.6,,16.000,X56,ERW,960
MFL,835,311,3.007,159+15.1,,,,15878.29,,834,Weld,U49.25,49.25,55.43,,U3695.52,3695.52,6429.86,0.250,,,,,,55.43,,,,,,,,39.6305665,-75.6341738,42.4,,16.000,X56,ERW,960
MFL,836,311,3.016,159+60.0,,,,15923.13,,835,Manufacturing Indication Int,D10.59,44.84,10.59,1.51,U3740.36,3740.36,6385.02,0.250,,,1.06,0.71,130,55.43,,,,,,,,39.6306736,-75.6340947,42.0,,16.000,X56,ERW,960
MFL,837,312,3.018,159+70.6,,,,15933.72,,836,Weld,U55.43,55.43,61.44,,U3750.95,3750.95,6374.43,0.250,,,,,,61.44,,,,,,,,39.6306991,-75.6340762,42.1,,16.000,X56,ERW,960
MFL,838,313,3.029,160+32.2,,,,15995.16,,837,Weld,D45.65,61.44,45.65,,U3812.39,3812.39,6312.99,0.250,,,,,,45.65,,,,,,,,39.6308477,-75.6339721,43.1,,16.000,X56,ERW,960
MFL,839,313,3.030,160+33.7,,,,15996.67,15996.65,838,ML Cluster Ext,U1.51,1.51,44.14,3.93,U3813.90,3813.90,6311.48,0.250,19,29,0.51,0.84,338,45.65,,1479,1475,1478,1473,2053,2046,39.6308514,-75.6339696,43.1,,16.000,X56,ERW,960
MFL,840,314,3.038,160+77.9,,,,16040.81,,839,Weld,U45.65,45.65,61.52,,U3858.04,3858.04,6267.34,0.250,,,,,,61.52,,,,,,,,39.6309595,-75.6338984,43.1,,16.000,X56,ERW,960
MFL,841,314,3.050,161+39.5,,,,16102.29,16102.25,840,ML Ext Weld Adjacent,D0.04,61.47,0.04,1.13,U3919.52,3919.52,6205.86,0.250,14,24,0.82,1.37,97,61.52,,1475,1466,1473,1462,2046,2031,39.6311097,-75.6337972,43.6,Weld Adjacent = 3.75 x sqrt (pipe radius x wall thickness),16.000,X56,ERW,960
MFL,842,315,3.050,161+39.5,,,,16102.33,,841,Weld,D61.30,61.52,61.30,,U3919.56,3919.56,6205.82,0.250,,,,,,61.30,,,,,,,,39.6311098,-75.6337972,43.6,,16.000,X56,ERW,960
MFL,843,316,3.061,162+00.9,,,,16163.63,,842,Weld,U61.30,61.30,61.47,,U3980.86,3980.86,6144.52,0.250,,,,,,61.47,281,,,,,,,39.6312577,-75.6336926,44.2,,16.000,X56,ERW,960
MFL,844,317,3.073,162+62.5,,,,16225.10,,843,Weld,D61.25,61.47,61.25,,U4042.33,4042.33,6083.05,0.250,,,,,,61.25,,,,,,,,39.6314055,-75.6335866,44.0,,16.000,X56,ERW,960
MFL,845,318,3.085,163+23.9,,,,16286.35,,844,Weld,D56.25,61.25,56.25,,U4103.58,4103.58,6021.80,0.250,,,,,,56.25,339,,,,,,,39.6315531,-75.6334811,44.4,,16.000,X56,ERW,960
MFL,846,318,3.094,163+74.8,,,,16337.16,,845,MCP,D5.44,50.82,5.44,1.05,U4154.39,4154.39,5970.99,0.250,,,4.71,9.64,90,56.25,,,,,,,,39.6316756,-75.6333945,45.6,Touching Metal Object,16.000,X56,ERW,960
MFL,847,319,3.095,163+80.2,,,,16342.60,,846,Weld,D19.13,56.25,19.13,,U4159.83,4159.83,5965.55,0.250,,,,,,19.13,,,,,,,,39.6316889,-75.6333852,45.7,,16.000,X56,ERW,960
MFL,848,320,3.099,163+99.4,,,,16361.73,,847,Weld,U19.13,19.13,61.49,,U4178.96,4178.96,5946.43,0.250,,,,,,61.49,,,,,,,,39.6317354,-75.6333531,45.8,,16.000,X56,ERW,960
MFL,849,320,3.101,164+09.2,,,,16371.51,,848,4.1° 26.9D Right Cold Bend,U9.78,9.78,51.70,,U4188.74,4188.74,5936.64,0.250,,,,,109,61.49,,,,,,,,39.6317588,-75.6333362,45.8,,16.000,X56,ERW,960
