Tool,"Weld
Number","Approx.
Milepost
(miles)","Approx. 
Map Station 
(ft)","Odometer
(ft)","Feature
Number",Feature Description,"Distance to
Nearest
Weld
(ft)","Distance
to
Upstream
Weld
(ft)","Distance
to
Down-
Stream
Weld
(ft)","Distance
to
Nearest
AGM
(ft)","Distance
to
Upstream
AGM
(ft)","Distance
to Down-
Stream
AGM
(ft)","WT
(in)","Max
Depth
(%)","Seam Weld
Interaction","Length
(in)","Width
(in)","Orient
(deg)","Pipe
Length
(ft)","Long
Seam
Orient
(deg)",Adjacent to Long Seam,"0.85DL 
B31.G 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Safe MAOP 
Rating 
(psig)","Eff. Area 
Burst Press. 
Rating 
(psig)","Max
Depth w/ Tolerance 
(%)","0.85DL
B31.G
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Safe MAOP
Rating w/
Tolerance
(psig)","Eff. Area
Burst Press.
Rating w/
Tolerance
(psig)","Latitude 
NAD83","Longitude 
NAD83","Elevation 
Above Sea Level 
(ft) NAVD88",Comments/Rationale,Multiple Apex Dent
MFL,,0.359,23+68,1897.40,40000071,ml-ext,D0.96,58.47,0.96,U1890.42,1890.42,2622.32,0.219,10,N,0.60,0.66,73,,,N,2255,2253,3129,20,2242,2236,3106,35.0834725,-119.4017087,726.3,,
MFL,,0.359,23+68,1897.60,40000072,ml-ext,D0.76,58.67,0.76,U1890.62,1890.62,2622.12,0.219,10,N,0.40,0.33,278,,,N,2262,2260,3140,20,2255,2252,3128,35.0834720,-119.4017085,726.3,,
MFL,,0.359,23+68,1898.13,40000073,ml-ext,D0.23,59.20,0.23,U1891.15,1891.15,2621.59,0.219,13,N,0.72,1.01,108,,,N,2247,2242,3115,23,2227,2218,3081,35.0834706,-119.4017078,726.3,,
MFL,43,0.360,23+69,1898.36,,WELD - WT Change - Begin 0.322 ERW,,,,,,,0.322,,,,,,1.04,,,,,,,,,,35.0834700,-119.4017075,726.2,,
MFL,44,0.360,23+70,1899.41,,WELD,,,,,,,0.322,,,,,,12.09,,,,,,,,,,35.0834674,-119.4017062,726.1,,
MFL,,0.360,23+70,1899.69,40000074,ml-ext,U0.29,0.29,11.80,U1892.71,1892.71,2620.03,0.322,15,N,0.51,0.43,138,,,N,2410,2408,3344,25,2401,2397,3329,35.0834667,-119.4017058,726.1,,
MFL,,0.360,23+71,1900.58,40000075,ml-ext,U1.17,1.17,10.92,U1893.60,1893.60,2619.15,0.322,10,N,0.53,0.85,178,,,N,2413,2411,3349,20,2404,2401,3335,35.0834647,-119.4017043,726.0,,
MFL,,0.360,23+72,1901.68,40000076,ml-ext,U2.27,2.27,9.81,U1894.70,1894.70,2618.04,0.322,10,N,0.64,0.59,248,,,N,2410,2408,3344,20,2398,2394,3325,35.0834623,-119.4017022,725.9,,
MFL,,0.360,23+72,1901.79,40000077,ml-ext,U2.38,2.38,9.70,U1894.81,1894.81,2617.93,0.322,10,N,0.82,0.53,293,,,N,2404,2401,3335,20,2386,2379,3304,35.0834621,-119.4017019,725.9,,
MFL,,0.360,23+72,1902.65,40000078,ml-ext,U3.24,3.24,8.85,U1895.67,1895.67,2617.08,0.322,10,N,0.67,0.46,173,,,N,2409,2407,3342,20,2396,2391,3321,35.0834605,-119.4016999,725.8,,
MFL,,0.360,23+73,1902.76,40000079,ml-ext,U3.35,3.35,8.73,U1895.78,1895.78,2616.96,0.322,13,N,1.35,0.90,83,,,N,2373,2364,3284,23,2331,2312,3211,35.0834603,-119.4016996,725.8,,
MFL,,0.361,23+74,1904.68,40000080,ml-ext,U5.27,5.27,6.81,U1897.70,1897.70,2615.04,0.322,10,N,0.79,0.81,243,,,N,2405,2402,3336,20,2388,2381,3308,35.0834576,-119.4016942,725.6,,
MFL,,0.361,23+71,1905.25,10000012,"Bend left - 80 deg., 9D ",U5.84,5.84,6.25,U1898.27,1898.27,2614.48,0.322,,,,,,,,,,,,,,,,35.0834571,-119.4016924,725.6,,
MFL,,0.361,23+75,1905.87,40000081,ml-ext,D5.62,6.47,5.62,U1898.89,1898.89,2613.85,0.322,18,N,0.62,0.49,83,,,N,2402,2398,3330,28,2389,2382,3308,35.0834567,-119.4016904,725.5,,
MFL,,0.361,23+76,1906.63,40000082,ml-ext,D4.86,7.22,4.86,U1899.65,1899.65,2613.09,0.322,18,N,0.74,0.59,263,,,N,2394,2389,3318,28,2377,2366,3286,35.0834563,-119.4016880,725.5,,
MFL,,0.361,23+77,1907.21,40000083,ml-ext,D4.28,7.81,4.28,U1900.23,1900.23,2612.51,0.322,10,N,0.78,0.62,102,,,N,2405,2403,3337,20,2389,2382,3309,35.0834563,-119.4016860,725.5,,
MFL,,0.361,23+77,1907.26,40000084,ml-ext,D4.23,7.85,4.23,U1900.28,1900.28,2612.46,0.322,15,N,0.82,0.75,232,,,N,2395,2390,3319,25,2375,2365,3284,35.0834563,-119.4016859,725.5,,
MFL,,0.361,23+77,1907.99,40000085,ml-ext,D3.50,8.59,3.50,U1901.01,1901.01,2611.73,0.322,14,N,0.64,0.41,286,,,N,2406,2403,3337,24,2393,2387,3316,35.0834563,-119.4016834,725.5,,
MFL,45,0.362,23+81,1911.49,,WELD,,,,,,,0.322,,,,,,1.06,,,,,,,,,,35.0834580,-119.4016720,725.4,,
MFL,46,0.362,23+81,1912.55,,WELD - WT Change - Begin 0.219 ERW,,,,,,,0.219,,,,,,48.51,,,,,,,,,,35.0834586,-119.4016686,725.4,,
MFL,,0.363,23+85,1916.94,40000086,ml-int,U4.39,4.39,44.13,U1909.95,1909.95,2602.79,0.219,10,N,0.49,0.33,194,,,N,2259,2257,3135,20,2249,2245,3119,35.0834612,-119.4016543,725.4,,
MFL,,0.363,23+86,1917.08,40000087,ml-int,U4.53,4.53,43.98,U1910.10,1910.10,2602.64,0.219,10,N,0.38,0.33,184,,,N,2262,2261,3140,20,2256,2254,3130,35.0834613,-119.4016539,725.4,,
MFL,,0.363,23+87,1918.12,40000088,ml-ext,U5.57,5.57,42.94,U1911.14,1911.14,2601.60,0.219,11,N,0.49,0.42,149,,,N,2258,2256,3134,21,2248,2244,3117,35.0834619,-119.4016505,725.4,,
MFL,,0.363,23+87,1918.61,10000013,Sleeve Begin,U6.06,6.06,42.45,U1911.63,1911.63,2601.11,0.219,,,,,,,,,,,,,,,,35.0834624,-119.4016472,725.3,,
MFL,,0.364,23+88,1919.64,10000013,Sleeve End  ,U7.09,7.09,41.42,U1912.66,1912.66,2600.08,0.219,,,,,,,,,,,,,,,,35.0834624,-119.4016472,725.3,,
MFL,,0.364,23+88,1919.97,10000014,Casing Begin,U7.42,7.42,41.09,U1912.99,1912.99,2599.75,0.219,,,,,,,,,,,,,,,,35.0834629,-119.4016445,725.3,,
MFL,,0.364,23+89,1920.32,40000089,ml-ext,U7.77,7.77,40.74,U1913.34,1913.34,2599.40,0.219,12,N,1.44,0.74,85,,,N,2209,2212,3073,22,2153,2146,2981,35.0834631,-119.4016433,725.3,,
MFL,,0.365,23+93,1925.72,40000090,ml-int,U13.17,13.17,35.34,U1918.74,1918.74,2594.00,0.219,13,N,0.42,0.38,156,,,N,2259,2257,3135,23,2251,2247,3121,35.0834661,-119.4016257,725.1,,
MFL,,0.366,23+99,1931.77,40000091,ml-int,U19.22,19.22,29.29,U1924.79,1924.79,2587.95,0.219,12,N,0.43,0.33,156,,,N,2259,2258,3136,22,2251,2248,3122,35.0834695,-119.4016061,724.9,,
MFL,,0.367,24+02,1935.36,40000092,ml-int,U22.81,22.81,25.70,U1928.38,1928.38,2584.36,0.219,10,N,0.53,0.39,156,,,N,2258,2256,3133,20,2247,2242,3114,35.0834715,-119.4015944,724.7,,
MFL,,0.368,24+08,1942.13,40000093,ml-ext,D18.93,29.58,18.93,U1935.15,1935.15,2577.59,0.219,11,N,0.43,0.36,152,,,N,2260,2259,3138,21,2253,2250,3125,35.0834752,-119.4015723,724.4,,
MFL,,0.368,24+11,1945.24,10000015,Casing End,D15.82,32.69,15.82,U1938.26,1938.26,2574.48,0.219,,,,,,,,,,,,,,,,35.0834769,-119.4015622,724.2,,
MFL,,0.369,24+16,1950.60,10000016,Casing Begin,D10.46,38.05,10.46,U1943.62,1943.62,2569.12,0.219,,,,,,,,,,,,,,,,35.0834798,-119.4015448,724.0,,
MFL,,0.370,24+21,1956.24,40000094,ml-int,D4.82,43.69,4.82,U1949.26,1949.26,2563.48,0.219,12,N,0.41,0.37,157,,,N,2260,2258,3137,22,2253,2249,3124,35.0834829,-119.4015264,723.7,,
MFL,,0.371,24+24,1958.84,40000095,ml-int,D2.22,46.29,2.22,U1951.86,1951.86,2560.88,0.219,12,N,0.42,0.34,167,,,N,2260,2258,3137,22,2253,2249,3124,35.0834843,-119.4015179,723.6,,
MFL,47,0.371,24+26,1961.06,,WELD,,,,,,,0.219,,,,,,52.74,,,,,,,,,,35.0834855,-119.4015107,723.5,,
MFL,,0.376,24+46,1983.48,40000096,ml-int,U22.42,22.42,30.32,U1976.50,1976.50,2536.24,0.219,16,N,0.65,0.39,153,,,N,2245,2241,3112,26,2228,2219,3082,35.0834976,-119.4014377,722.3,,
MFL,,0.376,24+47,1984.71,40000097,ml-int,U23.65,23.65,29.09,U1977.73,1977.73,2535.01,0.219,17,N,0.58,0.51,153,,,N,2247,2243,3116,27,2233,2225,3090,35.0834983,-119.4014337,722.2,,
MFL,,0.376,24+48,1986.15,40000098,ml-int,U25.09,25.09,27.65,U1979.17,1979.17,2533.57,0.219,10,N,0.61,0.60,148,,,N,2255,2253,3129,20,2241,2235,3104,35.0834990,-119.4014290,722.1,,
MFL,,0.379,24+61,1999.99,10000017,Spacer - Begin,D13.81,38.93,13.81,U1993.01,1993.01,2519.73,0.219,,,,,,,,,,,,,,,,35.0835066,-119.4013840,721.2,,
MFL,,0.381,24+73,2013.26,40000099,ml-int,D0.54,52.20,0.54,U2006.28,2006.28,2506.46,0.219,10,N,0.37,0.33,152,,,N,2262,2262,3141,20,2257,2255,3132,35.0835141,-119.4013409,720.1,,
MFL,48,0.381,24+73,2013.80,,WELD,,,,,,,0.219,,,,,,59.52,,,,,,,,,,35.0835144,-119.4013392,720.1,,
MFL,,0.382,24+77,2017.27,40000100,ml-int,U3.46,3.46,56.06,U2010.28,2010.28,2502.46,0.219,10,N,0.36,0.38,151,,,N,2263,2262,3141,20,2257,2255,3132,35.0835163,-119.4013279,719.8,,
MFL,,0.382,24+78,2018.55,10000018,Spacer - End,U4.75,4.75,54.77,U2011.57,2011.57,2501.17,0.219,,,,,,,,,,,,,,,,35.0835170,-119.4013237,719.7,,
MFL,,0.383,24+79,2019.85,10000019,Casing End,U6.05,6.05,53.48,U2012.87,2012.87,2499.87,0.219,,,,,,,,,,,,,,,,35.0835178,-119.4013195,719.6,,
MFL,,0.386,24+98,2040.33,40000101,ml-int,U26.53,26.53,32.99,U2033.35,2033.35,2479.39,0.219,11,N,0.50,0.41,147,,,N,2258,2256,3133,21,2248,2243,3116,35.0835292,-119.4012529,718.5,,
MFL,,0.387,24+99,2041.49,40000102,ml-int,U27.69,27.69,31.83,U2034.51,2034.51,2478.23,0.219,21,N,0.41,0.37,152,,,N,2254,2251,3127,31,2246,2241,3112,35.0835298,-119.4012491,718.5,,
MFL,,0.387,24+99,2041.62,40000103,ml-int,U27.82,27.82,31.70,U2034.64,2034.64,2478.10,0.219,13,N,0.55,0.40,152,,,N,2253,2251,3126,23,2241,2235,3104,35.0835299,-119.4012487,718.5,,
MFL,,0.387,24+99,2041.84,40000104,ml-int,U28.04,28.04,31.49,U2034.86,2034.86,2477.89,0.219,10,N,0.71,0.58,152,,,N,2252,2249,3123,20,2233,2226,3092,35.0835300,-119.4012480,718.5,,
MFL,,0.388,25+03,2046.07,40000105,ml-int,D27.26,32.27,27.26,U2039.09,2039.09,2473.65,0.219,10,N,0.33,0.35,151,,,N,2263,2262,3142,20,2259,2257,3134,35.0835324,-119.4012342,718.3,,
MFL,,0.388,25+06,2049.08,40000106,ml-int,D24.24,35.28,24.24,U2042.10,2042.10,2470.64,0.219,20,N,0.47,0.43,151,,,N,2251,2247,3121,30,2240,2234,3102,35.0835340,-119.4012244,718.2,,
MFL,,0.389,25+10,2053.56,40000107,ml-int,D19.76,39.76,19.76,U2046.58,2046.58,2466.16,0.219,12,N,0.60,0.57,151,,,N,2253,2250,3125,22,2238,2232,3100,35.0835364,-119.4012098,718.1,,
MFL,49,0.393,25+28,2073.32,,WELD,,,,,,,0.219,,,,,,22.92,,,,,,,,,,35.0835469,-119.4011453,717.7,,
MFL,50,0.397,25+48,2096.25,,WELD - WT Change - Begin 0.322 ERW,,,,,,,0.322,,,,,,1.04,,,,,,,,,,35.0835587,-119.4010704,717.3,,
MFL,51,0.397,25+49,2097.29,,WELD,,,,,,,0.322,,,,,,7.57,,,,,,,,,,35.0835593,-119.4010670,717.3,,
MFL,,0.398,25+50,2101.18,10000020,"Bend right - 63 deg., 8D ",D3.68,3.88,3.68,U2094.20,2094.20,2418.54,0.322,,,,,,,,,,,,,,,,35.0835602,-119.4010543,717.2,,
MFL,52,0.399,25+56,2104.86,,WELD,,,,,,,0.322,,,,,,1.05,,,,,,,,,,35.0835558,-119.4010435,717.0,,
MFL,53,0.399,25+57,2105.91,,WELD - WT Change - Begin 0.219 ERW,,,,,,,0.219,,,,,,48.79,,,,,,,,,,35.0835540,-119.4010409,717.0,,
MFL,,0.401,25+69,2118.58,40000108,ml-int,U12.67,12.67,36.12,U2111.60,2111.60,2401.14,0.219,14,N,0.44,0.39,157,,,N,2258,2256,3133,24,2249,2245,3119,35.0835312,-119.4010091,716.6,,
MFL,,0.402,25+71,2121.30,40000109,ml-int,U15.40,15.40,33.40,U2114.32,2114.32,2398.42,0.219,10,N,0.46,0.33,203,,,N,2260,2258,3137,20,2251,2248,3122,35.0835263,-119.4010023,716.5,,
MFL,,0.402,25+71,2121.54,40000110,ml-int,U15.64,15.64,33.16,U2114.56,2114.56,2398.18,0.219,10,N,0.77,0.50,203,,,N,2249,2245,3118,20,2227,2219,3081,35.0835258,-119.4010017,716.5,,
MFL,,0.402,25+72,2122.28,40000111,ml-int,U16.38,16.38,32.42,U2115.30,2115.30,2397.44,0.219,13,N,1.20,0.61,193,,,N,2217,2207,3065,23,2172,2151,2987,35.0835245,-119.4009999,716.5,,
MFL,,0.402,25+73,2123.14,40000112,ml-int,U17.23,17.23,31.57,U2116.15,2116.15,2396.59,0.219,10,N,0.86,0.52,182,,,N,2245,2241,3113,20,2220,2210,3069,35.0835230,-119.4009977,716.5,,
MFL,,0.403,25+77,2127.22,40000113,ml-int,U21.32,21.32,27.48,U2120.24,2120.24,2392.50,0.219,11,N,0.63,0.33,192,,,N,2253,2250,3125,21,2238,2231,3099,35.0835156,-119.4009875,716.4,,
MFL,,0.404,25+80,2131.50,40000114,ml-int,D23.20,25.59,23.20,U2124.52,2124.52,2388.22,0.219,11,N,0.42,0.38,152,,,N,2261,2259,3138,21,2253,2251,3126,35.0835080,-119.4009767,716.4,,
MFL,,0.404,25+81,2132.04,40000115,ml-int,D22.66,26.13,22.66,U2125.06,2125.06,2387.68,0.219,10,N,0.39,0.33,197,,,N,2262,2261,3140,20,2256,2253,3129,35.0835070,-119.4009754,716.4,,
MFL,,0.404,25+82,2133.24,40000116,ml-int,D21.46,27.34,21.46,U2126.26,2126.26,2386.48,0.219,10,N,0.53,0.38,187,,,N,2257,2256,3133,20,2246,2242,3114,35.0835048,-119.4009724,716.3,,
MFL,,0.404,25+82,2133.56,40000117,ml-ext,D21.14,27.65,21.14,U2126.58,2126.58,2386.16,0.219,11,N,0.48,0.33,157,,,N,2259,2257,3135,21,2250,2246,3119,35.0835043,-119.4009716,716.3,,
MFL,,0.405,25+86,2138.18,40000118,ml-int,D16.52,32.27,16.52,U2131.20,2131.20,2381.54,0.219,13,N,1.52,0.51,157,,,N,2201,2236,3105,23,2140,2170,3014,35.0834960,-119.4009600,716.3,,
MFL,,0.406,25+91,2143.64,40000119,ml-ext,D11.07,37.73,11.07,U2136.66,2136.66,2376.09,0.219,10,N,0.29,0.33,162,,,N,2264,2263,3144,20,2261,2259,3138,35.0834862,-119.4009463,716.2,,
MFL,54,0.408,26+01,2154.70,,WELD,,,,,,,0.219,,,,,,58.13,,,,,,,,,,35.0834662,-119.4009186,716.0,,
MFL,,0.409,26+05,2158.45,40000120,ml-int,U3.75,3.75,54.38,U2151.47,2151.47,2361.27,0.219,10,N,0.34,0.33,162,,,N,2263,2262,3142,20,2258,2256,3134,35.0834594,-119.4009092,716.0,,
MFL,,0.409,26+07,2160.97,40000121,ml-int,U6.27,6.27,51.86,U2153.99,2153.99,2358.75,0.219,10,N,0.38,0.33,157,,,N,2262,2261,3141,20,2256,2254,3131,35.0834549,-119.4009029,716.0,,
MFL,,0.410,26+11,2165.26,40000122,ml-int,U10.56,10.56,47.57,U2158.28,2158.28,2354.46,0.219,16,N,0.66,0.78,156,,,N,2245,2240,3111,26,2227,2217,3079,35.0834472,-119.4008922,716.1,,
MFL,,0.411,26+15,2169.75,40000123,ml-int,U15.05,15.05,43.08,U2162.77,2162.77,2349.97,0.219,10,N,0.43,0.38,160,,,N,2261,2259,3138,20,2253,2250,3125,35.0834391,-119.4008810,716.2,,
MFL,,0.411,26+17,2172.23,40000124,ml-int,U17.53,17.53,40.60,U2165.25,2165.25,2347.49,0.219,27,N,0.42,0.33,150,,,N,2248,2243,3116,37,2238,2230,3097,35.0834346,-119.4008748,716.3,,
MFL,,0.412,26+22,2177.03,40000125,ml-int,U22.33,22.33,35.80,U2170.05,2170.05,2342.69,0.219,24,N,0.75,0.68,159,,,N,2219,2208,3066,34,2192,2173,3017,35.0834259,-119.4008629,716.6,,
MFL,,0.413,26+24,2179.57,40000126,ml-int,U24.87,24.87,33.26,U2172.59,2172.59,2340.15,0.219,10,N,0.41,0.33,174,,,N,2261,2260,3139,20,2255,2252,3128,35.0834214,-119.4008565,716.7,,
MFL,,0.413,26+26,2181.59,40000127,ml-int,U26.89,26.89,31.24,U2174.61,2174.61,2338.13,0.219,15,N,0.59,0.52,159,,,N,2249,2245,3118,25,2234,2227,3092,35.0834177,-119.4008515,716.9,,
MFL,,0.415,26+35,2191.40,40000128,ml-int,D21.43,36.70,21.43,U2184.42,2184.42,2328.32,0.219,10,N,0.47,0.36,177,,,N,2259,2258,3136,20,2251,2247,3121,35.0834000,-119.4008271,717.7,,
MFL,,0.416,26+37,2194.31,40000129,ml-int,D18.52,39.61,18.52,U2187.33,2187.33,2325.41,0.219,10,N,0.63,0.45,142,,,N,2254,2252,3128,20,2239,2233,3102,35.0833948,-119.4008199,717.9,,
MFL,,0.416,26+38,2195.32,40000130,ml-int,D17.51,40.62,17.51,U2188.34,2188.34,2324.40,0.219,10,N,0.38,0.41,157,,,N,2262,2261,3140,20,2256,2254,3130,35.0833929,-119.4008174,718.0,,
MFL,,0.416,26+41,2198.49,40000131,ml-int,D14.34,43.79,14.34,U2191.51,2191.51,2321.23,0.219,21,N,1.09,1.78,151,,,N,2195,2206,3064,31,2150,2155,2993,35.0833872,-119.4008095,718.3,,
MFL,,0.418,26+48,2205.55,40000132,ml-int,D7.28,50.85,7.28,U2198.57,2198.57,2314.17,0.219,12,N,0.65,0.41,180,,,N,2251,2248,3122,22,2235,2228,3094,35.0833744,-119.4007921,719.1,,
MFL,,0.418,26+50,2208.34,40000133,ml-ext,D4.49,53.64,4.49,U2201.36,2201.36,2311.38,0.219,10,N,0.69,0.63,355,,,N,2252,2249,3124,20,2235,2227,3094,35.0833694,-119.4007852,719.4,,
MFL,,0.418,26+51,2208.97,40000134,ml-ext,D3.86,54.27,3.86,U2201.99,2201.99,2310.75,0.219,13,N,2.20,0.72,5,,,N,2167,2174,3019,23,2078,2069,2874,35.0833682,-119.4007836,719.4,,
MFL,,0.419,26+52,2210.39,40000135,ml-int,D2.43,55.69,2.43,U2203.41,2203.41,2309.33,0.219,28,N,0.40,0.33,210,,,N,2249,2245,3118,38,2240,2233,3101,35.0833657,-119.4007801,719.6,,
MFL,,0.419,26+52,2210.71,40000136,ml-int,D2.12,56.01,2.12,U2203.73,2203.73,2309.01,0.219,20,N,0.73,0.33,210,,,N,2232,2224,3089,30,2209,2194,3048,35.0833651,-119.4007793,719.6,,
MFL,,0.419,26+53,2210.88,40000137,ml-int,D1.95,56.18,1.95,U2203.90,2203.90,2308.84,0.219,27,N,0.66,0.56,200,,,N,2224,2214,3074,37,2201,2183,3032,35.0833648,-119.4007789,719.7,,
MFL,,0.419,26+53,2211.96,10000021,Sleeve Begin,D0.87,57.26,0.87,U2204.98,2204.98,2307.76,0.219,,,,,,,,,,,,,,,,35.0833583,-119.4007700,720.1,,
MFL,55,0.419,26+54,2212.83,,WELD,,,,,,,0.219,,,,,,59.40,,,,,,,,,,35.0833613,-119.4007741,719.9,,
MFL,,0.420,26+58,2217.06,10000021,Sleeve End  ,U4.23,4.23,55.17,U2210.08,2210.08,2302.66,0.219,,,,,,,,,,,,,,,,35.0833583,-119.4007700,720.1,,
MFL,,0.420,26+59,2217.49,40000138,ml-ext,U4.66,4.66,54.73,U2210.51,2210.51,2302.23,0.219,17,N,1.10,0.38,180,,,N,2211,2225,3091,27,2169,2178,3026,35.0833529,-119.4007626,720.5,,
MFL,,0.420,26+59,2217.79,40000139,ml-ext,U4.96,4.96,54.44,U2210.81,2210.81,2301.94,0.219,10,N,0.73,0.55,180,,,N,2251,2247,3121,20,2231,2224,3088,35.0833523,-119.4007619,720.5,,
MFL,,0.420,26+61,2219.72,40000140,ml-int,U6.89,6.89,52.51,U2212.74,2212.74,2300.01,0.219,17,N,1.97,1.05,134,,,N,2145,2176,3023,27,2060,2081,2890,35.0833489,-119.4007571,720.8,,
MFL,,0.421,26+63,2222.44,40000141,ml-int,U9.61,9.61,49.79,U2215.46,2215.46,2297.28,0.219,10,N,0.40,0.39,179,,,N,2261,2260,3139,20,2255,2252,3128,35.0833439,-119.4007504,721.2,,
MFL,,0.421,26+64,2224.04,40000142,ml-ext,U11.21,11.21,48.19,U2217.06,2217.06,2295.68,0.219,10,N,0.96,0.93,299,,,N,2241,2236,3105,20,2210,2198,3053,35.0833411,-119.4007465,721.4,,
MFL,,0.421,26+65,2224.64,40000143,ml-int,U11.81,11.81,47.59,U2217.66,2217.66,2295.08,0.219,10,N,0.30,0.33,209,,,N,2264,2263,3143,20,2260,2259,3137,35.0833400,-119.4007450,721.5,,
MFL,,0.422,26+67,2226.53,40000144,ml-int,U13.70,13.70,45.70,U2219.55,2219.55,2293.19,0.219,11,N,0.50,0.41,109,,,N,2258,2256,3133,21,2248,2244,3116,35.0833366,-119.4007404,721.7,,
MFL,,0.422,26+67,2226.89,40000145,ml-int,U14.06,14.06,45.34,U2219.91,2219.91,2292.83,0.219,10,N,0.43,0.33,179,,,N,2261,2260,3138,20,2254,2251,3126,35.0833359,-119.4007395,721.8,,
MFL,,0.422,26+67,2227.06,40000146,ml-int,U14.23,14.23,45.17,U2220.08,2220.08,2292.66,0.219,15,N,1.02,0.61,184,,,N,2221,2212,3072,25,2184,2166,3008,35.0833356,-119.4007391,721.8,,
MFL,,0.422,26+68,2227.42,40000147,ml-ext,U14.59,14.59,44.80,U2220.44,2220.44,2292.30,0.219,10,N,0.51,0.33,174,,,N,2258,2257,3134,20,2248,2244,3117,35.0833349,-119.4007382,721.8,,
MFL,,0.422,26+68,2227.56,40000148,ml-ext,U14.73,14.73,44.66,U2220.58,2220.58,2292.16,0.219,10,N,0.66,0.52,334,,,N,2253,2250,3125,20,2236,2230,3097,35.0833347,-119.4007379,721.9,,
MFL,,0.422,26+68,2228.37,40000149,ml-int,U15.54,15.54,43.85,U2221.39,2221.39,2291.35,0.219,10,N,0.56,0.33,118,,,N,2257,2255,3132,20,2245,2240,3111,35.0833332,-119.4007359,722.0,,
MFL,,0.422,26+68,2228.44,40000150,ml-int,U15.61,15.61,43.79,U2221.46,2221.46,2291.28,0.219,10,N,0.44,0.41,158,,,N,2260,2259,3138,20,2253,2250,3124,35.0833331,-119.4007357,722.0,,
MFL,,0.422,26+70,2229.86,40000151,ml-ext,U17.04,17.04,42.36,U2222.88,2222.88,2289.86,0.219,13,N,0.92,0.49,338,,,N,2236,2229,3096,23,2206,2192,3045,35.0833305,-119.4007322,722.2,,
MFL,,0.422,26+70,2230.08,40000152,ml-ext,U17.25,17.25,42.15,U2223.10,2223.10,2289.64,0.219,12,N,0.54,0.53,3,,,N,2255,2253,3129,22,2244,2239,3109,35.0833302,-119.4007317,722.2,,
MFL,,0.424,26+80,2240.80,40000153,ml-int,U27.97,27.97,31.42,U2233.82,2233.82,2278.92,0.219,10,N,0.78,0.69,147,,,N,2248,2244,3117,20,2226,2217,3080,35.0833109,-119.4007052,723.7,,
MFL,,0.426,26+85,2247.05,40000154,ml-ext,D25.17,34.22,25.17,U2240.07,2240.07,2272.67,0.219,10,N,1.29,0.92,342,,,N,2226,2218,3081,20,2179,2161,3001,35.0832998,-119.4006897,724.5,,
MFL,,0.426,26+87,2248.85,40000155,ml-ext,D23.38,36.02,23.38,U2241.87,2241.87,2270.87,0.219,10,N,0.70,0.59,346,,,N,2252,2249,3124,20,2234,2227,3093,35.0832966,-119.4006852,724.7,,
MFL,,0.426,26+87,2249.31,40000156,ml-ext,D22.92,36.48,22.92,U2242.33,2242.33,2270.42,0.219,17,N,4.56,2.22,46,,,N,2049,2149,2985,27,1908,1991,2765,35.0832957,-119.4006841,724.8,,
MFL,,0.426,26+88,2249.64,40000157,ml-ext,D22.59,36.81,22.59,U2242.66,2242.66,2270.08,0.219,21,N,0.86,0.93,16,,,N,2218,2207,3066,31,2187,2168,3011,35.0832951,-119.4006832,724.8,,
MFL,,0.426,26+88,2249.87,40000158,ml-ext,D22.36,37.04,22.36,U2242.89,2242.89,2269.85,0.219,12,N,0.74,0.43,11,,,N,2247,2243,3115,22,2226,2217,3080,35.0832947,-119.4006827,724.8,,
MFL,,0.426,26+88,2250.22,40000159,ml-ext,D22.01,37.39,22.01,U2243.24,2243.24,2269.50,0.219,14,N,2.17,2.91,31,,,N,2159,2187,3038,24,2070,2086,2897,35.0832941,-119.4006818,724.9,,
MFL,,0.426,26+89,2250.55,40000160,ml-ext,D21.68,37.72,21.68,U2243.57,2243.57,2269.17,0.219,10,N,0.47,0.55,346,,,N,2260,2258,3136,20,2251,2247,3121,35.0832935,-119.4006810,724.9,,
MFL,,0.426,26+89,2250.90,40000161,ml-ext,D21.33,38.07,21.33,U2243.92,2243.92,2268.82,0.219,19,N,0.72,0.89,341,,,N,2234,2227,3093,29,2212,2199,3054,35.0832929,-119.4006801,725.0,,
MFL,,0.426,26+89,2251.24,40000162,ml-ext,D20.98,38.41,20.98,U2244.26,2244.26,2268.48,0.219,10,N,0.55,0.48,256,,,N,2257,2255,3132,20,2245,2241,3112,35.0832923,-119.4006793,725.0,,
MFL,,0.427,26+92,2254.07,40000163,ml-ext,D18.16,41.24,18.16,U2247.09,2247.09,2265.65,0.219,10,N,0.61,0.49,1,,,N,2255,2253,3129,20,2241,2236,3105,35.0832872,-119.4006722,725.3,,
MFL,,0.428,26+97,2259.94,40000164,ml-int,D12.28,47.11,12.28,U2252.96,2252.96,2259.78,0.219,10,N,0.61,0.72,170,,,N,2255,2253,3129,20,2241,2235,3104,35.0832768,-119.4006575,725.9,,
MFL,,0.429,27+00,2263.12,40000165,ml-int,D9.10,50.29,9.10,U2256.14,2256.14,2256.60,0.219,10,N,0.47,0.34,145,,,N,2259,2258,3136,20,2250,2247,3121,35.0832711,-119.4006495,726.3,,
MFL,,0.430,27+06,2269.86,40000166,ml-int,D2.37,57.03,2.37,D2249.86,2262.88,2249.86,0.219,19,N,0.61,0.48,145,,,N,2243,2238,3108,29,2227,2217,3079,35.0832592,-119.4006326,726.9,,
